acc,acc_labels,aux,aux_batch,aux_layer_index,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,std_loss,train_mode
0.7448888888888889,"[0.7565555555555555, 0.7332222222222222]",1.0,10.0,9.0,0.5874197980761529,0.0,[56],1.0,0.0,0.02056709265175713,"[0.0, 0.04113418530351426]",0.6386079433560371,0.001,vgg16,0.1672077922077922,"[0.0, 0.3344155844155844]",[0.1],0.010957446808510638,"[0.0, 0.021914893617021276]",0.05118814594733218,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5498404460293906,0.0,[56],1.0,0.0,0.0,"[0.0, 0.0]",0.5498404460293906,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5717743141452472,0.0,[56],2.0,0.0,0.0,"[0.0, 0.0]",0.6128483240803083,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.04107401033552984,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5488148757389614,0.0,[56],2.0,0.0,0.0,"[0.0, 0.0]",0.5488148757389614,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5683087301254273,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.6094435368975003,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.04113480578797559,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5475401516471591,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.5475401516471591,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5677974492311477,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.6088826636473338,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.041085215794543425,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5480135232210159,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.5480135232210159,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5676954793930054,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.6088444133599599,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.04114893415632347,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5494298956223896,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.5494298956223896,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5664965523282687,0.0,[56],6.0,0.0,0.0,"[0.0, 0.0]",0.607673572699229,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.041177020268514754,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5502545705863408,0.0,[56],6.0,0.0,0.0,"[0.0, 0.0]",0.5502545705863408,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5682201675573985,0.0,[56],7.0,0.0,0.0,"[0.0, 0.0]",0.6093515987197559,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.041131430833290024,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5555788236004966,0.0,[56],7.0,0.0,0.0,"[0.0, 0.0]",0.5555788236004966,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.567329288025697,0.0,[56],8.0,0.0,0.0,"[0.0, 0.0]",0.6084596255421638,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.04113033601082861,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5502215602568218,0.0,[56],8.0,0.0,0.0,"[0.0, 0.0]",0.5502215602568218,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5669848195711772,0.0,[56],9.0,0.0,0.0,"[0.0, 0.0]",0.608078277806441,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.04109345740949114,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5487631942544665,0.0,[56],9.0,0.0,0.0,"[0.0, 0.0]",0.5487631942544665,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5675315807263056,0.0,[56],10.0,0.0,0.0,"[0.0, 0.0]",0.6086369515458743,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.04110537041599552,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.547579573733466,0.0,[56],10.0,0.0,0.0,"[0.0, 0.0]",0.547579573733466,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5667051717638969,0.0,[56],11.0,0.0,0.0,"[0.0, 0.0]",0.6078952768445015,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.04119010326452553,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5484872119767326,0.0,[56],11.0,0.0,0.0,"[0.0, 0.0]",0.5484872119767326,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5668639083703358,0.0,[56],12.0,0.0,0.0,"[0.0, 0.0]",0.60803337931633,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.041169472029432656,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5487308076449803,0.0,[56],12.0,0.0,0.0,"[0.0, 0.0]",0.5487308076449803,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5661548373103141,0.0,[56],13.0,0.0,0.0,"[0.0, 0.0]",0.6073531300822894,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.041198292685051756,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5488026993615287,0.0,[56],13.0,0.0,0.0,"[0.0, 0.0]",0.5488026993615287,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5663414410750072,0.0,[56],14.0,0.0,0.0,"[0.0, 0.0]",0.6074287101626397,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.041087268354992074,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5487877024071557,0.0,[56],14.0,0.0,0.0,"[0.0, 0.0]",0.5487877024071557,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5665276949604352,0.0,[56],15.0,0.0,0.0,"[0.0, 0.0]",0.6076625217994054,0.001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.041134824557229874,train
