mask_use,freeze_mode,lr,exp,cell_size,prob,train_mode,epoch,loss,prec,recall,acc,f1
True,False,0.0001,0,28,0.2,train,0,0.5965160131454468,0.7741034000931533,0.6135105204872646,0.6660854402789886,0.684514003294893
True,False,0.0001,0,28,0.2,valid,0,0.5796133875846863,0.7633333333333333,0.6487252124645893,0.675,0.7013782542113324
True,False,0.0001,0,28,0.2,train,1,0.5208395719528198,0.7829525483304042,0.6578073089700996,0.6902789886660854,0.7149448345035104
True,False,0.0001,0,28,0.2,valid,1,0.6113322377204895,0.7164179104477612,0.6798866855524079,0.6533333333333333,0.6976744186046512
True,False,0.0001,0,28,0.2,train,2,0.5361189842224121,0.7811575834389523,0.6825396825396826,0.6996512641673932,0.7285263987391646
True,False,0.0001,0,28,0.2,valid,2,0.5976448655128479,0.6863753213367609,0.7563739376770539,0.6533333333333333,0.7196765498652291
True,False,0.0001,0,28,0.2,train,3,0.5567663908004761,0.7952421410365336,0.6910299003322259,0.712510897994769,0.739482520244914
True,False,0.0001,0,28,0.2,valid,3,0.6565571427345276,0.7444444444444445,0.5694050991501416,0.6316666666666667,0.6452648475120385
True,False,0.0001,0,28,0.2,train,4,0.5030854940414429,0.8094606542882405,0.6758951642672573,0.7146904969485615,0.7366727016696841
True,False,0.0001,0,28,0.2,valid,4,0.6547815799713135,0.7216494845360825,0.5949008498583569,0.6266666666666667,0.6521739130434783
True,False,0.0001,0,28,0.2,train,5,0.5285202264785767,0.8197596795727636,0.6799557032115172,0.7227550130775937,0.7433414043583535
True,False,0.0001,0,28,0.2,valid,5,0.6661835312843323,0.6964856230031949,0.6175637393767706,0.6166666666666667,0.6546546546546548
True,False,0.0001,0,28,0.2,train,6,0.5023052096366882,0.8197573656845754,0.6984126984126984,0.7312554489973845,0.754235598963524
True,False,0.0001,0,28,0.2,valid,6,0.7068517804145813,0.7272727272727273,0.5439093484419264,0.6116666666666667,0.6223662884927067
True,False,0.0001,0,28,0.2,train,7,0.5059909820556641,0.8471760797342193,0.6589147286821705,0.7284219703574543,0.7412790697674418
True,False,0.0001,0,28,0.2,valid,7,0.8159745335578918,0.6826347305389222,0.6458923512747875,0.615,0.6637554585152838
True,False,0.0001,0,28,0.2,train,8,0.5276108384132385,0.851782363977486,0.6703580657069029,0.7364864864864865,0.7502582111134064
True,False,0.0001,0,28,0.2,valid,8,0.7286760807037354,0.7392996108949417,0.5382436260623229,0.6166666666666667,0.6229508196721312
True,False,0.0001,0,28,0.2,train,9,0.4928422272205353,0.8587164750957854,0.6618678479143596,0.736050566695728,0.7475505524286011
True,False,0.0001,0,28,0.2,valid,9,0.8609433770179749,0.6925566343042071,0.6062322946175638,0.61,0.6465256797583082
True,False,0.0001,0,28,0.2,train,10,0.4662969708442688,0.8640267175572519,0.6685123661867848,0.742153443766347,0.7537981269510926
True,False,0.0001,0,28,0.2,valid,10,0.8538628220558167,0.7009966777408638,0.5977337110481586,0.6133333333333333,0.6452599388379205
True,False,0.0001,0,28,0.2,train,11,0.4595943093299866,0.8684582743988685,0.6799557032115172,0.7502179598953792,0.7627329192546585
True,False,0.0001,0,28,0.2,valid,11,0.8736598491668701,0.6862745098039216,0.6940509915014165,0.6333333333333333,0.6901408450704225
True,False,0.0001,0,28,0.2,train,12,0.4496331512928009,0.8663873370577281,0.686969361387966,0.752615518744551,0.7663166563722463
True,False,0.0001,0,28,0.2,valid,12,0.8784587383270264,0.6798780487804879,0.6317280453257791,0.6083333333333333,0.6549192364170338
True,False,0.0001,0,28,0.2,train,13,0.43066614866256714,0.8860153256704981,0.6829088224437062,0.7608979947689625,0.7713154054617469
True,False,0.0001,0,28,0.2,valid,13,0.8897114992141724,0.7408906882591093,0.5184135977337111,0.61,0.6100000000000001
True,False,0.0001,0,28,0.2,train,14,0.47071507573127747,0.8856589147286822,0.6747877445551864,0.7565387968613775,0.7659752776031846
True,False,0.0001,0,28,0.2,valid,14,0.8532954454421997,0.7120622568093385,0.5184135977337111,0.5933333333333334,0.6000000000000001
True,False,0.0001,0,28,0.2,train,15,0.4415171146392822,0.8924418604651163,0.6799557032115172,0.7626416739319966,0.7718416090509115
True,False,0.0001,0,28,0.2,valid,15,0.910082995891571,0.6819571865443425,0.6317280453257791,0.61,0.6558823529411765
True,False,0.0001,0,28,0.2,train,16,0.4298620820045471,0.8927522037218414,0.6729420450350683,0.7591543156059285,0.767417385813513
True,False,0.0001,0,28,0.2,valid,16,0.9654173254966736,0.7117437722419929,0.56657223796034,0.61,0.6309148264984227
True,False,0.0001,0,28,0.2,train,17,0.4221424162387848,0.8973862536302033,0.6843853820598007,0.7674367916303401,0.7765445026178012
True,False,0.0001,0,28,0.2,valid,17,0.9506961107254028,0.7018181818181818,0.546742209631728,0.5966666666666667,0.6146496815286624
True,False,0.0001,0,28,0.2,train,18,0.4210582673549652,0.895500725689405,0.6832779623477298,0.7659110723626853,0.7751256281407036
True,False,0.0001,0,28,0.2,valid,18,0.9479479789733887,0.6875,0.6543909348441926,0.6216666666666667,0.6705370101596517
True,False,0.0001,0,28,0.2,train,19,0.4445379376411438,0.8823798627002288,0.711701734957549,0.7737576285963382,0.7879035553739273
True,False,0.0001,0,28,0.2,valid,19,0.9937323331832886,0.672782874617737,0.623229461756374,0.6,0.6470588235294118
True,False,0.0001,0,28,0.2,train,20,0.4379557967185974,0.8974480151228733,0.7009966777408638,0.77615518744551,0.7871502590673575
True,False,0.0001,0,28,0.2,valid,20,1.0294967889785767,0.6955128205128205,0.6147308781869688,0.615,0.6526315789473683
True,False,0.0001,0,28,0.2,train,21,0.41651520133018494,0.8902158934313276,0.7153931339977851,0.7798605056669573,0.793286942284077
True,False,0.0001,0,28,0.2,valid,21,1.0798685550689697,0.73046875,0.5297450424929179,0.6083333333333333,0.6141215106732348
True,False,0.0001,0,28,0.2,train,22,0.4430078864097595,0.8877176901924839,0.7150239940937615,0.7783347863993025,0.7920670619505213
True,False,0.0001,0,28,0.2,valid,22,1.076305866241455,0.7028985507246377,0.5495750708215298,0.5983333333333334,0.6168521462639109
True,False,0.0001,0,28,0.2,train,23,0.42124855518341064,0.886070110701107,0.7091177556293835,0.7744115082824761,0.7877793725651014
True,False,0.0001,0,28,0.2,valid,23,1.0848658084869385,0.6959459459459459,0.5835694050991501,0.605,0.6348228043143298
True,False,0.0001,0,28,0.2,train,24,0.4215329587459564,0.8992840095465394,0.6954595791805094,0.7741935483870968,0.7843463780183182
True,False,0.0001,0,28,0.2,valid,24,1.0682553052902222,0.6843853820598007,0.5835694050991501,0.5966666666666667,0.6299694189602446
