acc,acc_labels,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,pair,pair_loss,prec,prec_labels,prob,recall,recall_labels,train_mode
0.9652777777777778,"[0.9766666666666667, 0.9538888888888889]",0.1160048591490421,0.0,[56],1.0,0.0,0.9294957590848956,"[0.9507042253521122, 0.908287292817679]",0.539505053891076,0.0001,resnet50,1.0,0.4235001934899224,0.961544227886057,"[0.9782608695652174, 0.9448275862068966]",[0.1],0.8995628096764792,"[0.9246575342465754, 0.874468085106383]",train
0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",4.538904547691345,0.0,[56],1.0,0.0,0.38278980963022663,"[0.344108446298227, 0.42147117296222625]",4.538904547691345,0.0001,resnet50,1.0,0.0,0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",[0.1],1.0,"[1.0, 1.0]",valid
0.9844444444444445,"[0.9838888888888889, 0.985]",0.06078730492024786,0.0,[56],2.0,0.0,0.9684542945673316,"[0.9661610268378056, 0.9707475622968575]",0.47088262885808946,0.0001,resnet50,1.0,0.41009532461563747,0.9885146490909187,"[0.9880668257756563, 0.9889624724061811]",[0.1],0.9491984844068785,"[0.9452054794520548, 0.9531914893617022]",train
0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",2.671333223581314,0.0,[56],2.0,0.0,0.38278980963022663,"[0.344108446298227, 0.42147117296222625]",2.671333223581314,0.0001,resnet50,1.0,0.0,0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",[0.1],1.0,"[1.0, 1.0]",valid
0.9905555555555555,"[0.9905555555555555, 0.9905555555555555]",0.04246911258475545,0.0,[56],3.0,0.0,0.9810237871538163,"[0.980346820809248, 0.9817007534983848]",0.43590052525202433,0.0001,resnet50,1.0,0.39343141168355944,0.99321914558173,"[0.9929742388758782, 0.9934640522875817]",[0.1],0.969124647818906,"[0.9680365296803652, 0.9702127659574468]",train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",0.607603445649147,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.607603445649147,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.9925,"[0.9938888888888889, 0.9911111111111112]",0.037954021766523106,0.0,[56],4.0,0.0,0.9850687355383145,"[0.9873417721518982, 0.9827956989247307]",0.41587667961915337,0.0001,resnet50,1.0,0.3779226577944226,0.9944189448199334,"[0.9953596287703016, 0.9934782608695653]",[0.1],0.9758962401632177,"[0.9794520547945206, 0.9723404255319149]",train
0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",3.400806427001953,0.0,[56],4.0,0.0,0.38278980963022663,"[0.344108446298227, 0.42147117296222625]",3.400806427001953,0.0001,resnet50,1.0,0.0,0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",[0.1],1.0,"[1.0, 1.0]",valid
0.9958333333333333,"[0.9961111111111111, 0.9955555555555555]",0.019274589435533725,0.0,[56],5.0,0.0,0.9916805365547686,"[0.9919447640966623, 0.9914163090128749]",0.37472193953063754,0.0001,resnet50,1.0,0.3554473504424095,1.0,"[1.0, 1.0]",[0.1],0.9834984941222189,"[0.9840182648401826, 0.9829787234042553]",train
0.5295969773299748,"[0.792191435768262, 0.26700251889168763]",4.180567979812622,0.0,[56],5.0,0.0,0.21073558648111312,"[0.0, 0.42147117296222625]",4.180567979812622,0.0001,resnet50,1.0,0.0,0.13350125944584382,"[0.0, 0.26700251889168763]",[0.1],0.5,"[0.0, 1.0]",valid
0.9975,"[0.9966666666666667, 0.9983333333333333]",0.010867100993507645,0.0,[56],6.0,0.0,0.994958779238835,"[0.9931192660550453, 0.9967982924226249]",0.3365245673391554,0.0001,resnet50,1.0,0.3256574672129419,0.9988479262672811,"[0.9976958525345622, 1.0]",[0.1],0.9911007480812203,"[0.9885844748858448, 0.9936170212765958]",train
0.5295969773299748,"[0.792191435768262, 0.26700251889168763]",3.4109660387039185,0.0,[56],6.0,0.0,0.21073558648111312,"[0.0, 0.42147117296222625]",3.4109660387039185,0.0001,resnet50,1.0,0.0,0.13350125944584382,"[0.0, 0.26700251889168763]",[0.1],0.5,"[0.0, 1.0]",valid
0.9952777777777777,"[0.9955555555555555, 0.995]",0.0178509370334925,0.0,[56],7.0,0.0,0.9906205117683261,"[0.9908256880733939, 0.9904153354632583]",0.30398324247863556,0.0001,resnet50,1.0,0.2861323055293825,0.9934314602104684,"[0.9953917050691244, 0.9914712153518124]",[0.1],0.9878315359953367,"[0.9863013698630136, 0.9893617021276596]",train
0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",8.112785160541534,0.0,[56],7.0,0.0,0.38278980963022663,"[0.344108446298227, 0.42147117296222625]",8.112785160541534,0.0001,resnet50,1.0,0.0,0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",[0.1],1.0,"[1.0, 1.0]",valid
0.9988888888888889,"[0.9988888888888889, 0.9988888888888889]",0.009410489347808632,0.0,[56],8.0,0.0,0.9977923494075605,"[0.9977168949771684, 0.9978678038379526]",0.24374621295266682,0.0001,resnet50,1.0,0.23433572318818835,0.9988584474885844,"[0.997716894977169, 1.0]",[0.1],0.9967307879141164,"[0.997716894977169, 0.9957446808510638]",train
0.5295969773299748,"[0.792191435768262, 0.26700251889168763]",3.341182440519333,0.0,[56],8.0,0.0,0.21073558648111312,"[0.0, 0.42147117296222625]",3.341182440519333,0.0001,resnet50,1.0,0.0,0.13350125944584382,"[0.0, 0.26700251889168763]",[0.1],0.5,"[0.0, 1.0]",valid
0.9922222222222222,"[0.9933333333333333, 0.9911111111111112]",0.029977144250814387,0.0,[56],9.0,0.0,0.9845245849864781,"[0.9861431870669739, 0.9829059829059824]",0.1905331142246723,0.0001,resnet50,1.0,0.16055596984095044,0.9923940074605913,"[0.9976635514018691, 0.9871244635193133]",[0.1],0.9768046245020887,"[0.9748858447488584, 0.9787234042553191]",train
0.5295969773299748,"[0.792191435768262, 0.26700251889168763]",2.19386625289917,0.0,[56],9.0,0.0,0.21073558648111312,"[0.0, 0.42147117296222625]",2.19386625289917,0.0001,resnet50,1.0,0.0,0.13350125944584382,"[0.0, 0.26700251889168763]",[0.1],0.5,"[0.0, 1.0]",valid
0.9966666666666667,"[0.9966666666666667, 0.9966666666666667]",0.012923818049279766,0.0,[56],10.0,0.0,0.9933545048223942,"[0.9931192660550453, 0.9935897435897431]",0.04363169806181556,0.0001,resnet50,1.0,0.03070788002676434,0.9977749648938905,"[0.9976958525345622, 0.9978540772532188]",[0.1],0.9889730885067523,"[0.9885844748858448, 0.9893617021276596]",train
0.5056675062972292,"[0.7443324937027708, 0.26700251889168763]",5.062635838985443,0.0,[56],10.0,0.0,0.23420976488486883,"[0.046948356807511395, 0.42147117296222625]",5.062635838985443,0.0001,resnet50,1.0,0.0,0.18558459277917716,"[0.10416666666666667, 0.26700251889168763]",[0.1],0.5151515151515151,"[0.030303030303030304, 1.0]",valid
0.9988888888888889,"[0.9983333333333333, 0.9994444444444445]",0.008977166295355547,0.0,[56],11.0,0.0,0.9977532329225615,"[0.996571428571428, 0.9989350372736949]",-0.28265633922484185,0.0001,resnet50,1.0,-0.29163350496027207,0.9988558352402745,"[0.9977116704805492, 1.0]",[0.1],0.9966530651899349,"[0.9954337899543378, 0.997872340425532]",train
0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",3.6188375651836395,0.0,[56],11.0,0.0,0.38278980963022663,"[0.344108446298227, 0.42147117296222625]",3.6188375651836395,0.0001,resnet50,1.0,0.0,0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",[0.1],1.0,"[1.0, 1.0]",valid
0.9869444444444444,"[0.9877777777777778, 0.9861111111111112]",0.036813930325054874,0.0,[56],12.0,0.0,0.9740151548612844,"[0.9746543778801838, 0.973375931842385]",-7.171568664908409,0.0001,resnet50,1.0,-7.208382617102729,0.9790672881439977,"[0.9837209302325581, 0.9744136460554371]",[0.1],0.9690469250947246,"[0.9657534246575342, 0.9723404255319149]",train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.6286319345235825,0.0,[56],12.0,0.0,0.0,"[0.0, 0.0]",1.6286319345235825,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.9947222222222223,"[0.9938888888888889, 0.9955555555555555]",0.01706994295657043,0.0,[56],13.0,0.0,0.9894263811789579,"[0.9873997709049249, 0.9914529914529908]",-3.9818488253487483,0.0001,resnet50,1.0,-3.9989187796910604,0.9932563761037936,"[0.9908045977011494, 0.9957081545064378]",[0.1],0.985626153696687,"[0.9840182648401826, 0.9872340425531915]",train
0.5295969773299748,"[0.792191435768262, 0.26700251889168763]",2.1059111654758453,0.0,[56],13.0,0.0,0.21073558648111312,"[0.0, 0.42147117296222625]",2.1059111654758453,0.0001,resnet50,1.0,0.0,0.13350125944584382,"[0.0, 0.26700251889168763]",[0.1],0.5,"[0.0, 1.0]",valid
0.9936111111111111,"[0.9938888888888889, 0.9933333333333333]",0.026790205132824162,0.0,[56],14.0,0.0,0.9872751626482965,"[0.9873708381171062, 0.9871794871794867]",-11.620367124345567,0.0001,resnet50,1.0,-11.647157208124797,0.9922439512731814,"[0.9930715935334873, 0.9914163090128756]",[0.1],0.9823569416108034,"[0.9817351598173516, 0.9829787234042553]",train
