acc,acc_labels,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,pair,pair_loss,prec,prec_labels,prob,recall,recall_labels,train_mode
0.7027777777777777,"[0.7244444444444444, 0.6811111111111111]",0.976425501373079,0.0,[56],1.0,0.0,0.12376876424792425,"[0.07462686567164148, 0.17291066282420703]",26.489998931686085,0.001,vgg16,1.0,25.513573756295308,0.23596938775510204,"[0.20408163265306123, 0.26785714285714285]",[0.1],0.08666083746235305,"[0.045662100456621, 0.1276595744680851]",train
0.5295969773299748,"[0.792191435768262, 0.26700251889168763]",0.6989572197198868,0.0,[56],1.0,0.0,0.21073558648111312,"[0.0, 0.42147117296222625]",0.6989572197198868,0.001,vgg16,1.0,0.0,0.13350125944584382,"[0.0, 0.26700251889168763]",[0.1],0.5,"[0.0, 1.0]",valid
0.3258333333333333,"[0.3233333333333333, 0.3283333333333333]",1.5494783411423365,0.0,[56],2.0,0.0,0.39061172215451484,"[0.37474332648870606, 0.4064801178203236]",178.39027399354512,0.001,vgg16,1.0,176.840795483482,0.25296048043885266,"[0.24172185430463577, 0.26419910657306955]",[0.1],0.8570921985815603,"[0.8333333333333334, 0.8808510638297873]",train
0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",0.6936038807034492,0.0,[56],2.0,0.0,0.38278980963022663,"[0.344108446298227, 0.42147117296222625]",0.6936038807034492,0.001,vgg16,1.0,0.0,0.23740554156171284,"[0.20780856423173805, 0.26700251889168763]",[0.1],1.0,"[1.0, 1.0]",valid
0.5444444444444445,"[0.6883333333333334, 0.40055555555555555]",0.7563043528132969,0.0,[56],3.0,0.0,0.2636450353893352,"[0.17378497790868877, 0.3535050928699816]",26.794984677102832,0.001,vgg16,1.0,26.038680596531897,0.24542582165635957,"[0.24481327800829875, 0.24603836530442036]",[0.1],0.3811813854075585,"[0.13470319634703196, 0.6276595744680851]",train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",0.6925143152475357,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.6925143152475357,0.001,vgg16,1.0,0.0,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.7461111111111112,"[0.7555555555555555, 0.7366666666666667]",0.7108242571353912,0.0,[56],4.0,0.0,0.010561198625635985,"[0.004524886877828036, 0.016597510373443935]",1.264937342537774,0.001,vgg16,1.0,0.5541130910170898,0.29166666666666663,"[0.24999999999999994, 0.33333333333333326]",[0.1],0.005396871660351695,"[0.00228310502283105, 0.00851063829787234]",train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",0.6910128071904182,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.6910128071904182,0.001,vgg16,1.0,0.0,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.7461111111111112,"[0.755, 0.7372222222222222]",0.6905401859018537,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.7307572775416904,0.001,vgg16,1.0,0.040217092059558326,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",0.6892142966389656,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.6892142966389656,0.001,vgg16,1.0,0.0,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
