acc,acc_labels,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,train_mode
0.8104444444444443,"[0.7544444444444445, 0.7333333333333333, 0.915, 0.6916666666666667, 0.9577777777777777]",0.0,[56],1.0,0.0,0.18069668109740777,"[0.06355932203389816, 0.07335907335907318, 0.01290322580645147, 0.753661784287616, 0.0]",0.43770869001746177,0.0001,resnet50,0.3269979203802733,"[0.4411764705882353, 0.3958333333333333, 0.08333333333333331, 0.7146464646464646, 0.0]",[0.1],0.17576964256838315,"[0.03424657534246575, 0.04042553191489362, 0.006993006993006993, 0.7971830985915493, 0.0]",train
0.8302267002518893,"[0.8047858942065491, 0.7355163727959698, 0.9408060453400504, 0.7090680100755667, 0.9609571788413098]",0.0,[56],1.0,0.0,0.23240612268025237,"[0.18848167539266988, 0.018691588785046707, 0.0, 0.7497291440953407, 0.2051282051282047]",0.3936498276889324,0.0001,resnet50,0.5488172043010751,"[0.6923076923076923, 0.9999999999999996, 0.0, 0.7440860215053764, 0.30769230769230765]",[0.1],0.20556590809701136,"[0.10909090909090909, 0.009433962264150943, 0.0, 0.7554585152838428, 0.15384615384615385]",valid
0.827888888888889,"[0.7755555555555556, 0.7311111111111112, 0.9205555555555556, 0.7533333333333333, 0.9588888888888889]",0.0,[56],2.0,0.0,0.2674383019015167,"[0.32441471571906316, 0.12635379061371815, 0.013793103448275834, 0.7976298997265263, 0.07499999999999986]",0.3847499544421832,0.0001,resnet50,0.5595877620312961,"[0.60625, 0.4166666666666667, 0.4999999999999998, 0.775022143489814, 0.49999999999999994]",[0.1],0.23301181279719957,"[0.22146118721461186, 0.07446808510638298, 0.006993006993006993, 0.8215962441314554, 0.04054054054054054]",train
0.8279596977329975,"[0.8073047858942065, 0.7103274559193955, 0.9420654911838791, 0.7178841309823678, 0.9622166246851386]",0.0,[56],2.0,0.0,0.3837689181924781,"[0.435424354243542, 0.29447852760736154, 0.25806451612903186, 0.764210526315789, 0.16666666666666624]",0.3819633908569813,0.0001,resnet50,0.5097589233091933,"[0.5566037735849056, 0.42105263157894735, 0.5333333333333332, 0.7378048780487805, 0.29999999999999993]",[0.1],0.33243293049428324,"[0.3575757575757576, 0.22641509433962265, 0.1702127659574468, 0.7925764192139738, 0.11538461538461539]",valid
0.8423333333333334,"[0.805, 0.7516666666666667, 0.925, 0.765, 0.965]",0.0,[56],3.0,0.0,0.4113706867478332,"[0.47845468053491774, 0.2893481717011125, 0.16149068322981347, 0.8049792531120326, 0.32258064516129]",0.3492429012225734,0.0001,resnet50,0.7119780406003693,"[0.6851063829787234, 0.5723270440251572, 0.7222222222222222, 0.7907608695652174, 0.7894736842105263]",[0.1],0.3349054066846687,"[0.3675799086757991, 0.19361702127659575, 0.09090909090909091, 0.819718309859155, 0.20270270270270271]",train
0.830478589420655,"[0.8035264483627204, 0.7329974811083123, 0.9433249370277078, 0.7065491183879093, 0.9659949622166247]",0.0,[56],3.0,0.0,0.32734433169712657,"[0.3389830508474572, 0.10924369747899139, 0.11764705882352926, 0.7293844367015093, 0.3414634146341458]",0.4144684746861458,0.0001,resnet50,0.6118406551800464,"[0.5633802816901409, 0.5, 0.7499999999999999, 0.7791563275434243, 0.4666666666666666]",[0.1],0.26447901465133805,"[0.24242424242424243, 0.06132075471698113, 0.06382978723404255, 0.6855895196506551, 0.2692307692307692]",valid
0.8596666666666668,"[0.825, 0.7666666666666667, 0.9305555555555556, 0.8077777777777778, 0.9683333333333334]",0.0,[56],4.0,0.0,0.5193123318291197,"[0.5816733067729078, 0.40340909090909044, 0.32432432432432395, 0.8405529953917046, 0.4466019417475724]",0.310099482205179,0.0001,resnet50,0.7269608462306231,"[0.6952380952380952, 0.6068376068376068, 0.7142857142857143, 0.8253393665158371, 0.7931034482758621]",[0.1],0.43581334166890057,"[0.5, 0.3021276595744681, 0.2097902097902098, 0.856338028169014, 0.3108108108108108]",train
0.8113350125944585,"[0.7556675062972292, 0.7191435768261965, 0.8992443324937027, 0.72544080604534, 0.9571788413098237]",0.0,[56],4.0,0.0,0.3918961507876803,"[0.4867724867724863, 0.22837370242214494, 0.13043478260869512, 0.7435294117647053, 0.3703703703703699]",0.4117761664092541,0.0001,resnet50,0.4314189901312638,"[0.431924882629108, 0.42857142857142855, 0.13333333333333333, 0.8061224489795918, 0.35714285714285715]",[0.1],0.3830934851790894,"[0.5575757575757576, 0.15566037735849056, 0.1276595744680851, 0.6899563318777293, 0.38461538461538464]",valid
0.8969999999999999,"[0.8772222222222222, 0.8316666666666667, 0.9416666666666667, 0.8538888888888889, 0.9805555555555555]",0.0,[56],5.0,0.0,0.689318802868557,"[0.7191867852604824, 0.62730627306273, 0.5023696682464449, 0.8777312877731283, 0.7199999999999994]",0.2516411993652582,0.0001,resnet50,0.8170676253621559,"[0.8108882521489972, 0.7434402332361516, 0.7794117647058824, 0.8692449355432781, 0.8823529411764706]",[0.1],0.6107588736427697,"[0.6461187214611872, 0.5425531914893617, 0.3706293706293706, 0.8863849765258216, 0.6081081081081081]",train
0.8267002518891686,"[0.8173803526448362, 0.6851385390428212, 0.9382871536523929, 0.7355163727959698, 0.9571788413098237]",0.0,[56],5.0,0.0,0.43389838872923614,"[0.39330543933054346, 0.3589743589743585, 0.3797468354430375, 0.7765957446808506, 0.26086956521739085]",0.44785869494080544,0.0001,resnet50,0.5108809945779618,"[0.6351351351351351, 0.39325842696629215, 0.46875, 0.7572614107883817, 0.3]",[0.1],0.39237971249485193,"[0.28484848484848485, 0.330188679245283, 0.3191489361702128, 0.7969432314410481, 0.23076923076923078]",valid
