mask_use,aux,aux_batch,freeze_mode,lr,exp,cell,cell_size,prob,train_mode,epoch,acc,f1,loss,prec,recall
False,False,4,False,0.0001,0,False,[56],0.1,train,0,0.5817349607672189,0.5994573158004592,0.6795617341995239,0.66512274201019,0.5455927051671733
False,False,4,False,0.0001,0,False,[56],0.1,valid,0,0.6666666666666666,0.7005988023952096,0.6234121322631836,0.7381703470031545,0.6666666666666666
False,False,4,False,0.0001,0,False,[56],0.1,train,1,0.6543156059285091,0.684189565909996,0.6493017673492432,0.7188284518828452,0.6527355623100304
False,False,4,False,0.0001,0,False,[56],0.1,valid,1,0.665,0.6940639269406393,0.6402884721755981,0.7450980392156863,0.6495726495726496
False,False,4,False,0.0001,0,False,[56],0.1,train,2,0.6591107236268526,0.6865731462925853,0.6915140151977539,0.7264631043256997,0.6508358662613982
False,False,4,False,0.0001,0,False,[56],0.1,valid,2,0.6716666666666666,0.6973886328725039,0.6272624731063843,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,3,0.6615082824760244,0.6850537416345569,0.6301117539405823,0.7346672466289691,0.6417173252279635
False,False,4,False,0.0001,0,False,[56],0.1,valid,3,0.6716666666666666,0.6973886328725039,0.6709069013595581,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,4,0.6608544027898866,0.6841250507511165,0.6389091610908508,0.7345248474280732,0.6401975683890577
False,False,4,False,0.0001,0,False,[56],0.1,valid,4,0.6716666666666666,0.6973886328725039,0.612035870552063,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,5,0.6608544027898866,0.6843813387423935,0.662384569644928,0.7341166231505657,0.6409574468085106
False,False,4,False,0.0001,0,False,[56],0.1,valid,5,0.6716666666666666,0.6973886328725039,0.6060057878494263,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,6,0.6610723626852659,0.6845201866504361,0.6291520595550537,0.7344362211580322,0.6409574468085106
False,False,4,False,0.0001,0,False,[56],0.1,valid,6,0.6716666666666666,0.6973886328725039,0.6157518029212952,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,7,0.6612903225806451,0.6846590909090909,0.6320134401321411,0.7347560975609756,0.6409574468085106
False,False,4,False,0.0001,0,False,[56],0.1,valid,7,0.6733333333333333,0.7003058103975535,0.6394603848457336,0.7557755775577558,0.6524216524216524
False,False,4,False,0.0001,0,False,[56],0.1,train,8,0.6610723626852659,0.6851589390564893,0.6359929442405701,0.7334200260078023,0.6428571428571429
False,False,4,False,0.0001,0,False,[56],0.1,valid,8,0.6716666666666666,0.6973886328725039,0.6081995964050293,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,9,0.6612903225806451,0.6852976913730255,0.6382256746292114,0.7337380745880312,0.6428571428571429
False,False,4,False,0.0001,0,False,[56],0.1,valid,9,0.6733333333333333,0.6993865030674847,0.6014885306358337,0.7574750830564784,0.6495726495726496
False,False,4,False,0.0001,0,False,[56],0.1,train,10,0.6606364428945074,0.6841144248326233,0.6221727132797241,0.7340008707009142,0.6405775075987842
False,False,4,False,0.0001,0,False,[56],0.1,valid,10,0.67,0.6990881458966566,0.5980530977249146,0.749185667752443,0.6552706552706553
False,False,4,False,0.0001,0,False,[56],0.1,train,11,0.6628160418482999,0.6927507447864946,0.5615472793579102,0.7257594673325011,0.662613981762918
False,False,4,False,0.0001,0,False,[56],0.1,valid,11,0.6716666666666666,0.6973886328725039,0.598563015460968,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,12,0.6617262423714037,0.6879774829111379,0.6573507785797119,0.7305721605465414,0.6500759878419453
False,False,4,False,0.0001,0,False,[56],0.1,valid,12,0.6716666666666666,0.6973886328725039,0.5963906049728394,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,13,0.6621621621621622,0.6890048154093098,0.6707878112792969,0.7300170068027211,0.6523556231003039
False,False,4,False,0.0001,0,False,[56],0.1,valid,13,0.6783333333333333,0.7206946454413894,0.6216213703155518,0.7323529411764705,0.7094017094017094
False,False,4,False,0.0001,0,False,[56],0.1,train,14,0.6621621621621622,0.6886299718762554,0.6331166625022888,0.7306052855924978,0.6512158054711246
False,False,4,False,0.0001,0,False,[56],0.1,valid,14,0.6716666666666666,0.6973886328725039,0.6268029808998108,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,15,0.661944202266783,0.6867299535447384,0.6449378728866577,0.733074601121173,0.6458966565349544
False,False,4,False,0.0001,0,False,[56],0.1,valid,15,0.6633333333333333,0.7138810198300284,0.6078590154647827,0.7098591549295775,0.717948717948718
False,False,4,False,0.0001,0,False,[56],0.1,train,16,0.6641238012205755,0.6949118986339339,0.6215358376502991,0.7255064076064489,0.6667933130699089
False,False,4,False,0.0001,0,False,[56],0.1,valid,16,0.6616666666666666,0.7036496350364964,0.6524524688720703,0.7215568862275449,0.6866096866096866
False,False,4,False,0.0001,0,False,[56],0.1,train,17,0.6649956408020924,0.6929070929070928,0.6125227808952332,0.7307206068268015,0.6588145896656535
False,False,4,False,0.0001,0,False,[56],0.1,valid,17,0.6716666666666666,0.6973886328725039,0.6041330695152283,0.7566666666666667,0.6467236467236467
False,False,4,False,0.0001,0,False,[56],0.1,train,18,0.6630340017436792,0.6886830447039871,0.6713855266571045,0.7326478149100257,0.6496960486322189
False,False,4,False,0.0001,0,False,[56],0.1,valid,18,0.6733333333333333,0.7003058103975535,0.6314980387687683,0.7557755775577558,0.6524216524216524
False,False,4,False,0.0001,0,False,[56],0.1,train,19,0.6623801220575414,0.6923535253227407,0.6353493928909302,0.7253433208489388,0.6622340425531915
False,False,4,False,0.0001,0,False,[56],0.1,valid,19,0.6816666666666666,0.7144992526158446,0.6019204258918762,0.7515723270440252,0.6809116809116809
False,False,4,False,0.0001,0,False,[56],0.1,train,20,0.6621621621621622,0.6864886731391585,0.645794689655304,0.7339965397923875,0.6447568389057751
False,False,4,False,0.0001,0,False,[56],0.1,valid,20,0.6716666666666666,0.7055306427503737,0.6039488315582275,0.7421383647798742,0.6723646723646723
False,False,4,False,0.0001,0,False,[56],0.1,train,21,0.6636878814298169,0.6971540726202159,0.620049774646759,0.7210718635809987,0.6747720364741642
False,False,4,False,0.0001,0,False,[56],0.1,valid,21,0.66,0.7102272727272727,0.6384583711624146,0.7082152974504249,0.7122507122507122
False,False,4,False,0.0001,0,False,[56],0.1,train,22,0.6684829991281604,0.7055179090029041,0.6240459084510803,0.7193051717331228,0.6922492401215805
False,False,4,False,0.0001,0,False,[56],0.1,valid,22,0.675,0.7022900763358779,0.6348285675048828,0.756578947368421,0.6552706552706553
False,False,4,False,0.0001,0,False,[56],0.1,train,23,0.6645597210113339,0.6968682292692534,0.6092208027839661,0.7235173824130879,0.672112462006079
False,False,4,False,0.0001,0,False,[56],0.1,valid,23,0.69,0.7493261455525607,0.6119058728218079,0.710997442455243,0.792022792022792
False,False,4,False,0.0001,0,False,[56],0.1,train,24,0.6623801220575414,0.6972835645886262,0.6178584098815918,0.717907444668008,0.6778115501519757
False,False,4,False,0.0001,0,False,[56],0.1,valid,24,0.6866666666666666,0.7202380952380952,0.5897613763809204,0.7538940809968847,0.6894586894586895
