acc,acc_labels,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,recall,recall_labels,train_mode
0.7224444444444444,"[0.6394444444444445, 0.6188888888888889, 0.8805555555555555, 0.5505555555555556, 0.9227777777777778]",0.0,5.0,0.25216998858441825,"[0.21333333333333282, 0.25434782608695605, 0.10041841004184053, 0.6256362795002308, 0.06711409395973103]",1.068695850463377,0.0001,vgg16,0.25622462225976095,"[0.2222222222222222, 0.26174496644295303, 0.11538461538461539, 0.6151046405823476, 0.06666666666666667]",0.24909535907565075,"[0.20512820512820512, 0.24735729386892177, 0.08888888888888889, 0.6365348399246704, 0.06756756756756757]",train
0.7410579345088161,"[0.6561712846347607, 0.6511335012594458, 0.9143576826196473, 0.5415617128463476, 0.9420654911838791]",0.0,5.0,0.23143494863772246,"[0.20869565217391256, 0.29516539440203515, 0.028571428571428227, 0.6247422680412364, 0.0]",0.9295100545826948,0.0001,vgg16,0.23753904921182256,"[0.21052631578947367, 0.31521739130434784, 0.06666666666666665, 0.5952848722986247, 0.0]",0.23197142858165415,"[0.20689655172413793, 0.27751196172248804, 0.01818181818181818, 0.6572668112798264, 0.0]",valid
0.7338888888888888,"[0.6772222222222222, 0.6261111111111111, 0.8866666666666667, 0.5455555555555556, 0.9338888888888889]",1.0,5.0,0.2652585281419466,"[0.27284105131414216, 0.257993384785005, 0.09734513274336234, 0.6205936920222629, 0.07751937984496075]",0.9378579349153572,0.0001,vgg16,0.2774970854595788,"[0.2945945945945946, 0.2695852534562212, 0.12087912087912088, 0.6115173674588665, 0.09090909090909091]",0.25608581996441676,"[0.2540792540792541, 0.24735729386892177, 0.08148148148148149, 0.6299435028248588, 0.06756756756756757]",train
0.7251889168765743,"[0.6133501259445844, 0.672544080604534, 0.8967254408060453, 0.49496221662468515, 0.9483627204030227]",1.0,5.0,0.2203195557682208,"[0.2344139650872813, 0.26553672316384136, 0.0888888888888884, 0.512758201701093, 0.0]",0.9129129964038261,0.0001,vgg16,0.24566900632935446,"[0.20704845814977973, 0.32413793103448274, 0.11428571428571428, 0.5828729281767956, 0.0]",0.2050846497580694,"[0.27011494252873564, 0.22488038277511962, 0.07272727272727272, 0.45770065075921906, 0.0]",valid
0.7378888888888888,"[0.6638888888888889, 0.6361111111111111, 0.89, 0.5644444444444444, 0.935]",2.0,5.0,0.2641538927117967,"[0.25216316440049397, 0.268156424581005, 0.08333333333333287, 0.6383763837638371, 0.07874015748031449]",0.8753666411257452,0.0001,vgg16,0.27678201906133293,"[0.26842105263157895, 0.2843601895734597, 0.1111111111111111, 0.6256781193490054, 0.09433962264150944]",0.25545940277513,"[0.23776223776223776, 0.2536997885835095, 0.06666666666666667, 0.6516007532956686, 0.06756756756756757]",train
0.7211586901763225,"[0.6675062972292192, 0.6574307304785895, 0.845088161209068, 0.517632241813602, 0.9181360201511335]",2.0,5.0,0.21806995440522167,"[0.2457142857142852, 0.19999999999999954, 0.0314960629921255, 0.5551684088269448, 0.05797101449275315]",0.84761732170042,0.0001,vgg16,0.2351299144471522,"[0.24431818181818182, 0.2595419847328244, 0.027777777777777776, 0.5975, 0.046511627906976744]",0.2083061507559659,"[0.2471264367816092, 0.16267942583732056, 0.03636363636363636, 0.5184381778741866, 0.07692307692307693]",valid
0.738,"[0.6711111111111111, 0.6372222222222222, 0.8877777777777778, 0.5566666666666666, 0.9372222222222222]",3.0,5.0,0.2774033124799117,"[0.2562814070351754, 0.272017837235228, 0.10619469026548625, 0.6284916201117313, 0.1240310077519375]",0.8136734753433201,0.0001,vgg16,0.2929069286037199,"[0.2779291553133515, 0.28773584905660377, 0.13186813186813187, 0.6215469613259669, 0.14545454545454545]",0.2656561146982905,"[0.23776223776223776, 0.25792811839323465, 0.08888888888888889, 0.635593220338983, 0.10810810810810811]",train
0.7687657430730479,"[0.7216624685138538, 0.7052896725440806, 0.9181360201511335, 0.5365239294710328, 0.9622166246851386]",3.0,5.0,0.20147226793700432,"[0.20216606498194897, 0.17021276595744644, 0.05797101449275329, 0.577011494252873, 0.0]",0.7754770634965327,0.0001,vgg16,0.2714321715758662,"[0.27184466019417475, 0.3287671232876712, 0.14285714285714285, 0.6136919315403423, 0.0]",0.1713168518232866,"[0.16091954022988506, 0.11483253588516747, 0.03636363636363636, 0.544468546637744, 0.0]",valid
0.749,"[0.6955555555555556, 0.6466666666666666, 0.8916666666666667, 0.5727777777777778, 0.9383333333333334]",4.0,5.0,0.28370912984241775,"[0.29015544041450725, 0.2805429864253389, 0.09302325581395302, 0.6428239665582902, 0.11199999999999952]",0.7459751901113325,0.0001,vgg16,0.3049538307699323,"[0.32653061224489793, 0.30170316301703165, 0.125, 0.6342804766269478, 0.13725490196078433]",0.2686996262479116,"[0.26107226107226106, 0.26215644820295986, 0.07407407407407407, 0.6516007532956686, 0.0945945945945946]",train
0.7392947103274559,"[0.6523929471032746, 0.6788413098236776, 0.9030226700251889, 0.517632241813602, 0.9445843828715366]",4.0,5.0,0.2808079936211939,"[0.25405405405405357, 0.22492401215805427, 0.09411764705882307, 0.5642775881683726, 0.26666666666666616]",0.7274995138810115,0.0001,vgg16,0.3020116276175542,"[0.23979591836734693, 0.30833333333333335, 0.13333333333333333, 0.5933014354066986, 0.23529411764705882]",0.27310579404362745,"[0.27011494252873564, 0.17703349282296652, 0.07272727272727272, 0.5379609544468547, 0.3076923076923077]",valid
0.7471111111111111,"[0.69, 0.6616666666666666, 0.8927777777777778, 0.5483333333333333, 0.9427777777777778]",5.0,5.0,0.2994264294043429,"[0.28277634961439535, 0.2991944764096658, 0.12669683257918507, 0.6258628624022085, 0.1626016260162597]",0.7193520329064793,0.0001,vgg16,0.3244805222298517,"[0.3151862464183381, 0.3282828282828283, 0.16279069767441862, 0.6120612061206121, 0.20408163265306123]",0.2820783702297301,"[0.2564102564102564, 0.2748414376321353, 0.1037037037037037, 0.64030131826742, 0.13513513513513514]",train
0.7458438287153653,"[0.6775818639798489, 0.6221662468513854, 0.9005037783375315, 0.5692695214105793, 0.9596977329974811]",5.0,5.0,0.2796919951913107,"[0.27272727272727226, 0.305555555555555, 0.0705882352941172, 0.6384778012684984, 0.1111111111111107]",0.7201193442697045,0.0001,vgg16,0.29766149185599733,"[0.2696629213483146, 0.29596412556053814, 0.1, 0.622680412371134, 0.19999999999999996]",0.27564353760022453,"[0.27586206896551724, 0.3157894736842105, 0.05454545454545454, 0.6550976138828634, 0.07692307692307693]",valid
0.7539999999999999,"[0.6888888888888889, 0.6533333333333333, 0.8905555555555555, 0.6011111111111112, 0.9361111111111111]",6.0,5.0,0.2674353360564532,"[0.2689295039164486, 0.2744186046511623, 0.07511737089201831, 0.6691244239631331, 0.049586776859503655]",0.6655609632945723,0.0001,vgg16,0.2864352179514432,"[0.3056379821958457, 0.3049095607235142, 0.10256410256410256, 0.6552346570397112, 0.06382978723404255]",0.2545960635751728,"[0.2400932400932401, 0.24947145877378435, 0.05925925925925926, 0.6836158192090396, 0.04054054054054054]",train
0.7496221662468514,"[0.646095717884131, 0.6826196473551638, 0.9118387909319899, 0.5629722921914357, 0.9445843828715366]",6.0,5.0,0.23580360073135903,"[0.26631853785900733, 0.2222222222222218, 0.0, 0.6469989827060014, 0.043478260869564724]",0.6818516992922848,0.0001,vgg16,0.2432516038631402,"[0.24401913875598086, 0.3130434782608696, 0.0, 0.6091954022988506, 0.05]",0.23872371255988503,"[0.29310344827586204, 0.1722488038277512, 0.0, 0.6898047722342733, 0.038461538461538464]",valid
0.7531111111111112,"[0.6916666666666667, 0.6505555555555556, 0.8977777777777778, 0.5855555555555556, 0.94]",7.0,5.0,0.2851381906623837,"[0.283870967741935, 0.2573789846517114, 0.07070707070707027, 0.6574839302112023, 0.15624999999999953]",0.6566483790261878,0.0001,vgg16,0.30944725652801686,"[0.3179190751445087, 0.2914438502673797, 0.1111111111111111, 0.6415770609318996, 0.18518518518518517]",0.2696081682758861,"[0.2564102564102564, 0.23044397463002114, 0.05185185185185185, 0.6741996233521658, 0.13513513513513514]",train
0.7652392947103275,"[0.7292191435768262, 0.6435768261964736, 0.9143576826196473, 0.5780856423173804, 0.9609571788413098]",7.0,5.0,0.2355082555833104,"[0.1365461847389554, 0.31143552311435474, 0.0810810810810807, 0.6484784889821611, 0.0]",0.6480785231545286,0.0001,vgg16,0.2658883734329788,"[0.22666666666666666, 0.31683168316831684, 0.15789473684210525, 0.6280487804878049, 0.0]",0.22574973906522539,"[0.09770114942528736, 0.3062200956937799, 0.05454545454545454, 0.6702819956616052, 0.0]",valid
0.7597777777777779,"[0.6988888888888889, 0.6655555555555556, 0.8983333333333333, 0.5944444444444444, 0.9416666666666667]",8.0,5.0,0.2990714112159703,"[0.2773333333333328, 0.27817745803357263, 0.1159420289855068, 0.6639042357274396, 0.1599999999999995]",0.603612382337451,0.0001,vgg16,0.33152236528375434,"[0.32398753894080995, 0.32132963988919666, 0.16666666666666666, 0.6495495495495496, 0.19607843137254902]",0.27811982333858565,"[0.24242424242424243, 0.2452431289640592, 0.08888888888888889, 0.6789077212806026, 0.13513513513513514]",train
0.767758186397985,"[0.7556675062972292, 0.6448362720403022, 0.9055415617128464, 0.575566750629723, 0.9571788413098237]",8.0,5.0,0.24821092550327367,"[0.16379310344827547, 0.28426395939086246, 0.13793103448275817, 0.6550665301944724, 0.0]",0.633661337149968,0.0001,vgg16,0.2875887896717889,"[0.3275862068965517, 0.3027027027027027, 0.1875, 0.6201550387596899, 0.0]",0.23607441243000332,"[0.10919540229885058, 0.2679425837320574, 0.10909090909090909, 0.6941431670281996, 0.0]",valid
