acc,acc_labels,bce1_loss,bce2_loss,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,recall,recall_labels,train_mode
0.9797222222222222,"[0.98, 0.9794444444444445]",0.06591046818543368,0.34942593255804644,0.0,0.0,0.9596559877285025,"[0.9587155963302747, 0.9605963791267301]",0.4153364013880491,0.0001,Y_net,0.9623770548180756,"[0.9631336405529954, 0.9616204690831557]",0.9569561838142426,"[0.954337899543379, 0.9595744680851064]",train
0.7090680100755667,"[0.7103274559193955, 0.707808564231738]",1.2235897918635945,0.23196061649037608,0.0,0.0,0.33651963982774324,"[0.4072164948453604, 0.26582278481012617]",1.4555504069013416,0.0001,Y_net,0.37905312176612627,"[0.3542600896860987, 0.40384615384615385]",0.3384505431675243,"[0.47878787878787876, 0.19811320754716982]",valid
0.9827777777777778,"[0.9811111111111112, 0.9844444444444445]",0.05999192672724247,0.2624693983234465,1.0,0.0,0.9655152937940783,"[0.961009174311926, 0.9700214132762307]",0.22958624930017524,0.0001,Y_net,0.9708654457333545,"[0.9654377880184332, 0.9762931034482759]",0.9602253959001263,"[0.95662100456621, 0.9638297872340426]",train
0.732367758186398,"[0.7947103274559194, 0.6700251889168766]",1.1255040107640502,0.1807330385225374,1.0,0.0,0.36725655430711557,"[0.38951310861423166, 0.34499999999999953]",1.1569236896510393,0.0001,Y_net,0.43841259908218605,"[0.5098039215686274, 0.3670212765957447]",0.32031160663236136,"[0.3151515151515151, 0.32547169811320753]",valid
0.9836111111111111,"[0.9827777777777778, 0.9844444444444445]",0.05893386559896667,0.2095639595899869,2.0,0.0,0.9672380330797101,"[0.9643268124280777, 0.9701492537313426]",0.16057082507759332,0.0001,Y_net,0.972189997422016,"[0.9721577726218097, 0.9722222222222222]",0.9623530554745944,"[0.95662100456621, 0.9680851063829787]",train
0.7260705289672544,"[0.7544080604534005, 0.6977329974811083]",1.108529339739721,0.14861130445758253,2.0,0.0,0.39980166356605784,"[0.4213649851632043, 0.37823834196891143]",1.1589478348036233,0.0001,Y_net,0.41616546377973807,"[0.4127906976744186, 0.41954022988505746]",0.38732132647226986,"[0.4303030303030303, 0.3443396226415094]",valid
0.9836111111111111,"[0.985, 0.9822222222222222]",0.057033900845575164,0.1742399069221897,3.0,0.0,0.967477411477411,"[0.9691428571428565, 0.9658119658119653]",0.11960175557889872,0.0001,Y_net,0.970104398896102,"[0.9702517162471396, 0.9699570815450643]",0.9648693286699699,"[0.9680365296803652, 0.9617021276595744]",train
0.739294710327456,"[0.7783375314861462, 0.7002518891687658]",1.0608846002050423,0.1250748156786621,3.0,0.0,0.33165583726164644,"[0.3758865248226945, 0.28742514970059835]",0.9724157297948621,0.0001,Y_net,0.4232170379711363,"[0.452991452991453, 0.39344262295081966]",0.27381360777587194,"[0.3212121212121212, 0.22641509433962265]",valid
0.9888888888888889,"[0.9894444444444445, 0.9883333333333333]",0.052810754524123496,0.1493997301854607,4.0,0.0,0.9778389772630781,"[0.9781859931113658, 0.9774919614147904]",0.08595719228809079,0.0001,Y_net,0.9843574638740218,"[0.9838337182448037, 0.9848812095032398]",0.9714077528417371,"[0.9726027397260274, 0.9702127659574468]",train
0.7197732997481108,"[0.7455919395465995, 0.6939546599496221]",1.0680528568619359,0.10860680269089135,4.0,0.0,0.34723084886128314,"[0.3988095238095233, 0.295652173913043]",1.1394606333858561,0.0001,Y_net,0.38763575605680867,"[0.391812865497076, 0.38345864661654133]",0.3233133218982276,"[0.40606060606060607, 0.24056603773584906]",valid
0.9791666666666666,"[0.9883333333333333, 0.97]",0.05475962091087341,0.13130674266290884,5.0,0.0,0.9590709922988399,"[0.975834292289988, 0.9423076923076918]",0.10534575801963607,0.0001,Y_net,0.9650553160132639,"[0.9837587006960556, 0.9463519313304721]",0.9531672010103953,"[0.9680365296803652, 0.9382978723404255]",train
0.7172544080604535,"[0.7556675062972292, 0.6788413098236776]",1.0562232476951987,0.09667072557225292,5.0,0.0,0.42000678656260554,"[0.4457142857142852, 0.3942992874109259]",1.0340655443475306,0.0001,Y_net,0.40937540411224627,"[0.42162162162162165, 0.39712918660287083]",0.43211835334476845,"[0.4727272727272727, 0.3915094339622642]",valid
0.9808333333333333,"[0.9777777777777777, 0.9838888888888889]",0.05796272246721307,0.1175110474310165,6.0,0.0,0.9613838744326249,"[0.9539170506912438, 0.9688506981740059]",0.11191820793060793,0.0001,Y_net,0.9705493618523937,"[0.9627906976744186, 0.9783080260303688]",0.9523899737685806,"[0.9452054794520548, 0.9595744680851064]",train
0.756926952141058,"[0.8110831234256927, 0.7027707808564232]",1.02212003656217,0.08750004289874276,6.0,0.0,0.4042467948717944,"[0.42307692307692263, 0.3854166666666662]",0.8499767189411997,0.0001,Y_net,0.5045899632802937,"[0.5789473684210527, 0.43023255813953487]",0.3411949685534591,"[0.3333333333333333, 0.3490566037735849]",valid
0.9913888888888889,"[0.99, 0.9927777777777778]",0.055110570336581885,0.106703769190224,7.0,0.0,0.9827418659982567,"[0.9793577981651371, 0.9861259338313763]",0.0661983267041958,0.0001,Y_net,0.9865821648131519,"[0.9838709677419355, 0.9892933618843683]",0.9789322840765569,"[0.9748858447488584, 0.9829787234042553]",train
0.7663727959697733,"[0.8136020151133502, 0.7191435768261965]",1.0321118747281004,0.08044198414591967,7.0,0.0,0.21992190377956206,"[0.24489795918367316, 0.19494584837545093]",1.1330903122822444,0.0001,Y_net,0.5947890818858561,"[0.7741935483870968, 0.4153846153846154]",0.13640651801029158,"[0.14545454545454545, 0.12735849056603774]",valid
0.9975,"[0.9977777777777778, 0.9972222222222222]",0.05009856808524484,0.09798814260694026,8.0,0.0,0.9950435808327365,"[0.9954233409610979, 0.9946638207043752]",0.03826568005865233,0.0001,Y_net,0.9977825471976112,"[0.9977064220183486, 0.9978586723768736]",0.9923200233168172,"[0.9931506849315068, 0.9914893617021276]",train
0.7600755667506298,"[0.809823677581864, 0.7103274559193955]",1.0356659775985122,0.07485299910809831,8.0,0.0,0.3490766265765652,"[0.34061135371179, 0.35754189944134035]",1.0942399198154233,0.0001,Y_net,0.5238655821917808,"[0.609375, 0.4383561643835616]",0.2691252144082333,"[0.23636363636363636, 0.3018867924528302]",valid
0.9927777777777778,"[0.9966666666666667, 0.9888888888888889]",0.047902797252728405,0.09079664194296735,9.0,0.0,0.9858687043501212,"[0.9931506849315063, 0.9785867237687361]",0.05421399608927054,0.0001,Y_net,0.9890322390174775,"[0.9931506849315068, 0.9849137931034483]",0.9827455552317108,"[0.9931506849315068, 0.9723404255319149]",train
0.7267002518891688,"[0.77455919395466, 0.6788413098236776]",1.0347791466320155,0.07008752745792926,9.0,0.0,0.37865505727207355,"[0.39322033898305037, 0.36408977556109673]",1.0539959518344335,0.0001,Y_net,0.4161986161986162,"[0.4461538461538462, 0.3862433862433862]",0.3479273870783305,"[0.3515151515151515, 0.3443396226415094]",valid
0.9830555555555556,"[0.9811111111111112, 0.985]",0.04929915911369321,0.08488022956004686,10.0,0.0,0.9659762438699815,"[0.960829493087557, 0.9711229946524058]",0.0889788835024875,0.0001,Y_net,0.9730557639409853,"[0.9697674418604652, 0.9763440860215054]",0.9590061206645293,"[0.952054794520548, 0.9659574468085106]",train
0.7197732997481108,"[0.7657430730478589, 0.6738035264483627]",1.02911373839105,0.06668454560005517,10.0,0.0,0.421073132729574,"[0.4294478527607357, 0.41269841269841223]",1.0051143791690562,0.0001,Y_net,0.4160812606797038,"[0.43478260869565216, 0.39737991266375544]",0.4267438536306461,"[0.42424242424242425, 0.42924528301886794]",valid
0.9816666666666667,"[0.9805555555555555, 0.9827777777777778]",0.04939594007253247,0.07982006948020878,11.0,0.0,0.9632843701347047,"[0.9597238204833135, 0.9668449197860958]",0.07461883920348353,0.0001,Y_net,0.9697802060723998,"[0.9675174013921114, 0.9720430107526882]",0.9568784610900611,"[0.952054794520548, 0.9617021276595744]",train
0.6933249370277078,"[0.7594458438287154, 0.6272040302267002]",1.026889537021555,0.06323877103803426,11.0,0.0,0.4022888434653136,"[0.426426426426426, 0.37815126050420117]",1.0277585698607958,0.0001,Y_net,0.38176406926406925,"[0.4226190476190476, 0.3409090909090909]",0.4274156660949114,"[0.4303030303030303, 0.42452830188679247]",valid
0.9836111111111111,"[0.9833333333333333, 0.9838888888888889]",0.04925309503231934,0.07547784384238558,12.0,0.0,0.9673166611582382,"[0.9655172413793098, 0.9691160809371667]",0.07091009049003737,0.0001,Y_net,0.9711857379767828,"[0.9722222222222222, 0.9701492537313433]",0.9634946079860098,"[0.958904109589041, 0.9680851063829787]",train
0.7474811083123425,"[0.7720403022670025, 0.7229219143576826]",1.0285494901574643,0.06036653258161007,12.0,0.0,0.3541645057566638,"[0.4180064308681667, 0.29032258064516087]",1.0743685994156689,0.0001,Y_net,0.45219457646072125,"[0.4452054794520548, 0.45918367346938777]",0.3031017724413951,"[0.3939393939393939, 0.21226415094339623]",valid
0.9916666666666667,"[0.9944444444444445, 0.9888888888888889]",0.04753815233779755,0.07171776940134199,13.0,0.0,0.9836728347068879,"[0.9885321100917425, 0.9788135593220334]",0.048080698944007356,0.0001,Y_net,0.9838855509537421,"[0.9930875576036866, 0.9746835443037974]",0.9834984941222189,"[0.9840182648401826, 0.9829787234042553]",train
0.756926952141058,"[0.8047858942065491, 0.7090680100755667]",1.03072113792499,0.057850039541689546,13.0,0.0,0.3488997699250777,"[0.387351778656126, 0.3104477611940294]",1.0840881888127927,0.0001,Y_net,0.4897912047302291,"[0.5568181818181818, 0.42276422764227645]",0.2711263579188108,"[0.296969696969697, 0.24528301886792453]",valid
0.9886111111111111,"[0.9866666666666667, 0.9905555555555555]",0.04669295575709704,0.06840212117160532,14.0,0.0,0.9771036104048113,"[0.9723502304147459, 0.9818569903948767]",0.056843249755911526,0.0001,Y_net,0.9832030277376624,"[0.9813953488372092, 0.9850107066381156]",0.9710968619450111,"[0.9634703196347032, 0.9787234042553191]",train
