acc,acc_labels,bce1_loss,bce2_loss,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,recall,recall_labels,train_mode
0.9975555555555555,"[0.9966666666666667, 0.9972222222222222, 0.9983333333333333, 0.9972222222222222, 0.9983333333333333]",0.00820647818618454,0.532866953810056,0.0,0.0,0.9909624901503143,"[0.993135011441647, 0.9946865037194468, 0.9894736842105258, 0.9976514795678717, 0.97986577181208]",0.5410734315713247,0.0001,Y_net,0.9906909595698382,"[0.9954128440366973, 0.9936305732484076, 0.9929577464788732, 0.9981203007518797, 0.9733333333333334]",0.9912591663703523,"[0.9908675799086758, 0.9957446808510638, 0.986013986013986, 0.9971830985915493, 0.9864864864864865]",train
0.8120906801007555,"[0.72544080604534, 0.7065491183879093, 0.9345088161209067, 0.7342569269521411, 0.9596977329974811]",0.9516759559512138,0.47757310047745705,0.0,0.0,0.3789965307231321,"[0.44387755102040766, 0.27414330218068494, 0.133333333333333, 0.7709011943539626, 0.27272727272727226]",1.4292490571737289,0.0001,Y_net,0.4389387877195367,"[0.3832599118942731, 0.4036697247706422, 0.30769230769230765, 0.7667386609071274, 0.3333333333333333]",0.3651609362275358,"[0.5272727272727272, 0.20754716981132076, 0.0851063829787234, 0.7751091703056768, 0.23076923076923078]",valid
0.9967777777777778,"[0.9927777777777778, 0.9983333333333333, 0.9977777777777778, 0.9961111111111111, 0.9988888888888889]",0.010283105538433625,0.4800233388940493,1.0,0.0,0.9902018555951317,"[0.9851767388825536, 0.9968051118210857, 0.9860139860139855, 0.9967120713950205, 0.9863013698630132]",0.4395394563674927,0.0001,Y_net,0.9930233821367261,"[0.9840546697038725, 0.997867803837953, 0.986013986013986, 0.9971804511278195, 1.0]",0.9874554282312872,"[0.9863013698630136, 0.9957446808510638, 0.986013986013986, 0.996244131455399, 0.972972972972973]",train
0.8269521410579346,"[0.792191435768262, 0.6964735516372796, 0.9395465994962217, 0.743073047858942, 0.9634760705289672]",0.9402411308139562,0.42852487564086916,1.0,0.0,0.3788031443234533,"[0.3999999999999995, 0.3641160949868068, 0.03999999999999989, 0.7972166998011924, 0.29268292682926783]",1.3082829549908639,0.0001,Y_net,0.47565176216909244,"[0.5, 0.41317365269461076, 0.33333333333333326, 0.7317518248175182, 0.39999999999999997]",0.3572793418977674,"[0.3333333333333333, 0.32547169811320753, 0.02127659574468085, 0.8755458515283843, 0.23076923076923078]",valid
0.9965555555555555,"[0.9955555555555555, 0.9938888888888889, 0.9972222222222222, 0.9966666666666667, 0.9994444444444445]",0.010390562964042787,0.4379186243922622,2.0,0.0,0.9904231529641272,"[0.9908466819221963, 0.9883103081827836, 0.9825783972125429, 0.9971830985915487, 0.9931972789115642]",0.3643146723508835,0.0001,Y_net,0.9913460355620154,"[0.9931192660550459, 0.9872611464968153, 0.9791666666666666, 0.9971830985915493, 1.0]",0.9895259496211052,"[0.9885844748858448, 0.9893617021276596, 0.986013986013986, 0.9971830985915493, 0.9864864864864865]",train
0.8251889168765743,"[0.7821158690176322, 0.72544080604534, 0.9319899244332494, 0.7204030226700252, 0.9659949622166247]",0.9070535679658254,0.39217356766263645,2.0,0.0,0.38017061734631896,"[0.38869257950529984, 0.3511904761904757, 0.1562499999999996, 0.7344497607655497, 0.2702702702702699]",1.1601493865251542,0.0001,Y_net,0.5005481120603495,"[0.4661016949152542, 0.47580645161290325, 0.29411764705882354, 0.8121693121693122, 0.4545454545454545]",0.31612631360255555,"[0.3333333333333333, 0.2783018867924528, 0.10638297872340426, 0.6703056768558951, 0.19230769230769232]",valid
0.9967777777777778,"[0.9966666666666667, 0.9933333333333333, 0.9972222222222222, 0.9972222222222222, 0.9994444444444445]",0.010213474566181604,0.40244125955634646,3.0,0.0,0.9907324813579074,"[0.9931506849315063, 0.987206823027718, 0.9824561403508767, 0.9976514795678717, 0.9931972789115642]",0.3056913756661945,0.0001,Y_net,0.9933005435914743,"[0.9931506849315068, 0.9893162393162394, 0.9859154929577465, 0.9981203007518797, 1.0]",0.9881895264018491,"[0.9931506849315068, 0.9851063829787234, 0.9790209790209791, 0.9971830985915493, 0.9864864864864865]",train
0.8292191435768261,"[0.7909319899244333, 0.7418136020151134, 0.924433249370277, 0.7279596977329975, 0.9609571788413098]",0.8998490530997515,0.359697250276804,3.0,0.0,0.41329567907229253,"[0.4154929577464784, 0.361370716510903, 0.1891891891891887, 0.7599999999999995, 0.3404255319148931]",1.1405038043856621,0.0001,Y_net,0.4883751414782176,"[0.4957983193277311, 0.5321100917431193, 0.25925925925925924, 0.7737556561085973, 0.38095238095238093]",0.3669028063941806,"[0.3575757575757576, 0.27358490566037735, 0.14893617021276595, 0.7467248908296943, 0.3076923076923077]",valid
0.9975555555555555,"[0.9977777777777778, 0.9938888888888889, 0.9972222222222222, 0.9988888888888889, 1.0]",0.009673158390214667,0.3719762056072553,4.0,0.0,0.9930747920104966,"[0.9954233409610979, 0.9883103081827836, 0.9825783972125429, 0.9990619136960595, 0.9999999999999996]",0.2576278828912311,0.0001,Y_net,0.9924519641872565,"[0.9977064220183486, 0.9872611464968153, 0.9791666666666666, 0.9981255857544518, 1.0]",0.9937052746146305,"[0.9931506849315068, 0.9893617021276596, 0.986013986013986, 1.0, 1.0]",train
0.8314861460957179,"[0.8035264483627204, 0.7178841309823678, 0.9269521410579346, 0.7443324937027708, 0.964735516372796]",0.8955991668999195,0.3343301001191139,4.0,0.0,0.4152718990136064,"[0.45833333333333287, 0.37078651685393205, 0.194444444444444, 0.7896373056994813, 0.26315789473684165]",1.1114611193537711,0.0001,Y_net,0.48861293115889737,"[0.5365853658536586, 0.4583333333333333, 0.28, 0.7514792899408284, 0.41666666666666663]",0.37688846929901626,"[0.4, 0.3113207547169811, 0.14893617021276595, 0.8318777292576419, 0.19230769230769232]",valid
