acc,acc_labels,aux,aux_batch,aux_layer_index,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,std_loss,train_mode
0.6543611111111112,"[0.6577222222222222, 0.651]",1.0,10.0,9.0,1885.5169438146881,0.0,[56],1.0,0.0,0.20331747118121662,"[0.19642624233728917, 0.21020870002514408]",1885.539669444826,0.01,vgg16,0.24299941902961303,"[0.2290842713720718, 0.2569145666871543]",[0.1],0.174895074322355,"[0.17191780821917807, 0.1778723404255319]",0.022726670490942416,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5903666839003563,0.0,[56],1.0,0.0,0.0,"[0.0, 0.0]",0.5903666839003563,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7473611111111111,"[0.7564444444444445, 0.7382777777777778]",1.0,10.0,9.0,358099.54436639184,0.0,[56],2.0,0.0,0.001107549453230488,"[0.0013667425968109292, 0.0008483563096500467]",358099.54436644417,0.01,vgg16,0.21666666666666662,"[0.29999999999999993, 0.1333333333333333]",[0.1],0.0005552317108714661,"[0.0006849315068493151, 0.000425531914893617]",5.823087011839571e-08,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5520447194576263,0.0,[56],2.0,0.0,0.0,"[0.0, 0.0]",0.5520447194576263,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7476388888888889,"[0.7565, 0.7387777777777778]",1.0,10.0,9.0,527849.5784268148,0.0,[56],3.0,0.0,0.0002125850340136046,"[0.0, 0.0004251700680272092]",527849.5784268297,0.01,vgg16,0.12499999999999997,"[0.0, 0.24999999999999994]",[0.1],0.00010638297872340425,"[0.0, 0.0002127659574468085]",1.7814361607426357e-08,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5478487983345985,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.5478487983345985,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.74775,"[0.7566666666666667, 0.7388333333333333]",1.0,10.0,9.0,1539637.8690604542,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",1539637.86906046,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",6.207339695724068e-09,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5467917174100876,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.5467917174100876,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.564756307999293,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.564756307999293,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5473277866840363,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.5473277866840363,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
