batch_size,epoch,exp,loss,lr,metric,normalization,pretrained,train_mode,train_type
40.0,53.0,0.0,0.008624579433351756,0.0001,0.9974010769333201,1.0,1.0,train,ynet
40.0,53.0,0.0,0.13581225648522377,0.0001,0.8441912988046073,1.0,1.0,valid,ynet
40.0,54.0,0.0,0.007084904733113945,0.0001,0.9982420712998332,1.0,1.0,train,ynet
40.0,54.0,0.0,0.1356412547606009,0.0001,0.8413654871221341,1.0,1.0,valid,ynet
40.0,55.0,0.0,0.006777877130545676,0.0001,0.9981939297474267,1.0,1.0,train,ynet
40.0,55.0,0.0,0.13759730839067036,0.0001,0.8452813875409841,1.0,1.0,valid,ynet
40.0,56.0,0.0,0.007601813729231556,0.0001,0.9977197144877934,1.0,1.0,train,ynet
40.0,56.0,0.0,0.14493492438837333,0.0001,0.8341948435535074,1.0,1.0,valid,ynet
40.0,57.0,0.0,0.012558940626059969,0.0001,0.9943027535578113,1.0,1.0,train,ynet
40.0,57.0,0.0,0.14163016969407047,0.0001,0.8356970981483972,1.0,1.0,valid,ynet
40.0,58.0,0.0,0.007693743634192894,0.0001,0.9978944627250381,1.0,1.0,train,ynet
40.0,58.0,0.0,0.1338182284531218,0.0001,0.8385982577780037,1.0,1.0,valid,ynet
40.0,59.0,0.0,0.009406823219421009,0.0001,0.996697037884148,1.0,1.0,train,ynet
40.0,59.0,0.0,0.1277766595422118,0.0001,0.8545878906988004,1.0,1.0,valid,ynet
40.0,60.0,0.0,0.006880877322362115,0.0001,0.9982539223021442,1.0,1.0,train,ynet
40.0,60.0,0.0,0.13460547339033196,0.0001,0.8485745835660339,1.0,1.0,valid,ynet
40.0,61.0,0.0,0.005440035690087825,0.0001,0.9988317385025565,1.0,1.0,train,ynet
40.0,61.0,0.0,0.1357946009547622,0.0001,0.8477040962234033,1.0,1.0,valid,ynet
40.0,62.0,0.0,0.005887096823193133,0.0001,0.9986354181773895,1.0,1.0,train,ynet
40.0,62.0,0.0,0.15228699161498635,0.0001,0.8358620560679826,1.0,1.0,valid,ynet
40.0,63.0,0.0,0.007690149504691363,0.0001,0.9974450921453895,1.0,1.0,train,ynet
40.0,63.0,0.0,0.13648948252752977,0.0001,0.8478506589850094,1.0,1.0,valid,ynet
40.0,64.0,0.0,0.007298246595077216,0.0001,0.998183601912276,1.0,1.0,train,ynet
40.0,64.0,0.0,0.14421091166635355,0.0001,0.8389186499600533,1.0,1.0,valid,ynet
40.0,65.0,0.0,0.007939338379384328,0.0001,0.9975313162661217,1.0,1.0,train,ynet
40.0,65.0,0.0,0.14437645728941317,0.0001,0.8389192208740708,1.0,1.0,valid,ynet
40.0,66.0,0.0,0.00690941855777055,0.0001,0.9979829258877673,1.0,1.0,train,ynet
40.0,66.0,0.0,0.13864563619373022,0.0001,0.8486014479054249,1.0,1.0,valid,ynet
40.0,67.0,0.0,0.006412372622638941,0.0001,0.9983455827824745,1.0,1.0,train,ynet
40.0,67.0,0.0,0.13988056330493204,0.0001,0.846636662736818,1.0,1.0,valid,ynet
40.0,68.0,0.0,0.007507405616963903,0.0001,0.9977705506724879,1.0,1.0,train,ynet
40.0,68.0,0.0,0.13434826913807127,0.0001,0.8459488043597578,1.0,1.0,valid,ynet
40.0,69.0,0.0,0.007211863478490462,0.0001,0.9978411821612942,1.0,1.0,train,ynet
40.0,69.0,0.0,0.14367922561036217,0.0001,0.8424326061990811,1.0,1.0,valid,ynet
40.0,70.0,0.0,0.0070365394403537115,0.0001,0.997955374532367,1.0,1.0,train,ynet
40.0,70.0,0.0,0.138893726385302,0.0001,0.8475922994320848,1.0,1.0,valid,ynet
40.0,71.0,0.0,0.005621838710736483,0.0001,0.9987078413398741,1.0,1.0,train,ynet
40.0,71.0,0.0,0.14437972126459633,0.0001,0.8481281456333892,1.0,1.0,valid,ynet
40.0,72.0,0.0,0.00501021683945631,0.0001,0.9989964040832906,1.0,1.0,train,ynet
40.0,72.0,0.0,0.14330587356730742,0.0001,0.8410975907088004,1.0,1.0,valid,ynet
40.0,73.0,0.0,0.005102690605757137,0.0001,0.9989448297723835,1.0,1.0,train,ynet
40.0,73.0,0.0,0.14734937043653595,0.0001,0.8366160285629809,1.0,1.0,valid,ynet
40.0,74.0,0.0,0.006957958465286841,0.0001,0.9981187424989221,1.0,1.0,train,ynet
40.0,74.0,0.0,0.1454946454614401,0.0001,0.8381253976996427,1.0,1.0,valid,ynet
40.0,75.0,0.0,0.006707244846193741,0.0001,0.9982290717042275,1.0,1.0,train,ynet
40.0,75.0,0.0,0.14924143782506386,0.0001,0.8372514376793633,1.0,1.0,valid,ynet
40.0,76.0,0.0,0.006965440218492101,0.0001,0.9980479080933319,1.0,1.0,train,ynet
40.0,76.0,0.0,0.14670286575953165,0.0001,0.8395782896868852,1.0,1.0,valid,ynet
40.0,77.0,0.0,0.007742839366508027,0.0001,0.9974741782567988,1.0,1.0,train,ynet
40.0,77.0,0.0,0.15164209881590474,0.0001,0.8379312806171796,1.0,1.0,valid,ynet
40.0,78.0,0.0,0.0064291195914459726,0.0001,0.9982425711098323,1.0,1.0,train,ynet
40.0,78.0,0.0,0.14247769324315918,0.0001,0.8463321209873517,1.0,1.0,valid,ynet
40.0,79.0,0.0,0.005778272161105027,0.0001,0.9985785200551996,1.0,1.0,train,ynet
40.0,79.0,0.0,0.14470984800546258,0.0001,0.8440452775673667,1.0,1.0,valid,ynet
40.0,80.0,0.0,0.005392556072678417,0.0001,0.9986605501036037,1.0,1.0,train,ynet
40.0,80.0,0.0,0.150542877200577,0.0001,0.8450159649462569,1.0,1.0,valid,ynet
40.0,81.0,0.0,0.006016143143953135,0.0001,0.9985498058361444,1.0,1.0,train,ynet
40.0,81.0,0.0,0.15659822923717676,0.0001,0.8331234154902327,1.0,1.0,valid,ynet
40.0,82.0,0.0,0.006305546354191999,0.0001,0.9983264162817997,1.0,1.0,train,ynet
40.0,82.0,0.0,0.15280318770695617,0.0001,0.8398874106882763,1.0,1.0,valid,ynet
40.0,83.0,0.0,0.005546433471764128,0.0001,0.998706313304453,1.0,1.0,train,ynet
40.0,83.0,0.0,0.15302769198185867,0.0001,0.8390063647945634,1.0,1.0,valid,ynet
40.0,84.0,0.0,0.0062087492076680064,0.0001,0.9984268567127542,1.0,1.0,train,ynet
40.0,84.0,0.0,0.15103274570019157,0.0001,0.8410088018108164,1.0,1.0,valid,ynet
40.0,85.0,0.0,0.004816098806525891,0.0001,0.9988954512583922,1.0,1.0,train,ynet
40.0,85.0,0.0,0.14548197719785902,0.0001,0.8461496907440474,1.0,1.0,valid,ynet
40.0,86.0,0.0,0.004945784895448014,0.0001,0.9989055327920267,1.0,1.0,train,ynet
40.0,86.0,0.0,0.15331707260123006,0.0001,0.8390257792089763,1.0,1.0,valid,ynet
40.0,87.0,0.0,0.005149680498211334,0.0001,0.9989354068215854,1.0,1.0,train,ynet
40.0,87.0,0.0,0.15383450204023608,0.0001,0.8365167735296077,1.0,1.0,valid,ynet
40.0,88.0,0.0,0.005532214798498899,0.0001,0.9987830379952994,1.0,1.0,train,ynet
40.0,88.0,0.0,0.1477186111388383,0.0001,0.8455521140483859,1.0,1.0,valid,ynet
40.0,89.0,0.0,0.00496896875432382,0.0001,0.998987826374369,1.0,1.0,train,ynet
40.0,89.0,0.0,0.15591735944703775,0.0001,0.8350592958163617,1.0,1.0,valid,ynet
40.0,90.0,0.0,0.0064829209252881504,0.0001,0.9982750762980406,1.0,1.0,train,ynet
40.0,90.0,0.0,0.1487206497264129,0.0001,0.8415118120018413,1.0,1.0,valid,ynet
40.0,91.0,0.0,0.0065364389377646145,0.0001,0.998188867433331,1.0,1.0,train,ynet
40.0,91.0,0.0,0.15821489815910658,0.0001,0.8366750713880784,1.0,1.0,valid,ynet
40.0,92.0,0.0,0.00455379471850271,0.0001,0.9991520841288846,1.0,1.0,train,ynet
40.0,92.0,0.0,0.14771624178522164,0.0001,0.845279978987739,1.0,1.0,valid,ynet
40.0,93.0,0.0,0.004321124458219856,0.0001,0.9992066568904736,1.0,1.0,train,ynet
40.0,93.0,0.0,0.15292184717125362,0.0001,0.8376296755194763,1.0,1.0,valid,ynet
40.0,94.0,0.0,0.005285220760386437,0.0001,0.9987998285145082,1.0,1.0,train,ynet
40.0,94.0,0.0,0.14920900320565259,0.0001,0.8449185953367954,1.0,1.0,valid,ynet
40.0,95.0,0.0,0.004601112684623028,0.0001,0.9991776152160476,1.0,1.0,train,ynet
40.0,95.0,0.0,0.1537950254148907,0.0001,0.8428435706298156,1.0,1.0,valid,ynet
40.0,96.0,0.0,0.00455566638475284,0.0001,0.9989928296070476,1.0,1.0,train,ynet
40.0,96.0,0.0,0.15464701744969245,0.0001,0.8442698951736115,1.0,1.0,valid,ynet
40.0,97.0,0.0,0.005727257061594476,0.0001,0.9986034912489901,1.0,1.0,train,ynet
40.0,97.0,0.0,0.1516048360477995,0.0001,0.8413328024875234,1.0,1.0,valid,ynet
40.0,98.0,0.0,0.0052675452650679895,0.0001,0.9988780880218369,1.0,1.0,train,ynet
40.0,98.0,0.0,0.15266015670365757,0.0001,0.8386786349091159,1.0,1.0,valid,ynet
40.0,99.0,0.0,0.004715392018357913,0.0001,0.9989377953656318,1.0,1.0,train,ynet
40.0,99.0,0.0,0.15052617010143068,0.0001,0.8434065214697148,1.0,1.0,valid,ynet
