batch_size,epoch,exp,loss,lr,metric,normalization,pretrained,train_mode,train_type
40.0,49.0,0.0,0.004935400728834793,0.0001,0.9990324379673716,1.0,1.0,train,baseline
40.0,49.0,0.0,0.14194296659142883,0.0001,0.857117502450284,1.0,1.0,valid,baseline
40.0,50.0,0.0,0.004244661960013521,0.0001,0.9993446157216316,1.0,1.0,train,baseline
40.0,50.0,0.0,0.14309000196280303,0.0001,0.8611546739672498,1.0,1.0,valid,baseline
40.0,51.0,0.0,0.0045987411260915295,0.0001,0.9992004083663001,1.0,1.0,train,baseline
40.0,51.0,0.0,0.14312014742581933,0.0001,0.8463239569241785,1.0,1.0,valid,baseline
40.0,52.0,0.0,0.0045478903385034455,0.0001,0.9992325827179005,1.0,1.0,train,baseline
40.0,52.0,0.0,0.140242402691877,0.0001,0.8546061619519139,1.0,1.0,valid,baseline
40.0,53.0,0.0,0.004112147809394325,0.0001,0.9993132850524704,1.0,1.0,train,baseline
40.0,53.0,0.0,0.1435456676063714,0.0001,0.8564542987327666,1.0,1.0,valid,baseline
40.0,54.0,0.0,0.004787940975278616,0.0001,0.9991215379305445,1.0,1.0,train,baseline
40.0,54.0,0.0,0.14090098488937924,0.0001,0.8569045305399273,1.0,1.0,valid,baseline
40.0,55.0,0.0,0.0034936556972873707,0.0001,0.9995505252189374,1.0,1.0,train,baseline
40.0,55.0,0.0,0.14620602786265038,0.0001,0.8568009989923846,1.0,1.0,valid,baseline
40.0,56.0,0.0,0.003718150598307451,0.0001,0.9994598583592511,1.0,1.0,train,baseline
40.0,56.0,0.0,0.15227529420344918,0.0001,0.8454265295912606,1.0,1.0,valid,baseline
40.0,57.0,0.0,0.004366699316034404,0.0001,0.9992805763534602,1.0,1.0,train,baseline
40.0,57.0,0.0,0.1485958716797608,0.0001,0.8550328415574739,1.0,1.0,valid,baseline
40.0,58.0,0.0,0.004184940039684686,0.0001,0.9992790753505174,1.0,1.0,train,baseline
40.0,58.0,0.0,0.15427337993902188,0.0001,0.8540375991518365,1.0,1.0,valid,baseline
40.0,59.0,0.0,0.003734086239244789,0.0001,0.9994379258667134,1.0,1.0,train,baseline
40.0,59.0,0.0,0.14702269669484208,0.0001,0.8597848793232667,1.0,1.0,valid,baseline
40.0,60.0,0.0,0.004174258873409902,0.0001,0.9992557140030637,1.0,1.0,train,baseline
40.0,60.0,0.0,0.14360487205838715,0.0001,0.862021541962317,1.0,1.0,valid,baseline
40.0,61.0,0.0,0.003880644823424518,0.0001,0.9994533591310311,1.0,1.0,train,baseline
40.0,61.0,0.0,0.14854880077419458,0.0001,0.856753176409425,1.0,1.0,valid,baseline
40.0,62.0,0.0,0.0031450218332465738,0.0001,0.9995849518451037,1.0,1.0,train,baseline
40.0,62.0,0.0,0.15379928149006986,0.0001,0.8565346963129032,1.0,1.0,valid,baseline
40.0,63.0,0.0,0.0038646120785269886,0.0001,0.9994473160246394,1.0,1.0,train,baseline
40.0,63.0,0.0,0.14638608742367337,0.0001,0.8571129376080349,1.0,1.0,valid,baseline
40.0,64.0,0.0,0.004141731431164468,0.0001,0.9993210257854979,1.0,1.0,train,baseline
40.0,64.0,0.0,0.15135097200119937,0.0001,0.8560322200330608,1.0,1.0,valid,baseline
40.0,65.0,0.0,0.003504761081150112,0.0001,0.9994937700426256,1.0,1.0,train,baseline
40.0,65.0,0.0,0.1514338853734511,0.0001,0.8553974322204014,1.0,1.0,valid,baseline
40.0,66.0,0.0,0.003675923103117384,0.0001,0.9994254595129357,1.0,1.0,train,baseline
40.0,66.0,0.0,0.15245686954370252,0.0001,0.8553443479259167,1.0,1.0,valid,baseline
40.0,67.0,0.0,0.0038405992903281,0.0001,0.9993841125651509,1.0,1.0,train,baseline
40.0,67.0,0.0,0.14522006122084954,0.0001,0.8499279058109569,1.0,1.0,valid,baseline
40.0,68.0,0.0,0.0034410480457978945,0.0001,0.9995700356902698,1.0,1.0,train,baseline
40.0,68.0,0.0,0.15744063189184224,0.0001,0.8585557736067724,1.0,1.0,valid,baseline
40.0,69.0,0.0,0.0030008867389988156,0.0001,0.9996809734561516,1.0,1.0,train,baseline
40.0,69.0,0.0,0.1500965750741738,0.0001,0.8561564867303164,1.0,1.0,valid,baseline
40.0,70.0,0.0,0.003384106536512263,0.0001,0.999535899747809,1.0,1.0,train,baseline
40.0,70.0,0.0,0.14635504971913718,0.0001,0.8568108819847666,1.0,1.0,valid,baseline
40.0,71.0,0.0,0.0033170297876543675,0.0001,0.9995992500601195,1.0,1.0,train,baseline
40.0,71.0,0.0,0.14121755873094555,0.0001,0.8628454323582764,1.0,1.0,valid,baseline
40.0,72.0,0.0,0.0026792519117007033,0.0001,0.9997163730466787,1.0,1.0,train,baseline
40.0,72.0,0.0,0.1580941238337093,0.0001,0.8532451560461246,1.0,1.0,valid,baseline
40.0,73.0,0.0,0.003659532652469352,0.0001,0.9994961273984058,1.0,1.0,train,baseline
40.0,73.0,0.0,0.1540862781306108,0.0001,0.8553349172789784,1.0,1.0,valid,baseline
40.0,74.0,0.0,0.003729514009008805,0.0001,0.9994992651530157,1.0,1.0,train,baseline
40.0,74.0,0.0,0.1487836032691929,0.0001,0.8527923056389908,1.0,1.0,valid,baseline
40.0,75.0,0.0,0.003214674992797275,0.0001,0.9995867769992045,1.0,1.0,train,baseline
40.0,75.0,0.0,0.155371210710318,0.0001,0.8390090588857733,1.0,1.0,valid,baseline
40.0,76.0,0.0,0.0034199036601930857,0.0001,0.9994983789613696,1.0,1.0,train,baseline
40.0,76.0,0.0,0.1503668679959244,0.0001,0.8591784183923614,1.0,1.0,valid,baseline
40.0,77.0,0.0,0.0027134724333688306,0.0001,0.9997143157486809,1.0,1.0,train,baseline
40.0,77.0,0.0,0.15278439209968955,0.0001,0.8538534199297189,1.0,1.0,valid,baseline
40.0,78.0,0.0,0.003318089946367157,0.0001,0.9994957047479471,1.0,1.0,train,baseline
40.0,78.0,0.0,0.15436388290038816,0.0001,0.8506524791203028,1.0,1.0,valid,baseline
40.0,79.0,0.0,0.002634062272729352,0.0001,0.9997665996560764,1.0,1.0,train,baseline
40.0,79.0,0.0,0.16345727059093337,0.0001,0.8545473606718899,1.0,1.0,valid,baseline
40.0,80.0,0.0,0.002767607059290943,0.0001,0.9996604020992326,1.0,1.0,train,baseline
40.0,80.0,0.0,0.15360053804599577,0.0001,0.8459687138137879,1.0,1.0,valid,baseline
40.0,81.0,0.0,0.0028744967421516776,0.0001,0.9996270245278539,1.0,1.0,train,baseline
40.0,81.0,0.0,0.14857790791602046,0.0001,0.8614513313644432,1.0,1.0,valid,baseline
40.0,82.0,0.0,0.002771903611641998,0.0001,0.9996505429217737,1.0,1.0,train,baseline
40.0,82.0,0.0,0.14818722934082704,0.0001,0.8595400390567508,1.0,1.0,valid,baseline
40.0,83.0,0.0,0.0032986936444261423,0.0001,0.9995054042839677,1.0,1.0,train,baseline
40.0,83.0,0.0,0.15079143739960812,0.0001,0.8568015594098408,1.0,1.0,valid,baseline
40.0,84.0,0.0,0.002720126686734147,0.0001,0.9996874847586419,1.0,1.0,train,baseline
40.0,84.0,0.0,0.15725086876018732,0.0001,0.8580425470252211,1.0,1.0,valid,baseline
40.0,85.0,0.0,0.002999541295556507,0.0001,0.9996379330643795,1.0,1.0,train,baseline
40.0,85.0,0.0,0.15540844219072755,0.0001,0.8517660579611009,1.0,1.0,valid,baseline
40.0,86.0,0.0,0.0035748911172462008,0.0001,0.9994732223186535,1.0,1.0,train,baseline
40.0,86.0,0.0,0.15272485416520526,0.0001,0.855356282045709,1.0,1.0,valid,baseline
40.0,87.0,0.0,0.0028801992173539473,0.0001,0.9996810186889076,1.0,1.0,train,baseline
40.0,87.0,0.0,0.15540885895973555,0.0001,0.8482988687129407,1.0,1.0,valid,baseline
40.0,88.0,0.0,0.0033392783809298027,0.0001,0.9995167595213025,1.0,1.0,train,baseline
40.0,88.0,0.0,0.15703558404412535,0.0001,0.8540182180761247,1.0,1.0,valid,baseline
40.0,89.0,0.0,0.002816696359058066,0.0001,0.9996760427059547,1.0,1.0,train,baseline
40.0,89.0,0.0,0.1515587238267202,0.0001,0.8568603728270068,1.0,1.0,valid,baseline
40.0,90.0,0.0,0.002545109180675354,0.0001,0.9997438930389695,1.0,1.0,train,baseline
40.0,90.0,0.0,0.15893199232717356,0.0001,0.8602943083112666,1.0,1.0,valid,baseline
40.0,91.0,0.0,0.0017208711793937255,0.0001,0.9998438714700773,1.0,1.0,train,baseline
40.0,91.0,0.0,0.1623645408630923,0.0001,0.8518243193628041,1.0,1.0,valid,baseline
40.0,92.0,0.0,0.0029713251610519365,0.0001,0.9996714192378019,1.0,1.0,train,baseline
40.0,92.0,0.0,0.1647276852141928,0.0001,0.8497460053067857,1.0,1.0,valid,baseline
40.0,93.0,0.0,0.0027752898373097803,0.0001,0.9996971470685305,1.0,1.0,train,baseline
40.0,93.0,0.0,0.16091920277621183,0.0001,0.8535775835419381,1.0,1.0,valid,baseline
40.0,94.0,0.0,0.002172185578868569,0.0001,0.9998129658969548,1.0,1.0,train,baseline
40.0,94.0,0.0,0.16388251025367667,0.0001,0.8504170061758791,1.0,1.0,valid,baseline
40.0,95.0,0.0,0.0027154305424386014,0.0001,0.9997122046748402,1.0,1.0,train,baseline
40.0,95.0,0.0,0.16108811425941963,0.0001,0.8547210858286014,1.0,1.0,valid,baseline
40.0,96.0,0.0,0.002240824671908437,0.0001,0.999813712767625,1.0,1.0,train,baseline
40.0,96.0,0.0,0.1565414047282603,0.0001,0.8534736743328217,1.0,1.0,valid,baseline
40.0,97.0,0.0,0.0026256604355488285,0.0001,0.9996854004304843,1.0,1.0,train,baseline
40.0,97.0,0.0,0.16059589052262405,0.0001,0.854084699524985,1.0,1.0,valid,baseline
40.0,98.0,0.0,0.0028771805366074356,0.0001,0.9995502492965337,1.0,1.0,train,baseline
40.0,98.0,0.0,0.15572725332997464,0.0001,0.8499678162250421,1.0,1.0,valid,baseline
40.0,99.0,0.0,0.00274348027149487,0.0001,0.9997274365603336,1.0,1.0,train,baseline
40.0,99.0,0.0,0.15714074326334176,0.0001,0.8517605041939468,1.0,1.0,valid,baseline
40.0,100.0,0.0,0.0025905796592317833,0.0001,0.9997346669218261,1.0,1.0,train,baseline
40.0,100.0,0.0,0.15844390210178164,0.0001,0.8558570935369352,1.0,1.0,valid,baseline
40.0,101.0,0.0,0.0019046576596059215,0.0001,0.9998114496558211,1.0,1.0,train,baseline
40.0,101.0,0.0,0.15907982557460112,0.0001,0.8583703201556836,1.0,1.0,valid,baseline
40.0,102.0,0.0,0.00178056480869418,0.0001,0.9998554841588922,1.0,1.0,train,baseline
40.0,102.0,0.0,0.1627656683601715,0.0001,0.8564595754029913,1.0,1.0,valid,baseline
40.0,103.0,0.0,0.0024586807175267797,0.0001,0.9997511709679947,1.0,1.0,train,baseline
40.0,103.0,0.0,0.16350857002867591,0.0001,0.8533275426884257,1.0,1.0,valid,baseline
40.0,104.0,0.0,0.0028712612525948014,0.0001,0.9996522874516545,1.0,1.0,train,baseline
40.0,104.0,0.0,0.1613367475155327,0.0001,0.8513817046226749,1.0,1.0,valid,baseline
40.0,105.0,0.0,0.0021977416875694567,0.0001,0.9997870083182784,1.0,1.0,train,baseline
40.0,105.0,0.0,0.16274031763896346,0.0001,0.8533617050453193,1.0,1.0,valid,baseline
40.0,106.0,0.0,0.002404761354274039,0.0001,0.9997346152718184,1.0,1.0,train,baseline
40.0,106.0,0.0,0.16081449505873024,0.0001,0.8476345517611337,1.0,1.0,valid,baseline
40.0,107.0,0.0,0.0017143320814939215,0.0001,0.9998761085563751,1.0,1.0,train,baseline
40.0,107.0,0.0,0.16391446213755342,0.0001,0.8554425579003782,1.0,1.0,valid,baseline
40.0,108.0,0.0,0.0024112850292003713,0.0001,0.999729595244162,1.0,1.0,train,baseline
40.0,108.0,0.0,0.16194518821107018,0.0001,0.8539585890400551,1.0,1.0,valid,baseline
40.0,109.0,0.0,0.002793951427214779,0.0001,0.9996150119458221,1.0,1.0,train,baseline
40.0,109.0,0.0,0.15913445837105866,0.0001,0.8485247524380573,1.0,1.0,valid,baseline
40.0,110.0,0.0,0.0026865945770793284,0.0001,0.9997146101628083,1.0,1.0,train,baseline
40.0,110.0,0.0,0.15493157209345587,0.0001,0.8573731874143721,1.0,1.0,valid,baseline
40.0,111.0,0.0,0.00235101676020228,0.0001,0.9997929416418949,1.0,1.0,train,baseline
40.0,111.0,0.0,0.16456050363679728,0.0001,0.8524233652893325,1.0,1.0,valid,baseline
40.0,112.0,0.0,0.0021817637067482187,0.0001,0.9997925292378296,1.0,1.0,train,baseline
40.0,112.0,0.0,0.16253955399238126,0.0001,0.8473721102411793,1.0,1.0,valid,baseline
40.0,113.0,0.0,0.0021374081142809397,0.0001,0.9997801831896089,1.0,1.0,train,baseline
40.0,113.0,0.0,0.16194758922965438,0.0001,0.8558856758337743,1.0,1.0,valid,baseline
40.0,114.0,0.0,0.0021638649110876334,0.0001,0.99980854870715,1.0,1.0,train,baseline
40.0,114.0,0.0,0.16983198967796784,0.0001,0.8474567574534025,1.0,1.0,valid,baseline
40.0,115.0,0.0,0.002089181505890641,0.0001,0.9998007452019105,1.0,1.0,train,baseline
40.0,115.0,0.0,0.1648731487846278,0.0001,0.8530484414931422,1.0,1.0,valid,baseline
40.0,116.0,0.0,0.00162997066109286,0.0001,0.9999026502849689,1.0,1.0,train,baseline
40.0,116.0,0.0,0.1664066832767006,0.0001,0.8507256376845518,1.0,1.0,valid,baseline
40.0,117.0,0.0,0.001709571482904721,0.0001,0.9998835840347235,1.0,1.0,train,baseline
40.0,117.0,0.0,0.17342842094324254,0.0001,0.8480924596644864,1.0,1.0,valid,baseline
40.0,118.0,0.0,0.0018928375986433821,0.0001,0.9998351019102385,1.0,1.0,train,baseline
40.0,118.0,0.0,0.1722698797368341,0.0001,0.8515743715077948,1.0,1.0,valid,baseline
40.0,119.0,0.0,0.0025733730042314467,0.0001,0.9997331391392417,1.0,1.0,train,baseline
40.0,119.0,0.0,0.17182112098843963,0.0001,0.8466687426201462,1.0,1.0,valid,baseline
40.0,120.0,0.0,0.0025384143085878655,0.0001,0.9997169196531442,1.0,1.0,train,baseline
40.0,120.0,0.0,0.17061764539943802,0.0001,0.8461797380963996,1.0,1.0,valid,baseline
40.0,121.0,0.0,0.002171603834547568,0.0001,0.9997572508511134,1.0,1.0,train,baseline
40.0,121.0,0.0,0.16431488055321905,0.0001,0.8515663170766896,1.0,1.0,valid,baseline
40.0,122.0,0.0,0.0017014210086005429,0.0001,0.9998550168635235,1.0,1.0,train,baseline
40.0,122.0,0.0,0.16397493484395523,0.0001,0.8478768132323519,1.0,1.0,valid,baseline
40.0,123.0,0.0,0.002528256566564475,0.0001,0.9997105779659358,1.0,1.0,train,baseline
40.0,123.0,0.0,0.15866048378800904,0.0001,0.8473174294782513,1.0,1.0,valid,baseline
40.0,124.0,0.0,0.0022289408071665094,0.0001,0.9998239650176388,1.0,1.0,train,baseline
40.0,124.0,0.0,0.1748657563821999,0.0001,0.8364191226029604,1.0,1.0,valid,baseline
40.0,125.0,0.0,0.002157521100268544,0.0001,0.9997800719855785,1.0,1.0,train,baseline
40.0,125.0,0.0,0.1602096778375131,0.0001,0.8474604145566187,1.0,1.0,valid,baseline
40.0,126.0,0.0,0.0015526764943012191,0.0001,0.9999151731603808,1.0,1.0,train,baseline
40.0,126.0,0.0,0.18158212952591754,0.0001,0.8443674566145214,1.0,1.0,valid,baseline
40.0,127.0,0.0,0.0021781059247926652,0.0001,0.9997457042848232,1.0,1.0,train,baseline
40.0,127.0,0.0,0.16450435005956227,0.0001,0.8518440842314696,1.0,1.0,valid,baseline
40.0,128.0,0.0,0.0023017608765512703,0.0001,0.9997556660654017,1.0,1.0,train,baseline
40.0,128.0,0.0,0.1726687082813846,0.0001,0.8398352927929491,1.0,1.0,valid,baseline
40.0,129.0,0.0,0.0017097776027706763,0.0001,0.9998538307022198,1.0,1.0,train,baseline
40.0,129.0,0.0,0.17108679588677156,0.0001,0.8502037867257581,1.0,1.0,valid,baseline
40.0,130.0,0.0,0.0014755006472599538,0.0001,0.9999080613894797,1.0,1.0,train,baseline
40.0,130.0,0.0,0.18380308316813576,0.0001,0.8408008283355818,1.0,1.0,valid,baseline
40.0,131.0,0.0,0.0015891647279495374,0.0001,0.9999167956378725,1.0,1.0,train,baseline
40.0,131.0,0.0,0.17333338554534647,0.0001,0.8447845697110277,1.0,1.0,valid,baseline
40.0,132.0,0.0,0.002269343163672602,0.0001,0.9997739449151186,1.0,1.0,train,baseline
40.0,132.0,0.0,0.16785739396733265,0.0001,0.8442670590350879,1.0,1.0,valid,baseline
40.0,133.0,0.0,0.002039617968373932,0.0001,0.9997871852295449,1.0,1.0,train,baseline
40.0,133.0,0.0,0.1688362514531171,0.0001,0.8440701854104992,1.0,1.0,valid,baseline
40.0,134.0,0.0,0.0020350343598014055,0.0001,0.9997054699789234,1.0,1.0,train,baseline
40.0,134.0,0.0,0.16890834292603862,0.0001,0.850804034916911,1.0,1.0,valid,baseline
40.0,135.0,0.0,0.0023183777385468907,0.0001,0.9997706741385382,1.0,1.0,train,baseline
40.0,135.0,0.0,0.16340284111599127,0.0001,0.8475892427280791,1.0,1.0,valid,baseline
40.0,136.0,0.0,0.0018716139459672074,0.0001,0.9998556836191965,1.0,1.0,train,baseline
40.0,136.0,0.0,0.16404129513021973,0.0001,0.8501500566038208,1.0,1.0,valid,baseline
40.0,137.0,0.0,0.0019152486508343524,0.0001,0.9998505997712712,1.0,1.0,train,baseline
40.0,137.0,0.0,0.16761184304400725,0.0001,0.8466463841548022,1.0,1.0,valid,baseline
40.0,138.0,0.0,0.0018518613913329318,0.0001,0.9998298781175607,1.0,1.0,train,baseline
40.0,138.0,0.0,0.1646386038649965,0.0001,0.8510226245329946,1.0,1.0,valid,baseline
40.0,139.0,0.0,0.0015507269285541649,0.0001,0.9999216752567386,1.0,1.0,train,baseline
40.0,139.0,0.0,0.1762161475640756,0.0001,0.8517927362597177,1.0,1.0,valid,baseline
