acc,acc_labels,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,train_mode
0.7436111111111111,"[0.7516666666666667, 0.7355555555555555]",0.0,[56],1.0,0.0,0.02265321328222476,"[0.00886917960088686, 0.03643724696356266]",0.585323204431269,0.0001,vgg16,0.2644230769230769,"[0.15384615384615383, 0.375]",[0.1],0.011857573107937433,"[0.0045662100456621, 0.019148936170212766]",train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",0.0,[56],1.0,0.0,0.0,"[0.0, 0.0]",0.5508182719349861,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.7461111111111112,"[0.7538888888888889, 0.7383333333333333]",0.0,[56],2.0,0.0,0.0022471910112359396,"[0.004494382022471879, 0.0]",0.5654331763585408,0.0001,vgg16,0.07142857142857142,"[0.14285714285714285, 0.0]",[0.1],0.001141552511415525,"[0.00228310502283105, 0.0]",train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",0.0,[56],2.0,0.0,0.0,"[0.0, 0.0]",0.5560433119535446,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.7463888888888889,"[0.755, 0.7377777777777778]",0.0,[56],3.0,0.0,0.013110366641088469,"[0.01781737193763915, 0.00840336134453779]",0.5659503837426504,0.0001,vgg16,0.3484848484848484,"[0.3636363636363636, 0.33333333333333326]",[0.1],0.006693869620130185,"[0.0091324200913242, 0.00425531914893617]",train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.5485286712646484,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.7466666666666667,"[0.7544444444444445, 0.7388888888888889]",0.0,[56],4.0,0.0,0.004484304932735409,"[0.008968609865470817, 0.0]",0.5616361116369565,0.0001,vgg16,0.12499999999999997,"[0.24999999999999994, 0.0]",[0.1],0.00228310502283105,"[0.0045662100456621, 0.0]",train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.5424874499440193,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",0.0,[56],5.0,0.0,0.02183406113537114,"[0.04366812227074228, 0.0]",0.5548786915010876,0.0001,vgg16,0.25,"[0.5, 0.0]",[0.1],0.01141552511415525,"[0.0228310502283105, 0.0]",train
0.7562972292191436,"[0.7795969773299748, 0.7329974811083123]",0.0,[56],5.0,0.0,0.02185792349726767,"[0.04371584699453534, 0.0]",0.542139545083046,0.0001,vgg16,0.1111111111111111,"[0.2222222222222222, 0.0]",[0.1],0.012121212121212121,"[0.024242424242424242, 0.0]",valid
