acc,acc_labels,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,recall,recall_labels,train_mode
0.7885555555555556,"[0.7522222222222222, 0.7333333333333333, 0.9188888888888889, 0.5838888888888889, 0.9544444444444444]",1.0,0.0,0.14904470712175893,"[0.008888888888888835, 0.012345679012345614, 0.013513513513513448, 0.7104754541940467, 0.0]",0.46469141393899915,0.0001,vgg16,0.23159548839246602,"[0.16666666666666663, 0.1875, 0.19999999999999996, 0.6038107752956636, 0.0]",0.1761705987768278,"[0.0045662100456621, 0.006382978723404255, 0.006993006993006993, 0.8629107981220657, 0.0]",train
0.8098236775818639,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.6158690176322418, 0.9672544080604534]",1.0,0.0,0.14799658994032383,"[0.0, 0.0, 0.0, 0.7399829497016192, 0.0]",0.42506514862179756,0.0001,vgg16,0.1213986013986014,"[0.0, 0.0, 0.0, 0.606993006993007, 0.0]",0.18951965065502183,"[0.0, 0.0, 0.0, 0.9475982532751092, 0.0]",valid
0.7945555555555556,"[0.7566666666666667, 0.7394444444444445, 0.9205555555555556, 0.5972222222222222, 0.9588888888888889]",2.0,0.0,0.13953959596160964,"[0.0, 0.008456659619450304, 0.0, 0.689241320188598, 0.0]",0.4508239037460751,0.0001,vgg16,0.2601472134595163,"[0.0, 0.6666666666666665, 0.0, 0.6340694006309149, 0.0]",0.15183697932274498,"[0.0, 0.00425531914893617, 0.0, 0.7549295774647887, 0.0]",train
0.8055415617128464,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.5944584382871536, 0.9672544080604534]",2.0,0.0,0.1460636515912897,"[0.0, 0.0, 0.0, 0.7303182579564484, 0.0]",0.42259641364216805,0.0001,vgg16,0.11847826086956521,"[0.0, 0.0, 0.0, 0.592391304347826, 0.0]",0.1903930131004367,"[0.0, 0.0, 0.0, 0.9519650655021834, 0.0]",valid
0.8067777777777778,"[0.7494444444444445, 0.7383333333333333, 0.9205555555555556, 0.6666666666666666, 0.9588888888888889]",3.0,0.0,0.16137064898635708,"[0.030107526881720324, 0.04848484848484839, 0.0, 0.7282608695652167, 0.0]",0.43465870229734316,0.0001,vgg16,0.28853426655001463,"[0.25925925925925924, 0.48, 0.0, 0.7034120734908137, 0.0]",0.1592886455036446,"[0.01598173515981735, 0.02553191489361702, 0.0, 0.7549295774647887, 0.0]",train
0.8287153652392947,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.7103274559193955, 0.9672544080604534]",3.0,0.0,0.15700934579439246,"[0.0, 0.0, 0.0, 0.7850467289719623, 0.0]",0.40661023184657097,0.0001,vgg16,0.13725490196078433,"[0.0, 0.0, 0.0, 0.6862745098039216, 0.0]",0.18340611353711792,"[0.0, 0.0, 0.0, 0.9170305676855895, 0.0]",valid
0.8181111111111111,"[0.755, 0.7344444444444445, 0.9205555555555556, 0.7216666666666667, 0.9588888888888889]",4.0,0.0,0.16494485172866313,"[0.013422818791946269, 0.04399999999999989, 0.0, 0.7673014398513696, 0.0]",0.4168444527520074,0.0001,vgg16,0.2918382352941176,"[0.33333333333333326, 0.36666666666666664, 0.0, 0.7591911764705882, 0.0]",0.1611680849695472,"[0.00684931506849315, 0.023404255319148935, 0.0, 0.7755868544600939, 0.0]",train
0.8239294710327456,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.6863979848866498, 0.9672544080604534]",4.0,0.0,0.1375156838143035,"[0.0, 0.0, 0.0, 0.6875784190715176, 0.0]",0.40688155591487885,0.0001,vgg16,0.1616519174041298,"[0.0, 0.0, 0.0, 0.8082595870206489, 0.0]",0.11965065502183406,"[0.0, 0.0, 0.0, 0.5982532751091703, 0.0]",valid
0.8252222222222223,"[0.7561111111111111, 0.7383333333333333, 0.9205555555555556, 0.7516666666666667, 0.9594444444444444]",5.0,0.0,0.1968014292374377,"[0.03938730853391677, 0.12290502793296067, 0.0, 0.7950481430536445, 0.026666666666666634]",0.4070152074098587,0.0001,vgg16,0.5486206488778516,"[0.47368421052631576, 0.4925373134328358, 0.0, 0.7768817204301075, 0.9999999999999989]",0.18367174634373867,"[0.02054794520547945, 0.07021276595744681, 0.0, 0.8140845070422535, 0.013513513513513514]",train
0.8236775818639799,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.6851385390428212, 0.9672544080604534]",5.0,0.0,0.15519713261648735,"[0.0, 0.0, 0.0, 0.7759856630824368, 0.0]",0.40456192940473557,0.0001,vgg16,0.13161094224924014,"[0.0, 0.0, 0.0, 0.6580547112462006, 0.0]",0.18908296943231442,"[0.0, 0.0, 0.0, 0.9454148471615721, 0.0]",valid
0.8307777777777778,"[0.7661111111111111, 0.7405555555555555, 0.9205555555555556, 0.7672222222222222, 0.9594444444444444]",6.0,0.0,0.25515458551204817,"[0.17933723196881066, 0.12710280373831753, 0.0, 0.8084133516232276, 0.1609195402298848]",0.3831053402688768,0.0001,vgg16,0.49255011655011655,"[0.6133333333333333, 0.5230769230769231, 0.0, 0.7878787878787878, 0.5384615384615384]",0.22040095990670902,"[0.1050228310502283, 0.07234042553191489, 0.0, 0.8300469483568075, 0.0945945945945946]",train
0.8239294710327455,"[0.792191435768262, 0.7329974811083123, 0.9395465994962217, 0.6876574307304786, 0.9672544080604534]",6.0,0.0,0.1557142857142856,"[0.0, 0.0, 0.0, 0.778571428571428, 0.0]",0.42467374354600906,0.0001,vgg16,0.13172205438066464,"[0.0, 0.0, 0.0, 0.6586102719033232, 0.0]",0.1903930131004367,"[0.0, 0.0, 0.0, 0.9519650655021834, 0.0]",valid
0.8393333333333333,"[0.7866666666666666, 0.7355555555555555, 0.9205555555555556, 0.7922222222222223, 0.9616666666666667]",7.0,0.0,0.347193887329727,"[0.3642384105960261, 0.16491228070175412, 0.0, 0.8284403669724766, 0.37837837837837796]",0.35819015006224314,0.0001,vgg16,0.5020167281658449,"[0.6626506024096386, 0.47, 0.0, 0.809865470852018, 0.5675675675675675]",0.2965625320477723,"[0.2511415525114155, 0.1, 0.0, 0.847887323943662, 0.28378378378378377]",train
0.8246851385390428,"[0.801007556675063, 0.72544080604534, 0.9408060453400504, 0.6889168765743073, 0.9672544080604534]",7.0,0.0,0.23608839836308423,"[0.08139534883720922, 0.3229813664596269, 0.0, 0.7760652765185851, 0.0]",0.40878479927778244,0.0001,vgg16,0.4272586328400282,"[0.9999999999999999, 0.4727272727272727, 0.0, 0.6635658914728683, 0.0]",0.24444101557721068,"[0.04242424242424243, 0.24528301886792453, 0.0, 0.9344978165938864, 0.0]",valid
0.8535555555555556,"[0.8, 0.7627777777777778, 0.9211111111111111, 0.8155555555555556, 0.9683333333333334]",8.0,0.0,0.4317172121137352,"[0.4610778443113767, 0.3559577677224731, 0.027397260273972563, 0.8468634686346858, 0.46728971962616767]",0.334779897166623,0.0001,vgg16,0.707496443466332,"[0.6695652173913044, 0.6113989637305699, 0.6666666666666665, 0.8322756119673618, 0.7575757575757576]",0.3632915372225966,"[0.3515981735159817, 0.251063829787234, 0.013986013986013986, 0.8619718309859155, 0.33783783783783783]",train
0.8055415617128464,"[0.7380352644836272, 0.6826196473551638, 0.9382871536523929, 0.7128463476070529, 0.9559193954659949]",8.0,0.0,0.3301878016163727,"[0.4497354497354492, 0.35714285714285665, 0.0, 0.7414965986394554, 0.10256410256410213]",0.4230363927781582,0.0001,vgg16,0.34260449813864635,"[0.39906103286384975, 0.3888888888888889, 0.0, 0.7712264150943396, 0.15384615384615383]",0.3272474140893026,"[0.5151515151515151, 0.330188679245283, 0.0, 0.7139737991266376, 0.07692307692307693]",valid
