AP,epoch,exp,loss,lr,train_mode,train_type
0.9993499845670796,54.0,0.0,0.0038973161166068167,0.0001,train,baseline
0.862795190119804,54.0,0.0,0.15259322503374684,0.0001,valid,baseline
0.999462916271511,55.0,0.0,0.0038222072827629747,0.0001,train,baseline
0.8653808479673776,55.0,0.0,0.15330983491407502,0.0001,valid,baseline
0.9995258262193506,56.0,0.0,0.003384958716109395,0.0001,train,baseline
0.8527519142860589,56.0,0.0,0.15480371254185835,0.0001,valid,baseline
0.9993719504207268,57.0,0.0,0.0039956315709277984,0.0001,train,baseline
0.8581915895359387,57.0,0.0,0.14407864606214893,0.0001,valid,baseline
0.9994699991234228,58.0,0.0,0.0035770041003124788,0.0001,train,baseline
0.861110965146924,58.0,0.0,0.14307753120859465,0.0001,valid,baseline
0.9994485364735448,59.0,0.0,0.003658745092805475,0.0001,train,baseline
0.8567574795870194,59.0,0.0,0.1608290555369523,0.0001,valid,baseline
0.9994066898136478,60.0,0.0,0.0036293182141380383,0.0001,train,baseline
0.8525828395465016,60.0,0.0,0.15417272142238087,0.0001,valid,baseline
0.9995167219143765,61.0,0.0,0.0034827566087478772,0.0001,train,baseline
0.8555027647324274,61.0,0.0,0.14919278563724625,0.0001,valid,baseline
0.9995521793461728,62.0,0.0,0.0034243934089317916,0.0001,train,baseline
0.8663759116123686,62.0,0.0,0.14186266851094034,0.0001,valid,baseline
0.9996762760093447,63.0,0.0,0.0030120698544196783,0.0001,train,baseline
0.8598759707082024,63.0,0.0,0.14985291680528057,0.0001,valid,baseline
0.9996569081647756,64.0,0.0,0.0028811338729574343,0.0001,train,baseline
0.8645635823424678,64.0,0.0,0.14536301460531023,0.0001,valid,baseline
0.9997811410036979,65.0,0.0,0.00250290327105904,0.0001,train,baseline
0.8668634102678778,65.0,0.0,0.14920331185890567,0.0001,valid,baseline
0.9996572647230766,66.0,0.0,0.002767972630215809,0.0001,train,baseline
0.862511863721183,66.0,0.0,0.1523847593408492,0.0001,valid,baseline
0.9994760485559436,67.0,0.0,0.0036605800339602865,0.0001,train,baseline
0.8502784270068688,67.0,0.0,0.16237028191486994,0.0001,valid,baseline
0.999442407427632,68.0,0.0,0.003749523439328186,0.0001,train,baseline
0.855325203568984,68.0,0.0,0.1564694539540344,0.0001,valid,baseline
0.9996783269945849,69.0,0.0,0.0030020927897421645,0.0001,train,baseline
0.859847935229594,69.0,0.0,0.15561107442610794,0.0001,valid,baseline
0.9996139831547247,70.0,0.0,0.002867017284268513,0.0001,train,baseline
0.856009102578621,70.0,0.0,0.15841840600801838,0.0001,valid,baseline
0.9995638613796629,71.0,0.0,0.0031505275167291982,0.0001,train,baseline
0.8507974654396513,71.0,0.0,0.158189766936832,0.0001,valid,baseline
0.9995430117940565,72.0,0.0,0.0035369967596489004,0.0001,train,baseline
0.8528874917093032,72.0,0.0,0.15039776048312584,0.0001,valid,baseline
0.9997738111973429,73.0,0.0,0.0022922228577081116,0.0001,train,baseline
0.8542103864957782,73.0,0.0,0.16540563044448695,0.0001,valid,baseline
0.9996791566565889,74.0,0.0,0.002761876134783961,0.0001,train,baseline
0.8564990825832204,74.0,0.0,0.15918511069483227,0.0001,valid,baseline
0.9997912642216916,75.0,0.0,0.002183683803130407,0.0001,train,baseline
0.8532273217182369,75.0,0.0,0.17082863321734798,0.0001,valid,baseline
0.9996372428460011,76.0,0.0,0.0029521632922114805,0.0001,train,baseline
0.8670820803394595,76.0,0.0,0.14792188567419848,0.0001,valid,baseline
0.9998307983751105,77.0,0.0,0.002114517062262166,0.0001,train,baseline
0.8652171029668543,77.0,0.0,0.15537900291383266,0.0001,valid,baseline
0.999744801820479,78.0,0.0,0.002659529444470536,0.0001,train,baseline
0.8504292950991135,78.0,0.0,0.16171937166816658,0.0001,valid,baseline
0.9995548896428645,79.0,0.0,0.0034386336725438014,0.0001,train,baseline
0.8476557680213958,79.0,0.0,0.16415285360482004,0.0001,valid,baseline
0.9995250466293104,80.0,0.0,0.0033103306461125612,0.0001,train,baseline
0.8539656906836884,80.0,0.0,0.15927935226096046,0.0001,valid,baseline
0.9997475159873868,81.0,0.0,0.0026564024906838312,0.0001,train,baseline
0.8585982658754694,81.0,0.0,0.16242350741393036,0.0001,valid,baseline
0.9997345041710536,82.0,0.0,0.002385267043777276,0.0001,train,baseline
0.8563969918998197,82.0,0.0,0.1583546470436785,0.0001,valid,baseline
0.9996089186174839,83.0,0.0,0.0033035604857141153,0.0001,train,baseline
0.853897091795834,83.0,0.0,0.15595642166833082,0.0001,valid,baseline
0.9996916536926852,84.0,0.0,0.0025957831968553362,0.0001,train,baseline
0.851713759553293,84.0,0.0,0.16525740776624945,0.0001,valid,baseline
0.9997317322766244,85.0,0.0,0.002550313320243731,0.0001,train,baseline
0.8576046499585198,85.0,0.0,0.16149424430396822,0.0001,valid,baseline
0.9998310431516171,86.0,0.0,0.002055651654023677,0.0001,train,baseline
0.8554796162265929,86.0,0.0,0.16410523052844736,0.0001,valid,baseline
0.9995703753445817,87.0,0.0,0.003105699662468396,0.0001,train,baseline
0.8561135816131754,87.0,0.0,0.16340404397083652,0.0001,valid,baseline
0.9997566847903355,88.0,0.0,0.0021592818832723423,0.0001,train,baseline
0.8503146091445686,88.0,0.0,0.16557804536488321,0.0001,valid,baseline
0.9998495107724645,89.0,0.0,0.001964124167454429,0.0001,train,baseline
0.8523977204662578,89.0,0.0,0.1655492689460516,0.0001,valid,baseline
0.9997551132783776,90.0,0.0,0.002423268946236931,0.0001,train,baseline
0.8487839558985866,90.0,0.0,0.16973140214880308,0.0001,valid,baseline
0.9998078349836536,91.0,0.0,0.0021221474653284533,0.0001,train,baseline
0.8568620829092635,91.0,0.0,0.1618170224957996,0.0001,valid,baseline
0.9997330875205221,92.0,0.0,0.002371040719153825,0.0001,train,baseline
0.856827809086495,92.0,0.0,0.1640456903518902,0.0001,valid,baseline
0.9998082956593493,93.0,0.0,0.0021760861743241548,0.0001,train,baseline
0.8567627918021108,93.0,0.0,0.15783853870299128,0.0001,valid,baseline
0.9997649235669136,94.0,0.0,0.0023824036336445717,0.0001,train,baseline
0.8510972918223709,94.0,0.0,0.17410745927029186,0.0001,valid,baseline
0.9997849905025633,95.0,0.0,0.0023522877623909154,0.0001,train,baseline
0.8488922863173791,95.0,0.0,0.17256885725590917,0.0001,valid,baseline
0.9997248687464402,96.0,0.0,0.002488882853416726,0.0001,train,baseline
0.8641792185070146,96.0,0.0,0.15530331826044452,0.0001,valid,baseline
0.9996804013280177,97.0,0.0,0.002521853983227629,0.0001,train,baseline
0.8574441177118381,97.0,0.0,0.1572139999932713,0.0001,valid,baseline
0.999754816196371,98.0,0.0,0.0023768808106542564,0.0001,train,baseline
0.8484896199381589,98.0,0.0,0.16291028002483976,0.0001,valid,baseline
0.9997674162451546,99.0,0.0,0.002500352409319021,0.0001,train,baseline
0.8541108622948621,99.0,0.0,0.1691515553328726,0.0001,valid,baseline
0.9997650471448154,100.0,0.0,0.002265194937441265,0.0001,train,baseline
0.8540321381206897,100.0,0.0,0.15423428639769554,0.0001,valid,baseline
0.9998391881995361,101.0,0.0,0.0020810712524107658,0.0001,train,baseline
0.8579692381073714,101.0,0.0,0.1572553695489963,0.0001,valid,baseline
0.9998609060677606,102.0,0.0,0.0017956442802387754,0.0001,train,baseline
0.860513159133454,102.0,0.0,0.16640527670582136,0.0001,valid,baseline
0.9997385872024105,103.0,0.0,0.001959217436524341,0.0001,train,baseline
0.855111373491432,103.0,0.0,0.1694476262976726,0.0001,valid,baseline
0.9997626109924775,104.0,0.0,0.0022948869702522643,0.0001,train,baseline
0.8512234228377072,104.0,0.0,0.16388805872864193,0.0001,valid,baseline
0.9997387152126862,105.0,0.0,0.0022691084726830014,0.0001,train,baseline
0.8566579030604599,105.0,0.0,0.16542075760662556,0.0001,valid,baseline
0.9998372984155229,106.0,0.0,0.0021524273531103974,0.0001,train,baseline
0.8586276491551923,106.0,0.0,0.16046256013214588,0.0001,valid,baseline
0.9999060447624346,107.0,0.0,0.0016641750835697166,0.0001,train,baseline
0.8614523446566732,107.0,0.0,0.16501539986994532,0.0001,valid,baseline
0.9998180618325468,108.0,0.0,0.0018203833178558853,0.0001,train,baseline
0.8572031150625525,108.0,0.0,0.15933015404476059,0.0001,valid,baseline
0.9998757617042575,109.0,0.0,0.0017870561626914423,0.0001,train,baseline
0.8513903597626656,109.0,0.0,0.16530819568369123,0.0001,valid,baseline
0.9997076411402468,110.0,0.0,0.0025675399990868755,0.0001,train,baseline
0.85190230927332,110.0,0.0,0.16714916792180803,0.0001,valid,baseline
0.9996813097044279,111.0,0.0,0.00246237561077578,0.0001,train,baseline
0.8487616177723178,111.0,0.0,0.16491083883576924,0.0001,valid,baseline
0.9998235452869776,112.0,0.0,0.0020031039643508847,0.0001,train,baseline
0.854934252123924,112.0,0.0,0.16082257135874695,0.0001,valid,baseline
0.9998936462232612,113.0,0.0,0.0016057088424277026,0.0001,train,baseline
0.8599221944330997,113.0,0.0,0.16858289473586613,0.0001,valid,baseline
0.9997182673262429,114.0,0.0,0.002361893875291571,0.0001,train,baseline
0.8599960237292403,114.0,0.0,0.15621468238532543,0.0001,valid,baseline
0.9998845814348722,115.0,0.0,0.0017543405046162662,0.0001,train,baseline
0.8612087457981701,115.0,0.0,0.16719067034622034,0.0001,valid,baseline
0.9997845631972624,116.0,0.0,0.0021531143293250354,0.0001,train,baseline
0.8499412636685623,116.0,0.0,0.16196390158600277,0.0001,valid,baseline
0.999749419441846,117.0,0.0,0.0023948427261202597,0.0001,train,baseline
0.8565474844326268,117.0,0.0,0.16110226656827661,0.0001,valid,baseline
0.9999363632164071,118.0,0.0,0.001366526115933084,0.0001,train,baseline
0.8557323477929293,118.0,0.0,0.17704581593473753,0.0001,valid,baseline
0.9998436614649346,119.0,0.0,0.001581691503030015,0.0001,train,baseline
0.8515871595053024,119.0,0.0,0.1806337700949775,0.0001,valid,baseline
0.999719519899089,120.0,0.0,0.0023689788566553034,0.0001,train,baseline
0.8552620561871445,120.0,0.0,0.1729281981372171,0.0001,valid,baseline
0.999777889863949,121.0,0.0,0.00208352054504212,0.0001,train,baseline
0.8574883869061334,121.0,0.0,0.15816549439397123,0.0001,valid,baseline
0.9998481159671326,122.0,0.0,0.0018128964120696764,0.0001,train,baseline
0.8577653238218736,122.0,0.0,0.16223478793270057,0.0001,valid,baseline
0.9997701855226966,123.0,0.0,0.002200843425933272,0.0001,train,baseline
0.8528435038808644,123.0,0.0,0.1732491579734617,0.0001,valid,baseline
0.9998712501439693,124.0,0.0,0.0016168952650041318,0.0001,train,baseline
0.8553129977195225,124.0,0.0,0.17468526938723195,0.0001,valid,baseline
0.9999107439121673,125.0,0.0,0.0014814640424156095,0.0001,train,baseline
0.853731992209866,125.0,0.0,0.1713294279244211,0.0001,valid,baseline
0.9998328156590826,126.0,0.0,0.0017456092647917102,0.0001,train,baseline
0.8578144777363722,126.0,0.0,0.16868559478057754,0.0001,valid,baseline
0.9997590209067448,127.0,0.0,0.0025047012870782056,0.0001,train,baseline
0.8497929324383824,127.0,0.0,0.17278269057472548,0.0001,valid,baseline
0.9998314769832941,128.0,0.0,0.00167900389622082,0.0001,train,baseline
0.8505419018713498,128.0,0.0,0.1736543486929602,0.0001,valid,baseline
0.9998790588483636,129.0,0.0,0.001589366131243878,0.0001,train,baseline
0.8584044562652611,129.0,0.0,0.16032395677434075,0.0001,valid,baseline
0.9999085520084157,130.0,0.0,0.001414838445271016,0.0001,train,baseline
0.8496810349086839,130.0,0.0,0.17053132110999691,0.0001,valid,baseline
0.9999468281949248,131.0,0.0,0.0012983730925770942,0.0001,train,baseline
0.8512757039699762,131.0,0.0,0.1767111865596639,0.0001,valid,baseline
0.999862242869259,132.0,0.0,0.0015272118632710771,0.0001,train,baseline
0.8540076956573026,132.0,0.0,0.1706378586176369,0.0001,valid,baseline
0.9997848961095117,133.0,0.0,0.001997458834986901,0.0001,train,baseline
0.8489519299892403,133.0,0.0,0.1759594881700145,0.0001,valid,baseline
0.9997774524364349,134.0,0.0,0.002231731349253096,0.0001,train,baseline
0.8474774967682183,134.0,0.0,0.1744698097722398,0.0001,valid,baseline
0.9998759066589021,135.0,0.0,0.0017406596570363035,0.0001,train,baseline
0.8504401613452424,135.0,0.0,0.17395601525074905,0.0001,valid,baseline
0.9998911153657193,136.0,0.0,0.001333753798782709,0.0001,train,baseline
0.8528798235400303,136.0,0.0,0.17562877593768966,0.0001,valid,baseline
0.9998580469921088,137.0,0.0,0.0017452566919091623,0.0001,train,baseline
0.8555850948576319,137.0,0.0,0.17509660228259033,0.0001,valid,baseline
0.9998302005069077,138.0,0.0,0.0017670823966327589,0.0001,train,baseline
0.8557642618753898,138.0,0.0,0.16996656213369635,0.0001,valid,baseline
0.9999318993286362,139.0,0.0,0.0012442469856323443,0.0001,train,baseline
0.8532063808254131,139.0,0.0,0.18445315294795567,0.0001,valid,baseline
0.9999187958375282,140.0,0.0,0.0012669927838796866,0.0001,train,baseline
0.851463071966674,140.0,0.0,0.17254525216089356,0.0001,valid,baseline
0.9997465614219744,141.0,0.0,0.0019051592959149276,0.0001,train,baseline
0.8484277895709291,141.0,0.0,0.17620867221719688,0.0001,valid,baseline
0.9998592487079838,142.0,0.0,0.0018965560698852642,0.0001,train,baseline
0.8434499034463385,142.0,0.0,0.177903532774912,0.0001,valid,baseline
0.999742231344627,143.0,0.0,0.001935881961195264,0.0001,train,baseline
0.8520099861428885,143.0,0.0,0.17155080350736776,0.0001,valid,baseline
0.9999043127177922,144.0,0.0,0.0013689391501247883,0.0001,train,baseline
0.8558348618297353,144.0,0.0,0.1715759030646748,0.0001,valid,baseline
0.9997383179298616,145.0,0.0,0.002171719598787604,0.0001,train,baseline
0.8497572634678561,145.0,0.0,0.17278666152722305,0.0001,valid,baseline
0.9999433224433647,146.0,0.0,0.0012510655921068974,0.0001,train,baseline
0.8536282355621421,146.0,0.0,0.17958145692116684,0.0001,valid,baseline
0.9999494382719841,147.0,0.0,0.0010921983831794933,0.0001,train,baseline
0.8541002924956422,147.0,0.0,0.18230900830692714,0.0001,valid,baseline
0.999915763789423,148.0,0.0,0.00146608744286641,0.0001,train,baseline
0.8506658789711057,148.0,0.0,0.17469807610743576,0.0001,valid,baseline
0.9998705972114902,149.0,0.0,0.0017324297065497375,0.0001,train,baseline
0.8466402287569292,149.0,0.0,0.18961751295460594,0.0001,valid,baseline
0.999880325804533,150.0,0.0,0.0015526186302449788,0.0001,train,baseline
0.8582236647494583,150.0,0.0,0.16690633652938736,0.0001,valid,baseline
0.9998566422193469,151.0,0.0,0.0018100775466591585,0.0001,train,baseline
0.8503345500473811,151.0,0.0,0.16924882349040773,0.0001,valid,baseline
0.9998329825011882,152.0,0.0,0.0019019592873228248,0.0001,train,baseline
0.8548228239715825,152.0,0.0,0.16686787435577977,0.0001,valid,baseline
0.9998818727897921,153.0,0.0,0.0013978732680843676,0.0001,train,baseline
0.856652352210304,153.0,0.0,0.16790400528245503,0.0001,valid,baseline
0.9999403814322142,154.0,0.0,0.0010899507833528332,0.0001,train,baseline
0.8558942280225632,154.0,0.0,0.17906273218492666,0.0001,valid,baseline
0.9999046421883634,155.0,0.0,0.0013023569106298965,0.0001,train,baseline
0.8547286187984076,155.0,0.0,0.17044584618674385,0.0001,valid,baseline
0.9999191334635651,156.0,0.0,0.00140957162308041,0.0001,train,baseline
0.8588146347204983,156.0,0.0,0.1685101861755053,0.0001,valid,baseline
0.9997704628188642,157.0,0.0,0.0021810979388828854,0.0001,train,baseline
0.8512046780671323,157.0,0.0,0.17141889656583467,0.0001,valid,baseline
0.9998823470427948,158.0,0.0,0.0014110774135915563,0.0001,train,baseline
0.8512896049232055,158.0,0.0,0.17974544420010513,0.0001,valid,baseline
0.9998157293621308,159.0,0.0,0.001756817322806455,0.0001,train,baseline
0.8459420091986349,159.0,0.0,0.17366252694692877,0.0001,valid,baseline
0.9997917300553724,160.0,0.0,0.001870013423031196,0.0001,train,baseline
0.845883172761407,160.0,0.0,0.17255589759184253,0.0001,valid,baseline
0.9997933447546701,161.0,0.0,0.0018818301181017887,0.0001,train,baseline
0.8545831469247014,161.0,0.0,0.16618962378965485,0.0001,valid,baseline
0.9999268239382186,162.0,0.0,0.0012076130380155518,0.0001,train,baseline
0.857734995440218,162.0,0.0,0.17318355602522692,0.0001,valid,baseline
0.9999472623124729,163.0,0.0,0.0011061296820262215,0.0001,train,baseline
0.8500180463174,163.0,0.0,0.1785471902953254,0.0001,valid,baseline
0.9999064148933801,164.0,0.0,0.0014127274707134347,0.0001,train,baseline
0.8454308677351039,164.0,0.0,0.17780245447324383,0.0001,valid,baseline
0.9999053584619095,165.0,0.0,0.0016071413739700802,0.0001,train,baseline
0.8536971792633959,165.0,0.0,0.18045078735384676,0.0001,valid,baseline
0.9999458118337021,166.0,0.0,0.0010454360092116985,0.0001,train,baseline
0.8554263393318077,166.0,0.0,0.18403165663282076,0.0001,valid,baseline
0.9999668564781915,167.0,0.0,0.0008609617472829995,0.0001,train,baseline
0.8519123013281704,167.0,0.0,0.19013098254799843,0.0001,valid,baseline
0.9999534255231741,168.0,0.0,0.0009287000909316703,0.0001,train,baseline
0.8466354575640151,168.0,0.0,0.19584479307134947,0.0001,valid,baseline
0.9998264648379355,169.0,0.0,0.001594454855163349,0.0001,train,baseline
0.8446112147971372,169.0,0.0,0.18529118369850847,0.0001,valid,baseline
0.9998299992473033,170.0,0.0,0.0019481647423526737,0.0001,train,baseline
0.8546499898989699,170.0,0.0,0.16999342292547226,0.0001,valid,baseline
0.9999286233204073,171.0,0.0,0.0011081752496247645,0.0001,train,baseline
0.8585241124832556,171.0,0.0,0.1709778712441524,0.0001,valid,baseline
0.999979876046588,172.0,0.0,0.0008310272172966506,0.0001,train,baseline
0.8557345649593782,172.0,0.0,0.1785111226555374,0.0001,valid,baseline
0.9999018812757863,173.0,0.0,0.0012239000067493179,0.0001,train,baseline
0.8521210882793746,173.0,0.0,0.17726318300184277,0.0001,valid,baseline
0.9998386391703552,174.0,0.0,0.0016820274718629662,0.0001,train,baseline
0.8519703694991403,174.0,0.0,0.17387616282535923,0.0001,valid,baseline
0.9998584568839828,175.0,0.0,0.001590237034164602,0.0001,train,baseline
0.8468434170794373,175.0,0.0,0.1747266942014297,0.0001,valid,baseline
0.999840573515438,176.0,0.0,0.0016767453843931435,0.0001,train,baseline
0.8450084044089441,176.0,0.0,0.17580757124556434,0.0001,valid,baseline
0.9999194355527341,177.0,0.0,0.0013352988647675375,0.0001,train,baseline
0.8469933445806421,177.0,0.0,0.18589997208780712,0.0001,valid,baseline
0.9999404791030728,178.0,0.0,0.0011438642931607319,0.0001,train,baseline
0.8534394942431442,178.0,0.0,0.18410968511468834,0.0001,valid,baseline
0.9999108173261938,179.0,0.0,0.0012685320227246847,0.0001,train,baseline
0.8478961495623922,179.0,0.0,0.17640112712979317,0.0001,valid,baseline
0.9998510992843217,180.0,0.0,0.0015671678427024744,0.0001,train,baseline
0.8456518012038434,180.0,0.0,0.18135710122684637,0.0001,valid,baseline
0.9999167609881188,181.0,0.0,0.0013196989889183897,0.0001,train,baseline
0.8466712597071558,181.0,0.0,0.18482810093296898,0.0001,valid,baseline
0.9999090545051201,182.0,0.0,0.0013954082745476625,0.0001,train,baseline
0.8517908001439497,182.0,0.0,0.176603046970235,0.0001,valid,baseline
0.9999343023771365,183.0,0.0,0.0011571915937020093,0.0001,train,baseline
0.8525615828466788,183.0,0.0,0.1757449037912819,0.0001,valid,baseline
0.9999354935758072,184.0,0.0,0.0011535417279737886,0.0001,train,baseline
0.8488220244567296,184.0,0.0,0.18333912247584927,0.0001,valid,baseline
