AP,epoch,exp,loss,lr,train_mode,train_type
0.9998837660580626,185.0,0.0,0.0013669590207209695,0.0001,train,baseline
0.8527960563124461,185.0,0.0,0.17693360025684038,0.0001,valid,baseline
0.9998766591975663,186.0,0.0,0.001602363435260486,0.0001,train,baseline
0.8503722770397315,186.0,0.0,0.17382853809330198,0.0001,valid,baseline
0.9999252437529664,187.0,0.0,0.0012624740484170616,0.0001,train,baseline
0.8535500177970813,187.0,0.0,0.17801007028255197,0.0001,valid,baseline
0.9999300427528744,188.0,0.0,0.0011833321377635003,0.0001,train,baseline
0.8461319583295268,188.0,0.0,0.19064942912922966,0.0001,valid,baseline
0.9998684495467396,189.0,0.0,0.0015429503141131135,0.0001,train,baseline
0.8450408001538712,189.0,0.0,0.19437722033924526,0.0001,valid,baseline
0.9998531994107597,190.0,0.0,0.0016022472232580184,0.0001,train,baseline
0.8468478484720149,190.0,0.0,0.18380428188376957,0.0001,valid,baseline
0.999951443754318,191.0,0.0,0.0011337272491800832,0.0001,train,baseline
0.8458404532649088,191.0,0.0,0.1867972169485357,0.0001,valid,baseline
0.9998905444621154,192.0,0.0,0.0012261920012970222,0.0001,train,baseline
0.8440990693239284,192.0,0.0,0.19951856405370766,0.0001,valid,baseline
0.9999163658128752,193.0,0.0,0.0013489974564727164,0.0001,train,baseline
0.8444519455851434,193.0,0.0,0.18355266253153482,0.0001,valid,baseline
0.9999353564221044,194.0,0.0,0.001204076862311922,0.0001,train,baseline
0.8488044076382164,194.0,0.0,0.184928044055899,0.0001,valid,baseline
0.9999337668875002,195.0,0.0,0.0007960882151965052,0.0001,train,baseline
0.8503633627692944,195.0,0.0,0.1819183255235354,0.0001,valid,baseline
0.9999747651269866,196.0,0.0,0.0006759811482625083,0.0001,train,baseline
0.849153083369672,196.0,0.0,0.1878025285485718,0.0001,valid,baseline
0.9999790753481514,197.0,0.0,0.0007626820940786274,0.0001,train,baseline
0.8546592903971139,197.0,0.0,0.1842661148144139,0.0001,valid,baseline
0.9999613742461226,198.0,0.0,0.0009559646230627549,0.0001,train,baseline
0.8419435496161172,198.0,0.0,0.2044910949965318,0.0001,valid,baseline
0.999893069509334,199.0,0.0,0.0014675384960573866,0.0001,train,baseline
0.8337275075961568,199.0,0.0,0.19897495375739205,0.0001,valid,baseline
0.9998471305599861,200.0,0.0,0.0017441423231939553,0.0001,train,baseline
0.8527058020468796,200.0,0.0,0.18338324709071052,0.0001,valid,baseline
0.9998705961757068,201.0,0.0,0.0016176737061905442,0.0001,train,baseline
0.8471504752323238,201.0,0.0,0.1803772850996918,0.0001,valid,baseline
0.9999084217263506,202.0,0.0,0.001469627089027199,0.0001,train,baseline
0.848007741190183,202.0,0.0,0.17969616109298336,0.0001,valid,baseline
0.9999515637795102,203.0,0.0,0.0011316294820862822,0.0001,train,baseline
0.8442838358909215,203.0,0.0,0.18381372280418873,0.0001,valid,baseline
0.999955047668561,204.0,0.0,0.0009922647430503275,0.0001,train,baseline
0.8438490506729304,204.0,0.0,0.18926182865268654,0.0001,valid,baseline
0.9999576138686291,205.0,0.0,0.0008165543621216784,0.0001,train,baseline
0.8518070648722962,205.0,0.0,0.19059368326432174,0.0001,valid,baseline
0.9999588534438951,206.0,0.0,0.0009454163192058331,0.0001,train,baseline
0.8467852803158984,206.0,0.0,0.1936895220230023,0.0001,valid,baseline
0.9999285963682072,207.0,0.0,0.0008188070458782022,0.0001,train,baseline
0.8456436116893473,207.0,0.0,0.2010480190316836,0.0001,valid,baseline
0.9999035653645042,208.0,0.0,0.001260446067652083,0.0001,train,baseline
0.8449100872613885,208.0,0.0,0.1910846351335446,0.0001,valid,baseline
0.9998524927482653,209.0,0.0,0.0015448086477263133,0.0001,train,baseline
0.8485475074371884,209.0,0.0,0.18712305049929354,0.0001,valid,baseline
0.999883694206833,210.0,0.0,0.0013958089166990247,0.0001,train,baseline
0.8511525149513788,210.0,0.0,0.18266067364149624,0.0001,valid,baseline
0.9999441407170582,211.0,0.0,0.0010649883957012207,0.0001,train,baseline
0.8510281677775117,211.0,0.0,0.18178577100237212,0.0001,valid,baseline
0.9999696119297705,212.0,0.0,0.0008238212050891889,0.0001,train,baseline
0.8562017741671473,212.0,0.0,0.18202789024346405,0.0001,valid,baseline
0.9999725133885556,213.0,0.0,0.0007651998000728781,0.0001,train,baseline
0.8569015892090919,213.0,0.0,0.1880536422961288,0.0001,valid,baseline
0.9998978650626651,214.0,0.0,0.0009218664348190942,0.0001,train,baseline
0.8487487706042816,214.0,0.0,0.1877074148505926,0.0001,valid,baseline
0.9998946807784602,215.0,0.0,0.0015310647877922747,0.0001,train,baseline
0.8470786840966079,215.0,0.0,0.18670946380330455,0.0001,valid,baseline
0.9999014089393385,216.0,0.0,0.0014546370061070775,0.0001,train,baseline
0.8503548069791647,216.0,0.0,0.1818205705947346,0.0001,valid,baseline
0.9999465228580364,217.0,0.0,0.0007962546161725185,0.0001,train,baseline
0.8510921787843971,217.0,0.0,0.18471015058457851,0.0001,valid,baseline
0.999968898973912,218.0,0.0,0.0009724073029501596,0.0001,train,baseline
0.8476948803397364,218.0,0.0,0.1916094987342755,0.0001,valid,baseline
0.9999176130598615,219.0,0.0,0.001236970085374196,0.0001,train,baseline
0.8470042373452957,219.0,0.0,0.1915140189230442,0.0001,valid,baseline
0.9998907334549056,220.0,0.0,0.0016083660071017222,0.0001,train,baseline
0.8459167014029566,220.0,0.0,0.18570562224421236,0.0001,valid,baseline
0.999902229124934,221.0,0.0,0.0013654546940524597,0.0001,train,baseline
0.850961624263108,221.0,0.0,0.18626776420407826,0.0001,valid,baseline
0.999934360024888,222.0,0.0,0.0010764762316830456,0.0001,train,baseline
0.8502171876833853,222.0,0.0,0.18591078981343243,0.0001,valid,baseline
0.9999383210056091,223.0,0.0,0.0011154381508385995,0.0001,train,baseline
0.8446417216833306,223.0,0.0,0.19198000534541076,0.0001,valid,baseline
0.9999589542186373,224.0,0.0,0.000881049152376363,0.0001,train,baseline
0.8515819124549155,224.0,0.0,0.18588214036491182,0.0001,valid,baseline
0.9999273246400665,225.0,0.0,0.0010141974593279883,0.0001,train,baseline
0.8539363980653731,225.0,0.0,0.17946404529114565,0.0001,valid,baseline
0.9999815786996094,226.0,0.0,0.0007166111732403806,0.0001,train,baseline
0.8520681555260595,226.0,0.0,0.18240677937865257,0.0001,valid,baseline
0.9999554606872205,227.0,0.0,0.0010835452171886572,0.0001,train,baseline
0.8500492485980328,227.0,0.0,0.18543398359583485,0.0001,valid,baseline
0.9999032174578905,228.0,0.0,0.0013587675658272929,0.0001,train,baseline
0.8527122593272827,228.0,0.0,0.1763385029302703,0.0001,valid,baseline
0.9999501744990764,229.0,0.0,0.0008557516882865457,0.0001,train,baseline
0.8539143183792335,229.0,0.0,0.18496710331075722,0.0001,valid,baseline
0.9999262799587348,230.0,0.0,0.000983595504949335,0.0001,train,baseline
0.8458895325473985,230.0,0.0,0.1912314138478703,0.0001,valid,baseline
0.9999590738578785,231.0,0.0,0.0009700195610130322,0.0001,train,baseline
0.8487562908600599,231.0,0.0,0.18838433817856842,0.0001,valid,baseline
0.9999536275094472,232.0,0.0,0.0008560135476218421,0.0001,train,baseline
0.8515053278280351,232.0,0.0,0.19099057196742958,0.0001,valid,baseline
0.9999579692663787,233.0,0.0,0.0009853606241704256,0.0001,train,baseline
0.8425602438195631,233.0,0.0,0.1897931717750099,0.0001,valid,baseline
0.9999287804725534,234.0,0.0,0.0011065839036891703,0.0001,train,baseline
0.8433298087138887,234.0,0.0,0.19633215024239487,0.0001,valid,baseline
0.9999343997621414,235.0,0.0,0.0007861810310496367,0.0001,train,baseline
0.8517557522670024,235.0,0.0,0.1907181367278099,0.0001,valid,baseline
0.9999596071981149,236.0,0.0,0.0009593611807795241,0.0001,train,baseline
0.8467453856698608,236.0,0.0,0.19135236077838474,0.0001,valid,baseline
0.9999397407086298,237.0,0.0,0.0011524540412938223,0.0001,train,baseline
0.8514277131011643,237.0,0.0,0.18812239666779837,0.0001,valid,baseline
0.999931810342511,238.0,0.0,0.0010787454404926394,0.0001,train,baseline
0.8496093953731425,238.0,0.0,0.18262779857549402,0.0001,valid,baseline
0.9999249149075594,239.0,0.0,0.0014272337464644807,0.0001,train,baseline
0.8437738881853112,239.0,0.0,0.18580722415612805,0.0001,valid,baseline
0.9999158238935006,240.0,0.0,0.0013948869150917744,0.0001,train,baseline
0.8515496345724225,240.0,0.0,0.18291061578525436,0.0001,valid,baseline
0.9999908504808545,241.0,0.0,0.0005783729513932485,0.0001,train,baseline
0.8525049454165734,241.0,0.0,0.19568323613040978,0.0001,valid,baseline
0.9999231210254892,242.0,0.0,0.0011594131108213332,0.0001,train,baseline
0.84872369881075,242.0,0.0,0.18431303877797392,0.0001,valid,baseline
0.9999342134783398,243.0,0.0,0.0010022475150763058,0.0001,train,baseline
0.8514461846137498,243.0,0.0,0.18283654977050093,0.0001,valid,baseline
0.9999213239536561,244.0,0.0,0.0009798932819976471,0.0001,train,baseline
0.8464943027916889,244.0,0.0,0.1931415367871523,0.0001,valid,baseline
0.9999832337458755,245.0,0.0,0.000683145047245489,0.0001,train,baseline
0.8452878144558504,245.0,0.0,0.1966266981843445,0.0001,valid,baseline
0.9999692915861047,246.0,0.0,0.0007075705805036704,0.0001,train,baseline
0.8511807268067948,246.0,0.0,0.19583815356923473,0.0001,valid,baseline
0.9999799155146315,247.0,0.0,0.0006260132797106053,0.0001,train,baseline
0.8539453674635447,247.0,0.0,0.1915131031225125,0.0001,valid,baseline
0.9999603739144417,248.0,0.0,0.0009016780507590739,0.0001,train,baseline
0.8447404782263235,248.0,0.0,0.1985703921980328,0.0001,valid,baseline
0.9998941212130191,249.0,0.0,0.0011856976841227152,0.0001,train,baseline
0.8462041362600607,249.0,0.0,0.19475222999850908,0.0001,valid,baseline
0.9999208558208842,250.0,0.0,0.0011350349047570488,0.0001,train,baseline
0.8475313231221141,250.0,0.0,0.19314701358477274,0.0001,valid,baseline
0.9998642210235286,251.0,0.0,0.0011721396529319464,0.0001,train,baseline
0.8500947568756146,251.0,0.0,0.1895309541788366,0.0001,valid,baseline
0.9999788064776216,252.0,0.0,0.0006671782257108135,0.0001,train,baseline
0.8466002171247808,252.0,0.0,0.20412521002193293,0.0001,valid,baseline
0.9999550624167528,253.0,0.0,0.0008078802193776937,0.0001,train,baseline
0.8495041794520514,253.0,0.0,0.18702568900254038,0.0001,valid,baseline
0.9998813227568188,254.0,0.0,0.0010451497229732923,0.0001,train,baseline
0.8516350015327284,254.0,0.0,0.19068735361927086,0.0001,valid,baseline
0.9999536945113996,255.0,0.0,0.0009219550840134616,0.0001,train,baseline
0.8463654045504041,255.0,0.0,0.1978024293979009,0.0001,valid,baseline
0.9999602864258746,256.0,0.0,0.0009478240424650721,0.0001,train,baseline
0.8501316342213897,256.0,0.0,0.19302979111671448,0.0001,valid,baseline
0.9998133857044803,257.0,0.0,0.0013562520763007342,0.0001,train,baseline
0.837559483735659,257.0,0.0,0.20384674995309776,0.0001,valid,baseline
0.9998689694420894,258.0,0.0,0.0017791061876196181,0.0001,train,baseline
0.839870652853566,258.0,0.0,0.18737456285291249,0.0001,valid,baseline
0.9998722521840516,259.0,0.0,0.0015055860649445094,0.0001,train,baseline
0.845073993032989,259.0,0.0,0.19022654224601057,0.0001,valid,baseline
0.9999697546665861,260.0,0.0,0.0009517194632862812,0.0001,train,baseline
0.8507456535876228,260.0,0.0,0.18972567220528921,0.0001,valid,baseline
0.9999816737769469,261.0,0.0,0.0006462684085418004,0.0001,train,baseline
0.8509986055028076,261.0,0.0,0.1969178275515636,0.0001,valid,baseline
0.9999767106654021,262.0,0.0,0.0005381874032864289,0.0001,train,baseline
0.8568343374487059,262.0,0.0,0.18575242358363336,0.0001,valid,baseline
0.999975842116685,263.0,0.0,0.0006698118621316098,0.0001,train,baseline
0.8496982259784598,263.0,0.0,0.1973625353227059,0.0001,valid,baseline
0.9999916499845194,264.0,0.0,0.00047780766694631893,0.0001,train,baseline
0.8517653554016604,264.0,0.0,0.19447604504724345,0.0001,valid,baseline
0.9998016737859474,265.0,0.0,0.0014588874852634035,0.0001,train,baseline
0.8434378176197199,265.0,0.0,0.18856148463156489,0.0001,valid,baseline
0.9999659251047635,266.0,0.0,0.0009094134726401534,0.0001,train,baseline
0.846505102539689,266.0,0.0,0.20958168763253424,0.0001,valid,baseline
0.9999643101372847,267.0,0.0,0.0007810899987598531,0.0001,train,baseline
0.8536397623338665,267.0,0.0,0.18743889137274689,0.0001,valid,baseline
0.9999820305585345,268.0,0.0,0.0006646709922788432,0.0001,train,baseline
0.8518349300939418,268.0,0.0,0.1949503980576992,0.0001,valid,baseline
0.9999379785441443,269.0,0.0,0.0011287011710810475,0.0001,train,baseline
0.8422590307751604,269.0,0.0,0.19752861890527937,0.0001,valid,baseline
0.9999603602958727,270.0,0.0,0.0010571421126078348,0.0001,train,baseline
0.8459016197524741,270.0,0.0,0.18727400278051695,0.0001,valid,baseline
0.9999573442304754,271.0,0.0,0.0010190952665652731,0.0001,train,baseline
0.8412252172870567,271.0,0.0,0.19890684282614124,0.0001,valid,baseline
0.9999077816435036,272.0,0.0,0.0011724813577820897,0.0001,train,baseline
0.8504111775821879,272.0,0.0,0.18644046100477377,0.0001,valid,baseline
0.9999603464417746,273.0,0.0,0.001000915988232009,0.0001,train,baseline
0.8460405138152778,273.0,0.0,0.19558307466407618,0.0001,valid,baseline
0.9999630677667226,274.0,0.0,0.0008367778935207753,0.0001,train,baseline
0.8463796633155432,274.0,0.0,0.19330104585323069,0.0001,valid,baseline
0.9998920172741206,275.0,0.0,0.0008804376405969379,0.0001,train,baseline
0.8427307217251505,275.0,0.0,0.19235786319606835,0.0001,valid,baseline
0.9999724793117154,276.0,0.0,0.0007398671940427448,0.0001,train,baseline
0.8520093721109481,276.0,0.0,0.1950234528630972,0.0001,valid,baseline
0.9999699795283876,277.0,0.0,0.0008014438502723351,0.0001,train,baseline
0.852888360007233,277.0,0.0,0.18074789870944288,0.0001,valid,baseline
0.9999653389139782,278.0,0.0,0.000925806111554266,0.0001,train,baseline
0.846179450789962,278.0,0.0,0.19551322009000513,0.0001,valid,baseline
0.9999730986590765,279.0,0.0,0.0005893826314859325,0.0001,train,baseline
0.8508293243744666,279.0,0.0,0.1942269941791892,0.0001,valid,baseline
0.999988133951868,280.0,0.0,0.0005364534975306015,0.0001,train,baseline
0.8486941830393389,280.0,0.0,0.19914676269723308,0.0001,valid,baseline
0.9999787380821861,281.0,0.0,0.0006948612902197055,0.0001,train,baseline
0.8513383396100784,281.0,0.0,0.19484443217515945,0.0001,valid,baseline
0.9999809399848818,282.0,0.0,0.000728375767095713,0.0001,train,baseline
0.8494629307651896,282.0,0.0,0.20074009377923277,0.0001,valid,baseline
0.9999491104589713,283.0,0.0,0.001256206010330061,0.0001,train,baseline
0.848476830750905,283.0,0.0,0.1922052005926768,0.0001,valid,baseline
0.999970442317573,284.0,0.0,0.0009121322892024182,0.0001,train,baseline
0.857190032801706,284.0,0.0,0.18585540788869062,0.0001,valid,baseline
0.9999525707026633,285.0,0.0,0.0009859030006409738,0.0001,train,baseline
0.8567042095974331,285.0,0.0,0.18422370900710425,0.0001,valid,baseline
0.9999543557590546,286.0,0.0,0.0007929424249196017,0.0001,train,baseline
0.8497274246815418,286.0,0.0,0.1939637004915211,0.0001,valid,baseline
0.9999660102829468,287.0,0.0,0.0009364619874977506,0.0001,train,baseline
0.8482240146780149,287.0,0.0,0.18964298938711485,0.0001,valid,baseline
0.999878817443306,288.0,0.0,0.0014235474333327148,0.0001,train,baseline
0.840942368251628,288.0,0.0,0.18731106993638807,0.0001,valid,baseline
0.9999527292893033,289.0,0.0,0.0009933398485882207,0.0001,train,baseline
0.848062974913756,289.0,0.0,0.18052776985698277,0.0001,valid,baseline
0.9999926854963928,290.0,0.0,0.0005144678878241393,0.0001,train,baseline
0.854193123171444,290.0,0.0,0.18695762753486633,0.0001,valid,baseline
0.9999646484784923,291.0,0.0,0.0007808945019060047,0.0001,train,baseline
0.8455992012671829,291.0,0.0,0.19505809537238544,0.0001,valid,baseline
0.9999810854220701,292.0,0.0,0.0007251494118609116,0.0001,train,baseline
0.851619298491179,292.0,0.0,0.19089148980047968,0.0001,valid,baseline
0.9999637313763279,293.0,0.0,0.0008484180728846695,0.0001,train,baseline
0.8521394876132626,293.0,0.0,0.18696342760490048,0.0001,valid,baseline
0.9999907450779342,294.0,0.0,0.0005259610158027499,0.0001,train,baseline
0.8548717306234781,294.0,0.0,0.19236892358296448,0.0001,valid,baseline
0.9999949808776888,295.0,0.0,0.0003645715415732411,0.0001,train,baseline
0.8548869070300507,295.0,0.0,0.1919754927770959,0.0001,valid,baseline
0.9999772753327532,296.0,0.0,0.0005931273569876794,0.0001,train,baseline
0.8475154181397802,296.0,0.0,0.20462246673802534,0.0001,valid,baseline
0.9999627869974208,297.0,0.0,0.0010002582843662822,0.0001,train,baseline
0.8441607211490031,297.0,0.0,0.18802480171951982,0.0001,valid,baseline
0.9999347327862957,298.0,0.0,0.0010183294702219427,0.0001,train,baseline
0.8512605127756345,298.0,0.0,0.1853653329114119,0.0001,valid,baseline
0.9999235190235711,299.0,0.0,0.0011235044095010381,0.0001,train,baseline
0.8450305576341308,299.0,0.0,0.19602094093958536,0.0001,valid,baseline
