acc,acc_labels,bce1_loss,bce2_loss,epoch,exp,f1,f1_labels,loss,lr,prec,prec_labels,recall,recall_labels,train_mode,train_type
0.91875,"[0.927, 0.9105]",0.23249953707207494,0.47149133637769897,0.0,0.0,0.8334823353369342,"[0.8440170940170935, 0.8229475766567749]",0.7039908713369227,0.0001,0.860088686805024,"[0.8624454148471615, 0.8577319587628865]",0.8086171786754061,"[0.8263598326359832, 0.7908745247148289]",train,ynet
0.6986531986531986,"[0.7895622895622896, 0.6077441077441077]",0.8383809149265289,0.41754814982414246,0.0,0.0,0.3297189177808186,"[0.2236024844720493, 0.4358353510895879]",1.255929061770439,0.0001,0.42509727626459143,"[0.5, 0.35019455252918286]",0.36046153846153844,"[0.144, 0.5769230769230769]",valid,ynet
0.96175,"[0.9695, 0.954]",0.1698447929055833,0.4126775440440249,1.0,0.0,0.923612504026792,"[0.9358569926393264, 0.9113680154142576]",0.46105379755817244,0.0001,0.9323157538319239,"[0.9408033826638478, 0.923828125]",0.9151009434112349,"[0.9309623430962343, 0.8992395437262357]",train,ynet
0.739057239057239,"[0.803030303030303, 0.6750841750841751]",0.8340006306767463,0.37764949575066564,1.0,0.0,0.3669836884331327,"[0.33898305084745717, 0.3949843260188083]",1.1673711866140366,0.0001,0.4817130722038697,"[0.5769230769230769, 0.38650306748466257]",0.3219230769230769,"[0.24, 0.40384615384615385]",valid,ynet
0.976,"[0.979, 0.973]",0.13511871371362635,0.37858495338639214,2.0,0.0,0.9519391995334251,"[0.9556025369978852, 0.948275862068965]",0.37606632709503174,0.0001,0.9607052107052108,"[0.9658119658119658, 0.9555984555984556]",0.9433356666719697,"[0.9456066945606695, 0.94106463878327]",train,ynet
0.7474747474747474,"[0.7845117845117845, 0.7104377104377104]",0.8238816971580187,0.3479154283801715,2.0,0.0,0.3894764674775246,"[0.48387096774193494, 0.2950819672131143]",1.0920911252498626,0.0001,0.4484478935698448,"[0.4878048780487805, 0.4090909090909091]",0.3553846153846154,"[0.48, 0.23076923076923078]",valid,ynet
0.982,"[0.9875, 0.9765]",0.11482460561917344,0.3515788361207763,3.0,0.0,0.9646507915550252,"[0.9737670514165787, 0.9555345316934717]",0.3245027670219763,0.0001,0.963938943403707,"[0.9768421052631578, 0.9510357815442562]",0.965393671349253,"[0.9707112970711297, 0.9600760456273765]",train,ynet
0.7028619528619529,"[0.7996632996632996, 0.6060606060606061]",0.8583377841860056,0.323560862056911,3.0,0.0,0.4495192307692303,"[0.46153846153846106, 0.4374999999999995]",1.21220321059227,0.0001,0.440625,"[0.53125, 0.35]",0.4956666666666667,"[0.408, 0.5833333333333334]",valid,ynet
0.97675,"[0.9865, 0.967]",0.1053286623960333,0.3288331452590316,4.0,0.0,0.9544653864721765,"[0.9716684155299049, 0.9372623574144481]",0.30519526996719304,0.0001,0.9559995997598558,"[0.9747368421052631, 0.9372623574144486]",0.9529408021381867,"[0.9686192468619247, 0.9372623574144486]",train,ynet
0.7323232323232323,"[0.7542087542087542, 0.7104377104377104]",0.8599047213792801,0.30328754380345346,4.0,0.0,0.3883597883597879,"[0.4592592592592588, 0.31746031746031694]",1.088366749882698,0.0001,0.4221264367816092,"[0.42758620689655175, 0.4166666666666667]",0.3762051282051282,"[0.496, 0.2564102564102564]",valid,ynet
0.982,"[0.983, 0.981]",0.0971564316811661,0.3090704415568072,5.0,0.0,0.9639722724532845,"[0.9641350210970459, 0.9638095238095232]",0.2665522025147481,0.0001,0.9689946402468734,"[0.9723404255319149, 0.9656488549618321]",0.9590220659592408,"[0.9560669456066946, 0.9619771863117871]",train,ynet
0.771043771043771,"[0.8131313131313131, 0.7289562289562289]",0.87473667015632,0.2847733827928702,5.0,0.0,0.348181839495463,"[0.4248704663212431, 0.27149321266968285]",1.1410989969968797,0.0001,0.5322398190045249,"[0.6029411764705882, 0.46153846153846156]",0.2601538461538462,"[0.328, 0.19230769230769232]",valid,ynet
0.9785,"[0.9765, 0.9805]",0.0916151040231686,0.2916484963156775,6.0,0.0,0.9569061751049458,"[0.9509906152241914, 0.9628217349857002]",0.24548396334719302,0.0001,0.9568040610105619,"[0.9480249480249481, 0.9655831739961759]",0.957025470512433,"[0.9539748953974896, 0.9600760456273765]",train,ynet
