acc,acc_labels,bce1_loss,bce2_loss,epoch,exp,f1,f1_labels,loss,lr,prec,prec_labels,recall,recall_labels,train_mode,train_type
0.7453125,"[0.746875, 0.74375]",0.5498669566931548,0.0,0.0,0.0,0.1596381704675752,"[0.19161676646706552, 0.12765957446808487]",0.5498669566931548,0.0001,0.4793741109530583,"[0.43243243243243246, 0.5263157894736842]",0.09785807412926056,"[0.12307692307692308, 0.07263922518159806]",train,pretrain
0.7037500000000001,"[0.7325, 0.675]",0.5732564074652535,0.0,0.0,0.0,0.3262890955198643,"[0.36686390532544333, 0.28571428571428525]",0.5732564074652535,0.0001,0.3797638217928073,"[0.38271604938271603, 0.37681159420289856]",0.2911806114239743,"[0.3522727272727273, 0.23008849557522124]",valid,pretrain
0.826875,"[0.85625, 0.7975]",0.4711962949346613,0.0,1.0,0.0,0.5834145021645016,"[0.6577380952380947, 0.5090909090909086]",0.3925256331761678,0.0001,0.7319249432911247,"[0.7836879432624113, 0.680161943319838]",0.4867231638418079,"[0.5666666666666667, 0.4067796610169492]",train,pretrain
0.7250000000000001,"[0.7225, 0.7275]",0.5934001079627446,0.0,1.0,0.0,0.35445746306673415,"[0.43076923076923024, 0.27814569536423805]",0.6135438084602356,0.0001,0.47257747171667486,"[0.3925233644859813, 0.5526315789473685]",0.33155671761866456,"[0.4772727272727273, 0.18584070796460178]",valid,pretrain
0.8915625,"[0.898125, 0.885]",0.4028320191083131,0.0,2.0,0.0,0.7685215843346678,"[0.7823765020026695, 0.7546666666666662]",0.2661034674556167,0.0001,0.8279593000669516,"[0.8161559888579387, 0.8397626112759644]",0.7182560377475632,"[0.7512820512820513, 0.6852300242130751]",train,pretrain
0.76125,"[0.805, 0.7175]",0.6334184152739388,0.0,2.0,0.0,0.4091280451574564,"[0.5568181818181812, 0.2614379084967316]",0.7134550298963275,0.0001,0.5284090909090908,"[0.5568181818181818, 0.5]",0.3669046661303298,"[0.5568181818181818, 0.17699115044247787]",valid,pretrain
0.9465625,"[0.950625, 0.9425]",0.34011371602752694,0.0,3.0,0.0,0.8910094045930919,"[0.8967320261437902, 0.8852867830423934]",0.15195880678516846,0.0001,0.9136315338474721,"[0.9146666666666666, 0.9125964010282777]",0.8695256720680449,"[0.8794871794871795, 0.8595641646489104]",train,pretrain
0.76875,"[0.8325, 0.705]",0.6647823032523904,0.0,3.0,0.0,0.398964671691944,"[0.4462809917355368, 0.3516483516483512]",0.7588739671877452,0.0001,0.6409749670619236,"[0.8181818181818182, 0.463768115942029]",0.29500201126307324,"[0.3068181818181818, 0.2831858407079646]",valid,pretrain
0.9665625,"[0.975, 0.958125]",0.29321400788095264,0.0,4.0,0.0,0.9331175240696177,"[0.9488491048593344, 0.9173859432799009]",0.10561517529465535,0.0001,0.9405509691313712,"[0.9464285714285714, 0.9346733668341709]",0.9260042217669335,"[0.9512820512820512, 0.9007263922518159]",train,pretrain
0.735,"[0.77, 0.7]",0.682854944893292,0.0,4.0,0.0,0.4343434343434339,"[0.5353535353535349, 0.3333333333333329]",0.7551455114568982,0.0001,0.4647896879240163,"[0.4818181818181818, 0.44776119402985076]",0.43387972646822204,"[0.6022727272727273, 0.26548672566371684]",valid,pretrain
