acc,acc_labels,bce1_loss,bce2_loss,epoch,exp,f1,f1_labels,loss,lr,prec,prec_labels,recall,recall_labels,train_mode,train_type
0.72,"[0.736, 0.704]",0.5654020994456846,0.0,0.0,0.0,0.19876522037386346,"[0.26050420168067184, 0.13702623906705505]",0.5654020994456846,0.0001,0.34390889830508475,"[0.3940677966101695, 0.29375]",0.14195714081168367,"[0.19456066945606695, 0.08935361216730038]",train,baseline
0.7508417508417509,"[0.7693602693602694, 0.7323232323232324]",0.5233018770813942,0.0,0.0,0.0,0.29905336568942487,"[0.4219409282700417, 0.17616580310880797]",0.5233018770813942,0.0001,0.45294401544401547,"[0.44642857142857145, 0.4594594594594595]",0.25448717948717947,"[0.4, 0.10897435897435898]",valid,baseline
0.81,"[0.8425, 0.7775]",0.49203559489392523,0.0,1.0,0.0,0.5267745952677454,"[0.6077210460772099, 0.445828144458281]",0.4186690903421658,0.0001,0.6984893085254096,"[0.7507692307692307, 0.6462093862815884]",0.42538221677776544,"[0.5104602510460251, 0.3403041825095057]",train,baseline
0.7432659932659933,"[0.7727272727272727, 0.7138047138047138]",0.5339776895940304,0.0,1.0,0.0,0.3782691791845489,"[0.4206008583690983, 0.3359374999999995]",0.5446535021066665,0.0001,0.44185185185185183,"[0.4537037037037037, 0.43]",0.33382051282051284,"[0.392, 0.27564102564102566]",valid,baseline
0.891,"[0.9015, 0.8805]",0.41797335334678193,0.0,2.0,0.0,0.766828279053027,"[0.7743413516609388, 0.7593152064451151]",0.2698488702524954,0.0001,0.8314883582251376,"[0.8556962025316456, 0.8072805139186295]",0.7119215043670554,"[0.7071129707112971, 0.7167300380228137]",train,baseline
0.7702020202020202,"[0.8164983164983165, 0.7239057239057239]",0.5911719024181366,0.0,2.0,0.0,0.3393539339426467,"[0.40437158469945306, 0.2743362831858403]",0.705560328066349,0.0001,0.5403940886699508,"[0.6379310344827587, 0.44285714285714284]",0.24735897435897436,"[0.296, 0.1987179487179487]",valid,baseline
0.931,"[0.936, 0.926]",0.3610379742875473,0.0,3.0,0.0,0.858633776091081,"[0.862365591397849, 0.8549019607843131]",0.1902318371098433,0.0001,0.8848796173551646,"[0.8871681415929203, 0.8825910931174089]",0.8339047361471277,"[0.8389121338912134, 0.8288973384030418]",train,baseline
0.776936026936027,"[0.8215488215488216, 0.7323232323232324]",0.6185493148863316,0.0,3.0,0.0,0.43060039975399705,"[0.4479166666666662, 0.4132841328413279]",0.7006815522909164,0.0001,0.5643737832576249,"[0.6417910447761194, 0.48695652173913045]",0.35148717948717945,"[0.344, 0.358974358974359]",valid,baseline
0.9615,"[0.964, 0.959]",0.3122166555096854,0.0,4.0,0.0,0.9227532858043548,"[0.9240506329113919, 0.9214559386973176]",0.11693138039823789,0.0001,0.930243161094225,"[0.9319148936170213, 0.9285714285714286]",0.9153833304166601,"[0.9163179916317992, 0.9144486692015209]",train,baseline
0.7693602693602694,"[0.8013468013468014, 0.7373737373737373]",0.630873452425003,0.0,4.0,0.0,0.37908359859272867,"[0.3723404255319145, 0.38582677165354284]",0.6801700025796891,0.0001,0.5277777777777778,"[0.5555555555555556, 0.5]",0.29705128205128206,"[0.28, 0.3141025641025641]",valid,baseline
0.9715,"[0.972, 0.971]",0.2738334273141044,0.0,5.0,0.0,0.9428025580179378,"[0.9404255319148931, 0.9451795841209825]",0.08191728633619956,0.0001,0.9482797903850535,"[0.9567099567099567, 0.9398496240601504]",0.9376282673369712,"[0.9246861924686193, 0.9505703422053232]",train,baseline
0.7432659932659933,"[0.7744107744107744, 0.7121212121212122]",0.6533225225905578,0.0,5.0,0.0,0.4165628706998809,"[0.4416666666666662, 0.3914590747330956]",0.7655678734183311,0.0001,0.4504347826086956,"[0.4608695652173913, 0.44]",0.3882820512820513,"[0.424, 0.3525641025641026]",valid,baseline
0.971,"[0.972, 0.97]",0.24700148998578983,0.0,6.0,0.0,0.9419692068416764,"[0.9412997903563936, 0.9426386233269592]",0.0860098660159022,0.0001,0.9456771170006464,"[0.9432773109243697, 0.948076923076923]",0.9382964506737514,"[0.9393305439330544, 0.9372623574144486]",train,baseline
0.7676767676767677,"[0.8047138047138047, 0.7306397306397306]",0.6925578460097312,0.0,6.0,0.0,0.34864815491413914,"[0.3695652173913039, 0.32773109243697435]",0.9279697865247727,0.0001,0.5259404712691195,"[0.576271186440678, 0.47560975609756095]",0.261,"[0.272, 0.25]",valid,baseline
0.9804999999999999,"[0.983, 0.978]",0.2248944609717869,0.0,7.0,0.0,0.961147788720933,"[0.9643605870020958, 0.95793499043977]",0.07014525787376646,0.0001,0.9649240465416936,"[0.9663865546218487, 0.9634615384615385]",0.9574072895620217,"[0.9623430962343096, 0.9524714828897338]",train,baseline
0.7491582491582491,"[0.8080808080808081, 0.6902356902356902]",0.7106084810569883,0.0,7.0,0.0,0.4161900428961389,"[0.4183673469387751, 0.4140127388535027]",0.8369629263877869,0.0001,0.4944285968978428,"[0.5774647887323944, 0.41139240506329117]",0.37233333333333335,"[0.328, 0.4166666666666667]",valid,baseline
0.975,"[0.969, 0.981]",0.2082672447590142,0.0,8.0,0.0,0.9495462026618551,"[0.9348739495798314, 0.9642184557438789]",0.07524951505683251,0.0001,0.9470212229989294,"[0.9388185654008439, 0.9552238805970149]",0.9521731867572426,"[0.9309623430962343, 0.973384030418251]",train,baseline
0.7533670033670034,"[0.7676767676767676, 0.7390572390572391]",0.7187801228629218,0.0,8.0,0.0,0.3905631659056312,"[0.48888888888888843, 0.292237442922374]",0.7841532573103904,0.0001,0.4815544608648057,"[0.45517241379310347, 0.5079365079365079]",0.36656410256410255,"[0.528, 0.20512820512820512]",valid,baseline
0.986,"[0.9865, 0.9855]",0.19205635446332284,0.0,9.0,0.0,0.9719781150773157,"[0.9715489989462588, 0.9724072312083725]",0.046158341802100634,0.0001,0.9760509554140128,"[0.9787685774946921, 0.9733333333333334]",0.9679590180886775,"[0.9644351464435147, 0.9714828897338403]",train,baseline
0.7592592592592593,"[0.7946127946127947, 0.7239057239057239]",0.7359030671417713,0.0,9.0,0.0,0.3703703703703699,"[0.49999999999999944, 0.24074074074074034]",0.8900095656514168,0.0001,0.47296918767507,"[0.5126050420168067, 0.43333333333333335]",0.3273333333333333,"[0.488, 0.16666666666666666]",valid,baseline
0.9845,"[0.9905, 0.9785]",0.178765756872911,0.0,10.0,0.0,0.9694756537380342,"[0.9800210304942162, 0.9589302769818523]",0.0458597809687924,0.0001,0.9743662577658025,"[0.985200845665962, 0.963531669865643]",0.9646340105318422,"[0.9748953974895398, 0.9543726235741445]",train,baseline
0.75,"[0.8097643097643098, 0.6902356902356902]",0.7430446761575612,0.0,10.0,0.0,0.4438910528976237,"[0.4321608040201, 0.4556213017751474]",0.8144607663154602,0.0001,0.502079002079002,"[0.581081081081081, 0.4230769230769231]",0.4187948717948718,"[0.344, 0.4935897435897436]",valid,baseline
0.982,"[0.986, 0.978]",0.16811679771624097,0.0,11.0,0.0,0.9645309967384363,"[0.9706498951781966, 0.9584120982986761]",0.05097824699287094,0.0001,0.9628482972136223,"[0.9726890756302521, 0.9530075187969925]",0.9662487869290612,"[0.9686192468619247, 0.9638783269961977]",train,baseline
0.7592592592592593,"[0.8114478114478114, 0.7070707070707071]",0.7584218478451172,0.0,11.0,0.0,0.4082452431289635,"[0.49090909090909035, 0.3255813953488367]",0.9275707364082336,0.0001,0.49009287925696593,"[0.5684210526315789, 0.4117647058823529]",0.3506153846153846,"[0.432, 0.2692307692307692]",valid,baseline
0.98175,"[0.9835, 0.98]",0.15893150647368653,0.0,12.0,0.0,0.9636385436233559,"[0.96544502617801, 0.9618320610687019]",0.04870801156303331,0.0001,0.9659871322200535,"[0.9664570230607966, 0.9655172413793104]",0.9613050256932403,"[0.9644351464435147, 0.9581749049429658]",train,baseline
0.7533670033670034,"[0.7962962962962963, 0.7104377104377104]",0.7682555027879201,0.0,12.0,0.0,0.3664353190668975,"[0.379487179487179, 0.35338345864661597]",0.8862593621015549,0.0001,0.4779220779220779,"[0.5285714285714286, 0.42727272727272725]",0.2986410256410256,"[0.296, 0.30128205128205127]",valid,baseline
0.98125,"[0.984, 0.9785]",0.1515261931925702,0.0,13.0,0.0,0.9627678881261686,"[0.9665271966527191, 0.9590085795996182]",0.05525712053805812,0.0001,0.9641431394353465,"[0.9665271966527197, 0.9617590822179732]",0.9614004804556374,"[0.9665271966527197, 0.9562737642585551]",train,baseline
0.728956228956229,"[0.797979797979798, 0.6599326599326599]",0.7748946131340095,0.0,13.0,0.0,0.44078407224958893,"[0.48275862068965464, 0.3988095238095233]",0.8612030476331711,0.0001,0.4477933541017653,"[0.5233644859813084, 0.37222222222222223]",0.43874358974358973,"[0.448, 0.42948717948717946]",valid,baseline
0.98275,"[0.9825, 0.983]",0.14479131728586792,0.0,14.0,0.0,0.9656533399690328,"[0.963503649635036, 0.9678030303030297]",0.0505030545920356,0.0001,0.9623249519475935,"[0.9604989604989606, 0.9641509433962264]",0.96900504319328,"[0.9665271966527197, 0.9714828897338403]",train,baseline
0.7508417508417509,"[0.8198653198653199, 0.6818181818181818]",0.7940144370992979,0.0,14.0,0.0,0.36954344624447677,"[0.3885714285714282, 0.3505154639175253]",1.0616919726133347,0.0001,0.528888888888889,"[0.68, 0.37777777777777777]",0.29946153846153845,"[0.272, 0.3269230769230769]",valid,baseline
0.99075,"[0.993, 0.9885]",0.13769718623240548,0.0,15.0,0.0,0.9816940611350216,"[0.9853556485355643, 0.9780324737344788]",0.03128522043046889,0.0001,0.9840405881833294,"[0.9853556485355649, 0.982725527831094]",0.9793698394769079,"[0.9853556485355649, 0.973384030418251]",train,baseline
0.765993265993266,"[0.8265993265993266, 0.7053872053872053]",0.8089678389020264,0.0,15.0,0.0,0.3948136077413639,"[0.45502645502645456, 0.3346007604562733]",1.033268865942955,0.0001,0.541544976635514,"[0.671875, 0.411214953271028]",0.313025641025641,"[0.344, 0.28205128205128205]",valid,baseline
0.9875,"[0.9825, 0.9925]",0.13187024873232467,0.0,16.0,0.0,0.9744370292315492,"[0.9631190727081133, 0.9857549857549851]",0.03863924873103179,0.0001,0.97754787141896,"[0.970276008492569, 0.9848197343453511]",0.9713794804079101,"[0.9560669456066946, 0.9866920152091255]",train,baseline
0.7373737373737373,"[0.7575757575757576, 0.7171717171717171]",0.8163894457852139,0.0,16.0,0.0,0.4070090215128378,"[0.4503816793893124, 0.3636363636363632]",0.935135155916214,0.0001,0.4375506893755069,"[0.4306569343065693, 0.4444444444444444]",0.38984615384615384,"[0.472, 0.3076923076923077]",valid,baseline
0.98925,"[0.9885, 0.99]",0.1263861944165334,0.0,17.0,0.0,0.9785314852455189,"[0.9759665621734582, 0.9810964083175797]",0.0331572710480819,0.0001,0.9752558588538152,"[0.9749478079331941, 0.9755639097744361]",0.9818397314539351,"[0.9769874476987448, 0.9866920152091255]",train,baseline
0.7525252525252526,"[0.7929292929292929, 0.7121212121212122]",0.8239995189011097,0.0,17.0,0.0,0.4196859620342156,"[0.5099601593625492, 0.3294117647058819]",0.9533707618713378,0.0001,0.4660894660894661,"[0.5079365079365079, 0.42424242424242425]",0.3906153846153846,"[0.512, 0.2692307692307692]",valid,baseline
0.99,"[0.989, 0.991]",0.12137455341112796,0.0,18.0,0.0,0.9799702380952375,"[0.9770833333333329, 0.9828571428571423]",0.03116501531382995,0.0001,0.9788809350353171,"[0.9730290456431535, 0.9847328244274809]",0.9810800706365241,"[0.9811715481171548, 0.9809885931558935]",train,baseline
0.7003367003367004,"[0.7592592592592593, 0.6414141414141414]",0.8304239404044653,0.0,18.0,0.0,0.4274667094497027,"[0.47232472324723196, 0.3826086956521735]",0.9460635274648667,0.0001,0.3937812567949554,"[0.4383561643835616, 0.3492063492063492]",0.46753846153846157,"[0.512, 0.4230769230769231]",valid,baseline
0.9910000000000001,"[0.9905, 0.9915]",0.11680871512872903,0.0,19.0,0.0,0.981974607500385,"[0.9800629590765998, 0.9838862559241701]",0.030057787763149435,0.0001,0.9821271515272112,"[0.9831578947368421, 0.9810964083175804]",0.9818397314539351,"[0.9769874476987448, 0.9866920152091255]",train,baseline
0.7483164983164983,"[0.7962962962962963, 0.7003367003367004]",0.8363346568495035,0.0,19.0,0.0,0.39889371004603974,"[0.466960352422907, 0.33082706766917247]",0.9486382693052292,0.0001,0.4598039215686275,"[0.5196078431372549, 0.4]",0.35302564102564105,"[0.424, 0.28205128205128205]",valid,baseline
0.9902500000000001,"[0.9915, 0.989]",0.11272918877232219,0.0,20.0,0.0,0.9806630438022189,"[0.9821989528795807, 0.9791271347248571]",0.031138661644185214,0.0001,0.9802506194015628,"[0.9832285115303984, 0.9772727272727273]",0.9810800706365241,"[0.9811715481171548, 0.9809885931558935]",train,baseline
0.7567340067340067,"[0.8063973063973064, 0.7070707070707071]",0.8524766262798082,0.0,20.0,0.0,0.31151400988933325,"[0.2580645161290319, 0.3649635036496346]",1.1753160148859023,0.0001,0.5451977401129944,"[0.6666666666666666, 0.423728813559322]",0.24025641025641026,"[0.16, 0.32051282051282054]",valid,baseline
0.9882500000000001,"[0.9855, 0.991]",0.10916068927723575,0.0,21.0,0.0,0.9761814631215258,"[0.9695057833859091, 0.9828571428571423]",0.03422219988042072,0.0001,0.9796814227845649,"[0.9746300211416491, 0.9847328244274809]",0.9727118697997041,"[0.9644351464435147, 0.9809885931558935]",train,baseline
0.7634680134680134,"[0.803030303030303, 0.7239057239057239]",0.8595994060689752,0.0,21.0,0.0,0.3945566586785343,"[0.4347826086956517, 0.3543307086614168]",1.0091777816414833,0.0001,0.5039820806371329,"[0.5487804878048781, 0.45918367346938777]",0.3242307692307692,"[0.36, 0.28846153846153844]",valid,baseline
0.9924999999999999,"[0.992, 0.993]",0.10553714075327611,0.0,22.0,0.0,0.9850079030871552,"[0.983298538622129, 0.9867172675521816]",0.02581907322616386,0.0001,0.9830492424242424,"[0.98125, 0.9848484848484849]",0.9869744022145506,"[0.9853556485355649, 0.9885931558935361]",train,baseline
0.7491582491582491,"[0.7878787878787878, 0.7104377104377104]",0.8656747608729031,0.0,22.0,0.0,0.4377042483660126,"[0.43749999999999956, 0.43790849673202564]",0.9993325665593147,0.0001,0.4708080808080808,"[0.494949494949495, 0.44666666666666666]",0.4107435897435897,"[0.392, 0.42948717948717946]",valid,baseline
0.9895,"[0.989, 0.99]",0.10254590823842138,0.0,23.0,0.0,0.9789869445041853,"[0.9771309771309766, 0.980842911877394]",0.0337475603967627,0.0001,0.9797456842911388,"[0.9710743801652892, 0.9884169884169884]",0.9783238143723054,"[0.9832635983263598, 0.973384030418251]",train,baseline
0.7516835016835017,"[0.7777777777777778, 0.7255892255892256]",0.8691156229625145,0.0,23.0,0.0,0.4254856656431455,"[0.4803149606299208, 0.37065637065637025]",0.9482554510235787,0.0001,0.46944381726499584,"[0.4728682170542636, 0.46601941747572817]",0.39784615384615385,"[0.488, 0.3076923076923077]",valid,baseline
0.988,"[0.9855, 0.9905]",0.09998526071990604,0.0,24.0,0.0,0.9757971887809342,"[0.9695697796432314, 0.9820245979186372]",0.038529720275537735,0.0001,0.9750163544454356,"[0.9726315789473684, 0.9774011299435028]",0.9766096059309226,"[0.9665271966527197, 0.9866920152091255]",train,baseline
0.7053872053872055,"[0.7828282828282829, 0.6279461279461279]",0.876286252439022,0.0,24.0,0.0,0.37949647532729053,"[0.42666666666666614, 0.3323262839879149]",1.048381359875202,0.0001,0.39714285714285713,"[0.48, 0.3142857142857143]",0.36828205128205127,"[0.384, 0.3525641025641026]",valid,baseline
0.99175,"[0.9955, 0.988]",0.09720254066693207,0.0,25.0,0.0,0.9838888063029577,"[0.9906347554630588, 0.9771428571428566]",0.02763453934258267,0.0001,0.982257439982299,"[0.9855072463768116, 0.9790076335877863]",0.9855505353421258,"[0.99581589958159, 0.9752851711026616]",train,baseline
0.765993265993266,"[0.8148148148148148, 0.7171717171717171]",0.8890644608208766,0.0,25.0,0.0,0.36629001883239126,"[0.4444444444444439, 0.2881355932203386]",1.208519670367241,0.0001,0.5138698630136986,"[0.6027397260273972, 0.425]",0.28497435897435897,"[0.352, 0.21794871794871795]",valid,baseline
0.9922500000000001,"[0.992, 0.9925]",0.09446515752634033,0.0,26.0,0.0,0.9845052510258621,"[0.9832285115303978, 0.9857819905213263]",0.023293195870955154,0.0001,0.9841404425664406,"[0.9852941176470589, 0.9829867674858223]",0.9848823520053455,"[0.9811715481171548, 0.9885931558935361]",train,baseline
0.7272727272727273,"[0.7727272727272727, 0.6818181818181818]",0.894573436346319,0.0,26.0,0.0,0.4060258249641315,"[0.47058823529411714, 0.3414634146341458]",1.0378068000078202,0.0001,0.41779213153258954,"[0.46153846153846156, 0.37404580152671757]",0.39705128205128204,"[0.48, 0.3141025641025641]",valid,baseline
0.988,"[0.993, 0.983]",0.09220930882701045,0.0,27.0,0.0,0.9765946257986962,"[0.9853862212943627, 0.9678030303030297]",0.03130139394510371,0.0001,0.9737421383647799,"[0.9833333333333333, 0.9641509433962264]",0.9794652942393052,"[0.9874476987447699, 0.9714828897338403]",train,baseline
0.7702020202020202,"[0.8097643097643098, 0.7306397306397306]",0.9058905909636191,0.0,27.0,0.0,0.31678249678249637,"[0.35428571428571387, 0.27927927927927887]",1.211453765630722,0.0001,0.5448484848484849,"[0.62, 0.4696969696969697]",0.22335897435897434,"[0.248, 0.1987179487179487]",valid,baseline
0.9915,"[0.994, 0.989]",0.08989058460331341,0.0,28.0,0.0,0.9832276661662775,"[0.9874476987447693, 0.9790076335877858]",0.024966306339796466,0.0001,0.9851031597172125,"[0.9874476987447699, 0.9827586206896551]",0.9813664349237157,"[0.9874476987447699, 0.9752851711026616]",train,baseline
0.7525252525252526,"[0.8131313131313131, 0.6919191919191919]",0.9149277784187219,0.0,28.0,0.0,0.3473373871383817,"[0.44776119402985026, 0.24691358024691315]",1.1679690271615981,0.0001,0.46846642468239563,"[0.5921052631578947, 0.3448275862068966]",0.27615384615384614,"[0.36, 0.19230769230769232]",valid,baseline
0.99575,"[0.997, 0.9945]",0.08744202160383042,0.0,29.0,0.0,0.9916153718846764,"[0.993736951983298, 0.9894937917860548]",0.016433694618823592,0.0001,0.9929542546385157,"[0.9916666666666667, 0.9942418426103646]",0.9903033870531524,"[0.99581589958159, 0.9847908745247148]",train,baseline
0.7508417508417509,"[0.797979797979798, 0.7037037037037037]",0.9203288015723229,0.0,29.0,0.0,0.40560942278909307,"[0.5041322314049582, 0.30708661417322786]",1.0769584730267525,0.0001,0.4596633525204954,"[0.5213675213675214, 0.3979591836734694]",0.369,"[0.488, 0.25]",valid,baseline
