mask_use,freeze_mode,lr,exp,train_mode,epoch,loss,prec,recall,acc,f1
False,False,0.0001,0,train,0,0.5637009143829346,0.7277509864094696,0.6306990881458967,0.6527898866608544,0.6757581925503766
False,False,0.0001,0,valid,0,0.5992534160614014,0.7516556291390728,0.6467236467236467,0.6683333333333333,0.6952526799387442
False,False,0.0001,0,train,1,0.687228798866272,0.7317487266553481,0.6550151975683891,0.6643417611159547,0.6912590216519646
False,False,0.0001,0,valid,1,0.5722802877426147,0.7353846153846154,0.6809116809116809,0.67,0.7071005917159763
False,False,0.0001,0,train,2,0.6296393871307373,0.7212666145426114,0.7009878419452887,0.6730601569311246,0.7109826589595376
False,False,0.0001,0,valid,2,0.5952443480491638,0.7492163009404389,0.6809116809116809,0.68,0.7134328358208956
False,False,0.0001,0,train,3,0.6050971150398254,0.7223529411764706,0.6998480243161094,0.6734960767218832,0.7109224237746044
False,False,0.0001,0,valid,3,0.5953754186630249,0.7264957264957265,0.7264957264957265,0.68,0.7264957264957265
False,False,0.0001,0,train,4,0.6110600233078003,0.7267508610792193,0.7215045592705167,0.684612031386225,0.7241182078169686
False,False,0.0001,0,valid,4,0.5736525058746338,0.7413793103448276,0.7350427350427351,0.695,0.7381974248927039
False,False,0.0001,0,train,5,0.6212630867958069,0.7253074916138651,0.7393617021276596,0.689843068875327,0.7322671683913453
False,False,0.0001,0,valid,5,0.611005961894989,0.7157622739018088,0.7891737891737892,0.6933333333333334,0.7506775067750678
False,False,0.0001,0,train,6,0.5801321268081665,0.720185119259523,0.7686170212765957,0.6959459459459459,0.7436133063775041
False,False,0.0001,0,valid,6,0.6036143898963928,0.7386363636363636,0.7407407407407407,0.695,0.7396870554765292
False,False,0.0001,0,train,7,0.5584465265274048,0.7214966466643135,0.776595744680851,0.6998692240627724,0.7480329368709971
False,False,0.0001,0,valid,7,0.6182050108909607,0.7272727272727273,0.7977207977207977,0.7066666666666667,0.7608695652173914
