mask_use,freeze_mode,lr,exp,cell_size,prob,train_mode,epoch,loss,prec,recall,acc,f1
True,False,0.0001,0,56,0.2,train,0,1.1103463172912598,0.728494623655914,0.5148176291793313,0.6115954664341761,0.6032947462154942
True,False,0.0001,0,56,0.2,valid,0,1.1368736028671265,0.7566666666666667,0.6467236467236467,0.6716666666666666,0.6973886328725039
True,False,0.0001,0,56,0.2,train,1,1.1201001405715942,0.7369330453563715,0.648176291793313,0.6654315605928509,0.68971093592076
True,False,0.0001,0,56,0.2,valid,1,1.2029345035552979,0.7566666666666667,0.6467236467236467,0.6716666666666666,0.6973886328725039
True,False,0.0001,0,56,0.2,train,2,0.8578380346298218,0.7622950819672131,0.8126899696048632,0.7471665213600698,0.786686281721221
True,False,0.0001,0,56,0.2,valid,2,1.1892824172973633,0.7566666666666667,0.6467236467236467,0.6716666666666666,0.6973886328725039
True,False,0.0001,0,56,0.2,train,3,0.8989256620407104,0.7669069687607277,0.8487841945288754,0.7652571926765476,0.805770964833183
True,False,0.0001,0,56,0.2,valid,3,1.3597190380096436,0.6989795918367347,0.7806267806267806,0.675,0.737550471063257
True,False,0.0001,0,56,0.2,train,4,0.889310359954834,0.7725376965030478,0.9148936170212766,0.7966434176111595,0.8377109062445642
True,False,0.0001,0,56,0.2,valid,4,1.162621021270752,0.7092391304347826,0.7435897435897436,0.6716666666666666,0.7260083449235049
True,False,0.0001,0,56,0.2,train,5,0.7368708252906799,0.7708268813874265,0.9456686930091185,0.807541412380122,0.8493431155092988
True,False,0.0001,0,56,0.2,valid,5,1.4212350845336914,0.7192982456140351,0.7008547008547008,0.665,0.7099567099567099
True,False,0.0001,0,56,0.2,train,6,0.7235651016235352,0.7722681359044995,0.9585866261398176,0.8140802092414996,0.8553992202068146
True,False,0.0001,0,56,0.2,valid,6,1.4314007759094238,0.6984924623115578,0.792022792022792,0.6783333333333333,0.7423230974632844
True,False,0.0001,0,56,0.2,train,7,0.8528660535812378,0.7680981595092025,0.9513677811550152,0.8073234524847428,0.8499660556687033
True,False,0.0001,0,56,0.2,valid,7,1.3927686214447021,0.6997455470737913,0.7834757834757835,0.6766666666666666,0.739247311827957
True,False,0.0001,0,56,0.2,train,8,0.8594765663146973,0.7746951219512195,0.9654255319148937,0.8190932868352223,0.8596075778078485
True,False,0.0001,0,56,0.2,valid,8,1.2659661769866943,0.7108108108108108,0.7492877492877493,0.675,0.7295423023578363
True,False,0.0001,0,56,0.2,train,9,0.8735091686248779,0.7713681667170039,0.9703647416413373,0.8180034873583261,0.8594985697459195
True,False,0.0001,0,56,0.2,valid,9,1.0014125108718872,0.7058823529411765,0.7521367521367521,0.6716666666666666,0.7282758620689654
True,False,0.0001,0,56,0.2,train,10,0.8372101783752441,0.7730024213075061,0.9703647416413373,0.8195292066259808,0.8605121293800538
True,False,0.0001,0,56,0.2,valid,10,1.2303720712661743,0.7089337175792507,0.7008547008547008,0.6566666666666666,0.7048710601719197
True,False,0.0001,0,56,0.2,train,11,0.763403058052063,0.7733253588516746,0.9825227963525835,0.8247602441150829,0.8654618473895582
True,False,0.0001,0,56,0.2,valid,11,1.5094921588897705,0.7366771159874608,0.6695156695156695,0.6666666666666666,0.7014925373134328
True,False,0.0001,0,56,0.2,train,12,0.713728129863739,0.7778444911438006,0.9844224924012158,0.8297733217088056,0.8690256582257253
True,False,0.0001,0,56,0.2,valid,12,1.606620192527771,0.7451612903225806,0.6581196581196581,0.6683333333333333,0.6989409984871406
True,False,0.0001,0,56,0.2,train,13,0.8596436977386475,0.7817412333736397,0.9825227963525835,0.8326068003487358,0.8707070707070708
True,False,0.0001,0,56,0.2,valid,13,1.7648532390594482,0.7381703470031545,0.6666666666666666,0.6666666666666666,0.7005988023952096
True,False,0.0001,0,56,0.2,train,14,0.7254810333251953,0.7797779777977798,0.9874620060790273,0.8328247602441151,0.8714165968147527
True,False,0.0001,0,56,0.2,valid,14,1.3415865898132324,0.752442996742671,0.6581196581196581,0.6733333333333333,0.7021276595744681
True,False,0.0001,0,56,0.2,train,15,0.6687520742416382,0.7797475961538461,0.9859422492401215,0.8321708805579773,0.8708053691275166
True,False,0.0001,0,56,0.2,valid,15,1.8817657232284546,0.755700325732899,0.6609686609686609,0.6766666666666666,0.7051671732522795
True,False,0.0001,0,56,0.2,train,16,0.6297731399536133,0.7817304793488091,0.9851823708206687,0.833696599825632,0.871743150109262
True,False,0.0001,0,56,0.2,valid,16,1.8713529109954834,0.752442996742671,0.6581196581196581,0.6733333333333333,0.7021276595744681
True,False,0.0001,0,56,0.2,train,17,0.7557197213172913,0.7799459621735214,0.9870820668693009,0.8328247602441151,0.8713734697300016
True,False,0.0001,0,56,0.2,valid,17,1.524951696395874,0.7582781456953642,0.6524216524216524,0.675,0.7013782542113324
True,False,0.0001,0,56,0.2,train,18,0.6105074286460876,0.7825434913017396,0.9912613981762918,0.8369659982563208,0.8746228628897083
True,False,0.0001,0,56,0.2,valid,18,1.6550137996673584,0.7508196721311475,0.6524216524216524,0.67,0.698170731707317
True,False,0.0001,0,56,0.2,train,19,0.7196129560470581,0.7819436112777445,0.9905015197568389,0.8360941586748039,0.8739523969158565
True,False,0.0001,0,56,0.2,valid,19,1.6805660724639893,0.756578947368421,0.6552706552706553,0.675,0.7022900763358779
True,False,0.0001,0,56,0.2,train,20,0.6738147735595703,0.7837188344848303,0.9912613981762918,0.838055797733217,0.8753564838114409
True,False,0.0001,0,56,0.2,valid,20,1.4769169092178345,0.7566666666666667,0.6467236467236467,0.6716666666666666,0.6973886328725039
True,False,0.0001,0,56,0.2,train,21,0.7439305782318115,0.786167321051042,0.9889817629179332,0.8393635571054926,0.8759885579673566
True,False,0.0001,0,56,0.2,valid,21,1.6486958265304565,0.7516556291390728,0.6467236467236467,0.6683333333333333,0.6952526799387442
True,False,0.0001,0,56,0.2,train,22,0.7139052748680115,0.7802690582959642,0.9916413373860182,0.8350043591979076,0.873347833361218
True,False,0.0001,0,56,0.2,valid,22,2.092601776123047,0.7541528239202658,0.6467236467236467,0.67,0.696319018404908
True,False,0.0001,0,56,0.2,train,23,0.669607400894165,0.7835393427796201,0.9874620060790273,0.8363121185701831,0.8737602958480417
True,False,0.0001,0,56,0.2,valid,23,1.4330761432647705,0.7541528239202658,0.6467236467236467,0.67,0.696319018404908
True,False,0.0001,0,56,0.2,train,24,0.6568227410316467,0.789457740078764,0.9901215805471124,0.8428509154315605,0.8784763188943198
True,False,0.0001,0,56,0.2,valid,24,2.1704585552215576,0.7491749174917491,0.6467236467236467,0.6666666666666666,0.6941896024464832
True,False,0.0001,0,56,0.2,train,25,0.5409948229789734,0.7862939585211902,0.993920972644377,0.8415431560592851,0.877999664373217
True,False,0.0001,0,56,0.2,valid,25,1.3022058010101318,0.7541528239202658,0.6467236467236467,0.67,0.696319018404908
True,False,0.0001,0,56,0.2,train,26,0.6011415719985962,0.7874134296898525,0.9935410334346505,0.8424149956408021,0.878548630942382
