mask_use,aux,aux_batch,freeze_mode,lr,exp,cell,cell_size,prob,train_mode,epoch,acc,f1,loss,bce_loss,std_loss,prec,recall
True,False,4,False,0.0001,0,False,[56],0.2,train,0,0.806102877070619,0.877465564738292,0.4323524638362553,0.4323524638362553,0.0,0.845418834271154,0.9120375672889703
True,False,4,False,0.0001,0,False,[56],0.2,valid,0,0.796,0.8704487722269264,0.4448402523994446,0.4448402523994446,0.0,0.8419328419328419,0.9009640666082384
True,False,4,False,0.0001,0,False,[56],0.2,train,1,0.805492589363557,0.87685599161009,0.4293329832346543,0.4293329832346543,0.0,0.8462603878116344,0.9097468789371206
True,False,4,False,0.0001,0,False,[56],0.2,valid,1,0.7986666666666666,0.8719253604749788,0.4480603833993276,0.4480603833993276,0.0,0.8447000821692687,0.9009640666082384
True,False,4,False,0.0001,0,False,[56],0.2,train,2,0.8048823016564952,0.8762715612560813,0.42850667238235474,0.42850667238235474,0.0,0.8469594955648178,0.9076852594204559
True,False,4,False,0.0001,0,False,[56],0.2,valid,2,0.7933333333333333,0.8683092608326253,0.4495558440685272,0.4495558440685272,0.0,0.8425391591096455,0.8957055214723927
True,False,4,False,0.0001,0,False,[56],0.2,train,3,0.8053182214472537,0.8767047650599084,0.42788209733755694,0.42788209733755694,0.0,0.8463752665245202,0.9092887412667506
True,False,4,False,0.0001,0,False,[56],0.2,valid,3,0.794,0.8689011455239711,0.4487413962682088,0.4487413962682088,0.0,0.8421052631578947,0.8974583698510079
True,False,4,False,0.0001,0,False,[56],0.2,train,4,0.806974716652136,0.8779627383970895,0.4261987818324048,0.4261987818324048,0.0,0.846243757305281,0.9121521017065628
True,False,4,False,0.0001,0,False,[56],0.2,valid,4,0.7913333333333333,0.8670912951167729,0.44794492920239765,0.44794492920239765,0.0,0.8410214168039539,0.894829097283085
True,False,4,False,0.0001,0,False,[56],0.2,train,5,0.8074978204010462,0.8784140969162995,0.4258141375106314,0.4258141375106314,0.0,0.8459009438964895,0.9135265147176727
True,False,4,False,0.0001,0,False,[56],0.2,valid,5,0.7906666666666666,0.8668363019508059,0.4492451051870982,0.4492451051870982,0.0,0.8397699260476582,0.8957055214723927
True,False,4,False,0.0001,0,False,[56],0.2,train,6,0.8083696599825632,0.8793235972328978,0.42571328386016516,0.42571328386016516,0.0,0.8444585046926079,0.9171916160806323
True,False,4,False,0.0001,0,False,[56],0.2,valid,6,0.7913333333333333,0.8680994521702485,0.44739800691604614,0.44739800691604614,0.0,0.836038961038961,0.9027169149868537
True,False,4,False,0.0001,0,False,[56],0.2,train,7,0.8108108108108109,0.8809654415798134,0.4251456312511278,0.4251456312511278,0.0,0.8453521423307716,0.9197113732676669
True,False,4,False,0.0001,0,False,[56],0.2,valid,7,0.788,0.8652542372881357,0.4483533501625061,0.4483533501625061,0.0,0.837571780147662,0.894829097283085
True,False,4,False,0.0001,0,False,[56],0.2,train,8,0.8117698343504796,0.881834601280718,0.4232810230358787,0.4232810230358787,0.0,0.8444444444444444,0.9226892681250716
True,False,4,False,0.0001,0,False,[56],0.2,valid,8,0.794,0.8697850821744627,0.4488593538602193,0.4488593538602193,0.0,0.8376623376623377,0.9044697633654689
True,False,4,False,0.0001,0,False,[56],0.2,train,9,0.812205754141238,0.8822950819672132,0.4232066688330277,0.4232066688330277,0.0,0.8436618246420734,0.9246363532241438
True,False,4,False,0.0001,0,False,[56],0.2,valid,9,0.7906666666666666,0.8679562657695543,0.4490625162919362,0.4490625162919362,0.0,0.8342764753435732,0.9044697633654689
True,False,4,False,0.0001,0,False,[56],0.2,train,10,0.814821272885789,0.8840231516872338,0.4236384267392366,0.4236384267392366,0.0,0.8447250339142232,0.9271561104111785
True,False,4,False,0.0001,0,False,[56],0.2,valid,10,0.79,0.8679245283018869,0.449334055185318,0.449334055185318,0.0,0.8319935691318328,0.9070990359333918
True,False,4,False,0.0001,0,False,[56],0.2,train,11,0.8144725370531822,0.8840074130600676,0.42192172485849133,0.42192172485849133,0.0,0.8433697347893916,0.9287595922574734
