acc,acc_labels,aux,aux_batch,aux_layer_index,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,std_loss,train_mode
0.7910666666666668,"[0.7566111111111111, 0.7389444444444444, 0.92, 0.5808888888888889, 0.9588888888888889]",1.0,10.0,23.0,0.4651228784190284,0.0,[56],1.0,0.0,0.14370691523801535,"[0.002277385561375536, 0.0008505209440782467, 0.0, 0.715406669684623, 0.0]",0.46540417936113143,0.0001,vgg16,0.3438287529093431,"[0.4545454545454545, 0.6666666666666665, 0.0, 0.5979316433345945, 0.0]",[0.1],0.17837914458479234,"[0.001141552511415525, 0.000425531914893617, 0.0, 0.8903286384976525, 0.0]",0.00028130170447386463,train
0.802015113350126,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.5768261964735516, 0.9672544080604534]",1.0,10.0,23.0,0.4349647223949432,0.0,[56],1.0,0.0,0.1463258785942491,"[0.0, 0.0, 0.0, 0.7316293929712454, 0.0]",0.4349647223949432,0.0001,vgg16,0.11536523929471032,"[0.0, 0.0, 0.0, 0.5768261964735516, 0.0]",[0.1],0.2,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.0,valid
0.7919,"[0.7566666666666667, 0.7388888888888889, 0.9205555555555556, 0.5845, 0.9588888888888889]",1.0,10.0,23.0,0.4560101033250491,0.0,[56],2.0,0.0,0.1468688949667885,"[0.0, 0.0, 0.0, 0.7343444748339426, 0.0]",0.4561247686545054,0.0001,vgg16,0.11811689424670058,"[0.0, 0.0, 0.0, 0.5905844712335029, 0.0]",[0.1],0.19412206572769952,"[0.0, 0.0, 0.0, 0.9706103286384976, 0.0]",0.00011466525674728069,train
0.802015113350126,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.5768261964735516, 0.9672544080604534]",1.0,10.0,23.0,0.43166444897651673,0.0,[56],2.0,0.0,0.1463258785942491,"[0.0, 0.0, 0.0, 0.7316293929712454, 0.0]",0.43166444897651673,0.0001,vgg16,0.11536523929471032,"[0.0, 0.0, 0.0, 0.5768261964735516, 0.0]",[0.1],0.2,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.0,valid
0.7923555555555556,"[0.7566666666666667, 0.7388888888888889, 0.9205555555555556, 0.5867777777777777, 0.9588888888888889]",1.0,10.0,23.0,0.4547425624728203,0.0,[56],3.0,0.0,0.1475938843091664,"[0.0, 0.0, 0.0, 0.737969421545832, 0.0]",0.4548271743456523,0.0001,vgg16,0.11811005863779882,"[0.0, 0.0, 0.0, 0.5905502931889941, 0.0]",[0.1],0.19669483568075116,"[0.0, 0.0, 0.0, 0.9834741784037558, 0.0]",8.461207678818837e-05,train
0.802015113350126,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.5768261964735516, 0.9672544080604534]",1.0,10.0,23.0,0.4300490811467171,0.0,[56],3.0,0.0,0.1463258785942491,"[0.0, 0.0, 0.0, 0.7316293929712454, 0.0]",0.4300490811467171,0.0001,vgg16,0.11536523929471032,"[0.0, 0.0, 0.0, 0.5768261964735516, 0.0]",[0.1],0.2,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.0,valid
0.7926111111111112,"[0.7566666666666667, 0.7388888888888889, 0.9205555555555556, 0.5880555555555556, 0.9588888888888889]",1.0,10.0,23.0,0.45415020048618315,0.0,[56],4.0,0.0,0.1468249130481551,"[0.0, 0.0, 0.0, 0.7341245652407754, 0.0]",0.4542339126931296,0.0001,vgg16,0.11876558965137189,"[0.0, 0.0, 0.0, 0.5938279482568595, 0.0]",[0.1],0.19224413145539906,"[0.0, 0.0, 0.0, 0.9612206572769953, 0.0]",8.371111438363086e-05,train
0.802015113350126,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.5768261964735516, 0.9672544080604534]",1.0,10.0,23.0,0.43411040008068086,0.0,[56],4.0,0.0,0.1463258785942491,"[0.0, 0.0, 0.0, 0.7316293929712454, 0.0]",0.43411040008068086,0.0001,vgg16,0.11536523929471032,"[0.0, 0.0, 0.0, 0.5768261964735516, 0.0]",[0.1],0.2,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.0,valid
0.7931777777777779,"[0.7566666666666667, 0.7388888888888889, 0.9205555555555556, 0.5908888888888889, 0.9588888888888889]",1.0,10.0,23.0,0.45412536475393506,0.0,[56],5.0,0.0,0.1485034965034964,"[0.0, 0.0, 0.0, 0.742517482517482, 0.0]",0.45420949906110764,0.0001,vgg16,0.11830640668523677,"[0.0, 0.0, 0.0, 0.5915320334261839, 0.0]",[0.1],0.19939906103286384,"[0.0, 0.0, 0.0, 0.9969953051643192, 0.0]",8.413384994330247e-05,train
0.802015113350126,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.5768261964735516, 0.9672544080604534]",1.0,10.0,23.0,0.43422150760889056,0.0,[56],5.0,0.0,0.1463258785942491,"[0.0, 0.0, 0.0, 0.7316293929712454, 0.0]",0.43422150760889056,0.0001,vgg16,0.11536523929471032,"[0.0, 0.0, 0.0, 0.5768261964735516, 0.0]",[0.1],0.2,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.0,valid
0.7928444444444445,"[0.7566666666666667, 0.7388888888888889, 0.9205555555555556, 0.5892222222222222, 0.9588888888888889]",1.0,10.0,23.0,0.45359879665904573,0.0,[56],6.0,0.0,0.148094068094068,"[0.0, 0.0, 0.0, 0.74047034047034, 0.0]",0.45368316299385497,0.0001,vgg16,0.11825112107623319,"[0.0, 0.0, 0.0, 0.591255605381166, 0.0]",[0.1],0.1980845070422535,"[0.0, 0.0, 0.0, 0.9904225352112676, 0.0]",8.43658373246904e-05,train
