acc,acc_labels,aux,aux_batch,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,freeze_mode,loss,lr,mask_use,prec,prec_labels,prob,recall,recall_labels,std_loss,train_mode
0.6557894736842105,"[0.751578947368421, 0.56]",0.0,4.0,0.665247032516881,0.0,[56],0.0,0.0,0.35722559065820386,"[0.008403361344537697, 0.70604781997187]",0.0,0.665247032516881,0.0001,0.0,0.3225038402457757,"[0.06666666666666667, 0.5783410138248848]",[0.1],0.45531074452412945,"[0.004484304932735426, 0.9061371841155235]",0.0,train
0.6858789625360231,"[0.7737752161383286, 0.5979827089337176]",0.0,4.0,0.6433409026690892,0.0,[56],0.0,0.0,0.37421100090171305,"[0.0, 0.7484220018034261]",0.0,0.6433409026690892,0.0001,0.0,0.2989913544668588,"[0.0, 0.5979827089337176]",[0.1],0.5,"[0.0, 1.0]",0.0,valid
0.6742105263157895,"[0.7652631578947369, 0.5831578947368421]",0.0,4.0,0.6448521708187304,0.0,[56],1.0,0.0,0.368351063829787,"[0.0, 0.736702127659574]",0.0,0.6448521708187304,0.0001,0.0,0.29157894736842105,"[0.0, 0.5831578947368421]",[0.1],0.5,"[0.0, 1.0]",0.0,train
0.6858789625360231,"[0.7737752161383286, 0.5979827089337176]",0.0,4.0,0.6410966770989555,0.0,[56],1.0,0.0,0.37421100090171305,"[0.0, 0.7484220018034261]",0.0,0.6410966770989555,0.0001,0.0,0.2989913544668588,"[0.0, 0.5979827089337176]",[0.1],0.5,"[0.0, 1.0]",0.0,valid
0.6742105263157895,"[0.7652631578947369, 0.5831578947368421]",0.0,4.0,0.644312416252337,0.0,[56],2.0,0.0,0.368351063829787,"[0.0, 0.736702127659574]",0.0,0.644312416252337,0.0001,0.0,0.29157894736842105,"[0.0, 0.5831578947368421]",[0.1],0.5,"[0.0, 1.0]",0.0,train
0.6858789625360231,"[0.7737752161383286, 0.5979827089337176]",0.0,4.0,0.6420182159968785,0.0,[56],2.0,0.0,0.37421100090171305,"[0.0, 0.7484220018034261]",0.0,0.6420182159968785,0.0001,0.0,0.2989913544668588,"[0.0, 0.5979827089337176]",[0.1],0.5,"[0.0, 1.0]",0.0,valid
0.6742105263157895,"[0.7652631578947369, 0.5831578947368421]",0.0,4.0,0.6443297455185338,0.0,[56],3.0,0.0,0.368351063829787,"[0.0, 0.736702127659574]",0.0,0.6443297455185338,0.0001,0.0,0.29157894736842105,"[0.0, 0.5831578947368421]",[0.1],0.5,"[0.0, 1.0]",0.0,train
0.6858789625360231,"[0.7737752161383286, 0.5979827089337176]",0.0,4.0,0.6421380724225726,0.0,[56],3.0,0.0,0.37421100090171305,"[0.0, 0.7484220018034261]",0.0,0.6421380724225726,0.0001,0.0,0.2989913544668588,"[0.0, 0.5979827089337176]",[0.1],0.5,"[0.0, 1.0]",0.0,valid
0.6742105263157895,"[0.7652631578947369, 0.5831578947368421]",0.0,4.0,0.6429394860016672,0.0,[56],4.0,0.0,0.368351063829787,"[0.0, 0.736702127659574]",0.0,0.6429394860016672,0.0001,0.0,0.29157894736842105,"[0.0, 0.5831578947368421]",[0.1],0.5,"[0.0, 1.0]",0.0,train
0.6858789625360231,"[0.7737752161383286, 0.5979827089337176]",0.0,4.0,0.6422955478940692,0.0,[56],4.0,0.0,0.37421100090171305,"[0.0, 0.7484220018034261]",0.0,0.6422955478940692,0.0001,0.0,0.2989913544668588,"[0.0, 0.5979827089337176]",[0.1],0.5,"[0.0, 1.0]",0.0,valid
