acc,acc_labels,aux,aux_batch,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,freeze_mode,loss,lr,mask_use,prec,prec_labels,prob,recall,recall_labels,std_loss,train_mode
0.5719267654751525,"[0.7066259808195292, 0.4372275501307759]",0.0,4.0,0.5533082848009856,0.0,[56],0.0,0.0,0.15399184161139223,"[0.10146862483311052, 0.20651505838967396]",0.0,0.5533082848009856,0.0001,0.0,0.4357142857142857,"[0.2714285714285714, 0.6]",0.1,0.09355948815283736,"[0.06239737274220033, 0.12472160356347439]",0.0,train
0.5866666666666667,"[0.7566666666666667, 0.4166666666666667]",0.0,4.0,0.5355596939722697,0.0,[56],0.0,0.0,0.016574585635359088,"[0.0, 0.033149171270718175]",0.0,0.5355596939722697,0.0001,0.0,0.29999999999999993,"[0.0, 0.5999999999999999]",0.1,0.008522727272727272,"[0.0, 0.017045454545454544]",0.0,valid
0.5769398430688752,"[0.7340889276373147, 0.4197907585004359]",0.0,4.0,0.5421505505624025,0.0,[56],1.0,0.0,0.02251231666172585,"[0.003267973856209141, 0.04175665946724256]",0.0,0.5421505505624025,0.0001,0.0,0.5119047619047619,"[0.33333333333333326, 0.6904761904761905]",0.1,0.011585680274721056,"[0.0016420361247947454, 0.021529324424647365]",0.0,train
0.5866666666666667,"[0.7466666666666667, 0.4266666666666667]",0.0,4.0,0.5254050691922506,0.0,[56],1.0,0.0,0.05208333333333325,"[0.0, 0.1041666666666665]",0.0,0.5254050691922506,0.0001,0.0,0.3125,"[0.0, 0.625]",0.1,0.028409090909090908,"[0.0, 0.056818181818181816]",0.0,valid
0.5819529206625981,"[0.7345248474280732, 0.4293809938971229]",0.0,4.0,0.5361708402633667,0.0,[56],2.0,0.0,0.05566734184843557,"[0.009756097560975589, 0.10157858613589554]",0.0,0.5361708402633667,0.0001,0.0,0.5863636363636363,"[0.49999999999999994, 0.6727272727272727]",0.1,0.02993150259105255,"[0.0049261083743842365, 0.05493689680772086]",0.0,train
0.5983333333333334,"[0.7533333333333333, 0.44333333333333336]",0.0,4.0,0.5283126632372538,0.0,[56],2.0,0.0,0.058201058201058135,"[0.0, 0.11640211640211627]",0.0,0.5283126632372538,0.0001,0.0,0.423076923076923,"[0.0, 0.846153846153846]",0.1,0.03125,"[0.0, 0.0625]",0.0,valid
0.5889276373147341,"[0.7332170880557978, 0.44463818657367044]",0.0,4.0,0.5253295742947123,0.0,[56],3.0,0.0,0.06829533116178059,"[0.0032573289902279967, 0.1333333333333332]",0.0,0.5253295742947123,0.0001,0.0,0.4983739837398374,"[0.19999999999999996, 0.7967479674796748]",0.1,0.0371981524350774,"[0.0016420361247947454, 0.07275426874536006]",0.0,train
0.605,"[0.7566666666666667, 0.4533333333333333]",0.0,4.0,0.526113748550415,0.0,[56],3.0,0.0,0.08585858585858576,"[0.0, 0.17171717171717152]",0.0,0.526113748550415,0.0001,0.0,0.38636363636363635,"[0.0, 0.7727272727272727]",0.1,0.048295454545454544,"[0.0, 0.09659090909090909]",0.0,valid
0.5887096774193549,"[0.7306015693112468, 0.44681778552746293]",0.0,4.0,0.5305755358675251,0.0,[56],4.0,0.0,0.07823217889271035,"[0.0064308681672025315, 0.15003348961821816]",0.0,0.5305755358675251,0.0001,0.0,0.46048472075869334,"[0.15384615384615383, 0.7671232876712328]",0.1,0.04321590397928621,"[0.003284072249589491, 0.08314773570898293]",0.0,train
0.605,"[0.7566666666666667, 0.4533333333333333]",0.0,4.0,0.5206948220729828,0.0,[56],4.0,0.0,0.09405940594059395,"[0.0, 0.1881188118811879]",0.0,0.5206948220729828,0.0001,0.0,0.36538461538461536,"[0.0, 0.7307692307692307]",0.1,0.05397727272727273,"[0.0, 0.10795454545454546]",0.0,valid
0.597646033129904,"[0.7345248474280732, 0.46076721883173494]",0.0,4.0,0.5259405931700831,0.0,[56],5.0,0.0,0.11736370993502233,"[0.01615508885298866, 0.218572331017056]",0.0,0.5259405931700831,0.0001,0.0,0.6165254237288136,"[0.4999999999999999, 0.7330508474576272]",0.1,0.06832186833722814,"[0.008210180623973728, 0.12843355605048257]",0.0,train
0.6083333333333334,"[0.75, 0.4666666666666667]",0.0,4.0,0.5224478244781494,0.0,[56],5.0,0.0,0.11298701298701283,"[0.02597402597402587, 0.1999999999999998]",0.0,0.5224478244781494,0.0001,0.0,0.5416666666666666,"[0.24999999999999994, 0.8333333333333334]",0.1,0.06366749688667497,"[0.0136986301369863, 0.11363636363636363]",0.0,valid
0.5948125544899738,"[0.7310374891020053, 0.45858761987794244]",0.0,4.0,0.5300581247910209,0.0,[56],6.0,0.0,0.11027919584092208,"[0.00963081861958262, 0.21092757306226154]",0.0,0.5300581247910209,0.0001,0.0,0.47278162366268095,"[0.21428571428571425, 0.7312775330396476]",0.1,0.06408146547152768,"[0.0049261083743842365, 0.12323682256867112]",0.0,train
0.615,"[0.7566666666666667, 0.47333333333333333]",0.0,4.0,0.5225513776143392,0.0,[56],6.0,0.0,0.14090909090909076,"[0.0, 0.2818181818181815]",0.0,0.5225513776143392,0.0001,0.0,0.3522727272727273,"[0.0, 0.7045454545454546]",0.1,0.08806818181818182,"[0.0, 0.17613636363636365]",0.0,valid
0.6044027898866609,"[0.7327811682650393, 0.47602441150828245]",0.0,4.0,0.5261519732682601,0.0,[56],7.0,0.0,0.15111906098829303,"[0.052550231839258, 0.24968789013732806]",0.0,0.5261519732682601,0.0001,0.0,0.6158410732714138,"[0.4473684210526316, 0.7843137254901961]",0.1,0.08819635680091865,"[0.027914614121510674, 0.14847809948032664]",0.0,train
0.6133333333333333,"[0.7533333333333333, 0.47333333333333333]",0.0,4.0,0.5221501588821411,0.0,[56],7.0,0.0,0.1273584905660376,"[0.0, 0.2547169811320752]",0.0,0.5221501588821411,0.0001,0.0,0.375,"[0.0, 0.75]",0.1,0.07670454545454546,"[0.0, 0.1534090909090909]",0.0,valid
0.6057105492589363,"[0.7323452484742807, 0.479075850043592]",0.0,4.0,0.5219366861426312,0.0,[56],8.0,0.0,0.138499040762643,"[0.009677419354838675, 0.2673206621704473]",0.0,0.5219366861426312,0.0001,0.0,0.5201664532650447,"[0.2727272727272727, 0.7676056338028169]",0.1,0.08338361840397014,"[0.0049261083743842365, 0.16184112843355605]",0.0,train
0.62,"[0.75, 0.49]",0.0,4.0,0.5211951235930125,0.0,[56],8.0,0.0,0.15068493150684917,"[0.0, 0.30136986301369834]",0.0,0.5211951235930125,0.0001,0.0,0.38372093023255816,"[0.0, 0.7674418604651163]",0.1,0.09375,"[0.0, 0.1875]",0.0,valid
0.6187881429816913,"[0.7336530078465562, 0.5039232781168265]",0.0,4.0,0.5260450192119764,0.0,[56],9.0,0.0,0.1876985691107585,"[0.037795275590551104, 0.33760186263096587]",0.0,0.5260450192119764,0.0001,0.0,0.6216048102840556,"[0.46153846153846156, 0.7816711590296496]",0.1,0.1174988388720053,"[0.019704433497536946, 0.21529324424647364]",0.0,train
0.6116666666666667,"[0.7466666666666667, 0.4766666666666667]",0.0,4.0,0.5276367664337158,0.0,[56],9.0,0.0,0.14770423375074515,"[0.02564102564102552, 0.2697674418604648]",0.0,0.5276367664337158,0.0001,0.0,0.4717948717948718,"[0.19999999999999996, 0.7435897435897436]",0.1,0.08923567870485678,"[0.0136986301369863, 0.16477272727272727]",0.0,valid
0.6139930252833479,"[0.7358326068003488, 0.492153443766347]",0.0,4.0,0.5195551851521367,0.0,[56],10.0,0.0,0.1752821276627672,"[0.04113924050632905, 0.30942501481920537]",0.0,0.5195551851521367,0.0001,0.0,0.6664322250639386,"[0.5652173913043478, 0.7676470588235295]",0.1,0.10755519472207899,"[0.021346469622331693, 0.19376391982182628]",0.0,train
0.62,"[0.7533333333333333, 0.4866666666666667]",0.0,4.0,0.534150759379069,0.0,[56],10.0,0.0,0.1783752860411897,"[0.026315789473684133, 0.3304347826086953]",0.0,0.534150759379069,0.0001,0.0,0.5185185185185185,"[0.33333333333333326, 0.7037037037037037]",0.1,0.1148038605230386,"[0.0136986301369863, 0.2159090909090909]",0.0,valid
0.6179163034001743,"[0.7314734088927637, 0.504359197907585]",0.0,4.0,0.5207090209359708,0.0,[56],11.0,0.0,0.17883860784117545,"[0.01910828025477701, 0.3385689354275739]",0.0,0.5207090209359708,0.0001,0.0,0.5490237691001698,"[0.3157894736842105, 0.782258064516129]",0.1,0.11294392574632187,"[0.009852216748768473, 0.21603563474387527]",0.0,train
0.6266666666666667,"[0.7466666666666667, 0.5066666666666667]",0.0,4.0,0.5273353656133016,0.0,[56],11.0,0.0,0.18376068376068358,"[0.0, 0.36752136752136716]",0.0,0.5273353656133016,0.0001,0.0,0.3706896551724138,"[0.0, 0.7413793103448276]",0.1,0.12215909090909091,"[0.0, 0.24431818181818182]",0.0,valid
0.6137750653879686,"[0.7301656495204882, 0.497384481255449]",0.0,4.0,0.5178695010102313,0.0,[56],12.0,0.0,0.17019147088480294,"[0.019017432646592645, 0.3213655091230132]",0.0,0.5178695010102313,0.0001,0.0,0.5241477272727273,"[0.2727272727272727, 0.7755681818181818]",0.1,0.10626241126970717,"[0.009852216748768473, 0.2026726057906459]",0.0,train
0.635,"[0.7533333333333333, 0.5166666666666667]",0.0,4.0,0.5144735674063364,0.0,[56],12.0,0.0,0.1937746348249476,"[0.026315789473684133, 0.3612334801762111]",0.0,0.5144735674063364,0.0001,0.0,0.5686274509803921,"[0.33333333333333326, 0.803921568627451]",0.1,0.12332658779576587,"[0.0136986301369863, 0.23295454545454544]",0.0,valid
0.6229293809938972,"[0.7332170880557978, 0.5126416739319966]",0.0,4.0,0.521567895360615,0.0,[56],13.0,0.0,0.21185479888435213,"[0.04968944099378871, 0.37402015677491557]",0.0,0.521567895360615,0.0001,0.0,0.6089814513504719,"[0.45714285714285713, 0.7608200455580866]",0.1,0.1371155020644307,"[0.026272577996715927, 0.2479584261321455]",0.0,train
