acc,acc_labels,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,train_mode
0.7515555555555555,"[0.6622222222222223, 0.6066666666666667, 0.8872222222222222, 0.6722222222222223, 0.9294444444444444]",1.0,14.0,1.0,2.0,0.2516387145321305,"[0.1999999999999995, 0.25941422594142216, 0.07305936073059313, 0.7102161100196458, 0.015503875968991755]",0.9427087134785123,0.01,resnet50,0.2597887340433207,"[0.21714285714285714, 0.2525458248472505, 0.09302325581395349, 0.7186878727634195, 0.017543859649122806]",0.8,0.24560270654535143,"[0.18536585365853658, 0.26666666666666666, 0.06015037593984962, 0.7019417475728156, 0.013888888888888888]",train
0.6967254408060454,"[0.24307304785894207, 0.7267002518891688, 0.9282115869017632, 0.6209068010075567, 0.964735516372796]",1.0,14.0,1.0,2.0,0.23144137186690364,"[0.39108409321175247, 0.0, 0.0, 0.7661227661227656, 0.0]",0.5119902193546295,0.01,resnet50,0.17279596977329975,"[0.24307304785894207, 0.0, 0.0, 0.6209068010075567, 0.0]",0.8,0.4,"[1.0, 0.0, 0.0, 1.0, 0.0]",valid
0.8111111111111111,"[0.7494444444444445, 0.6772222222222222, 0.9244444444444444, 0.7461111111111111, 0.9583333333333334]",1.0,14.0,2.0,2.0,0.2296301460111822,"[0.16014897579143353, 0.20952380952380906, 0.0, 0.7784779447406684, 0.0]",0.47667307986153495,0.01,resnet50,0.2802230787624603,"[0.33858267716535434, 0.2851851851851852, 0.0, 0.7773475314617618, 0.0]",0.8,0.2100162194230774,"[0.1048780487804878, 0.16559139784946236, 0.0, 0.7796116504854369, 0.0]",train
0.751133501259446,"[0.756926952141058, 0.7267002518891688, 0.9282115869017632, 0.3790931989924433, 0.964735516372796]",1.0,14.0,2.0,2.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.509596586227417,0.01,resnet50,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.8334444444444443,"[0.7705555555555555, 0.695, 0.9227777777777778, 0.8188888888888889, 0.96]",1.0,14.0,3.0,2.0,0.2545087925134168,"[0.24220183486238497, 0.19383259911894227, 0.0, 0.8365095285857568, 0.0]",0.42383842137124805,0.01,resnet50,0.33191793453204244,"[0.4888888888888889, 0.3055555555555556, 0.0, 0.8651452282157677, 0.0]",0.8,0.22252396629822863,"[0.16097560975609757, 0.14193548387096774, 0.0, 0.8097087378640777, 0.0]",train
0.52544080604534,"[0.24307304785894207, 0.7267002518891688, 0.07178841309823678, 0.6209068010075567, 0.964735516372796]",1.0,14.0,3.0,2.0,0.25823338126760864,"[0.39108409321175247, 0.0, 0.13396004700352512, 0.7661227661227656, 0.0]",0.711262583732605,0.01,resnet50,0.1871536523929471,"[0.24307304785894207, 0.0, 0.07178841309823678, 0.6209068010075567, 0.0]",0.8,0.6,"[1.0, 0.0, 1.0, 1.0, 0.0]",valid
0.8488888888888889,"[0.8044444444444444, 0.7266666666666667, 0.9255555555555556, 0.8405555555555555, 0.9472222222222222]",1.0,14.0,4.0,2.0,0.28389534594291993,"[0.4322580645161286, 0.06818181818181798, 0.04285714285714276, 0.8555611474584796, 0.020618556701030546]",0.41215744184123143,0.01,resnet50,0.4561146439767129,"[0.638095238095238, 0.2857142857142857, 0.4285714285714285, 0.8881922675026124, 0.04]",0.8,0.24544538880499442,"[0.32682926829268294, 0.03870967741935484, 0.022556390977443608, 0.8252427184466019, 0.013888888888888888]",train
0.6967254408060454,"[0.24307304785894207, 0.7267002518891688, 0.9282115869017632, 0.6209068010075567, 0.964735516372796]",1.0,14.0,4.0,2.0,0.23144137186690364,"[0.39108409321175247, 0.0, 0.0, 0.7661227661227656, 0.0]",0.5762795209884644,0.01,resnet50,0.17279596977329975,"[0.24307304785894207, 0.0, 0.0, 0.6209068010075567, 0.0]",0.8,0.4,"[1.0, 0.0, 0.0, 1.0, 0.0]",valid
0.8503333333333334,"[0.8433333333333334, 0.7033333333333334, 0.9211111111111111, 0.8238888888888889, 0.96]",1.0,14.0,5.0,2.0,0.30821596977576726,"[0.5674846625766866, 0.13029315960912016, 0.0, 0.8433020266930296, 0.0]",0.3872290982140435,0.01,resnet50,0.3783864554795544,"[0.7644628099173554, 0.2684563758389262, 0.0, 0.8590130916414904, 0.0]",0.8,0.2730792714754583,"[0.45121951219512196, 0.08602150537634409, 0.0, 0.8281553398058252, 0.0]",train
0.6483627204030228,"[0.24307304785894207, 0.7267002518891688, 0.9282115869017632, 0.3790931989924433, 0.964735516372796]",1.0,14.0,5.0,2.0,0.0782168186423505,"[0.39108409321175247, 0.0, 0.0, 0.0, 0.0]",0.6310463845729828,0.01,resnet50,0.04861460957178841,"[0.24307304785894207, 0.0, 0.0, 0.0, 0.0]",0.8,0.2,"[1.0, 0.0, 0.0, 0.0, 0.0]",valid
