acc,acc_labels,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,train_mode
0.8063333333333332,"[0.7455555555555555, 0.7277777777777777, 0.9194444444444444, 0.6855555555555556, 0.9533333333333334]",0.0,[56],1.0,0.0,0.20848345328153445,"[0.1850533807829178, 0.1123188405797099, 0.0, 0.7450450450450445, 0.0]",0.436689507878489,0.0001,resnet50,0.30268418704295963,"[0.41935483870967744, 0.3780487804878049, 0.0, 0.716017316017316, 0.0]",[0.1],0.19224094591839389,"[0.1187214611872146, 0.06595744680851064, 0.0, 0.7765258215962442, 0.0]",train
0.8272040302267003,"[0.809823677581864, 0.7342569269521411, 0.9408060453400504, 0.6863979848866498, 0.964735516372796]",0.0,[56],1.0,0.0,0.22758849925314428,"[0.20105820105820085, 0.045248868778280465, 0.0, 0.7666354264292403, 0.1249999999999997]",0.39289044216275215,0.0001,resnet50,0.47042966611932113,"[0.7916666666666666, 0.5555555555555555, 0.0, 0.6715927750410509, 0.33333333333333326]",[0.1],0.2217345196343301,"[0.11515151515151516, 0.02358490566037736, 0.0, 0.8930131004366813, 0.07692307692307693]",valid
0.8292222222222222,"[0.7711111111111111, 0.7388888888888889, 0.9205555555555556, 0.7572222222222222, 0.9583333333333334]",0.0,[56],2.0,0.0,0.2747447261732973,"[0.3311688311688308, 0.1666666666666664, 0.0, 0.8018140589569155, 0.0740740740740739]",0.3875580444104142,0.0001,resnet50,0.455408746585565,"[0.5730337078651685, 0.5, 0.0, 0.775438596491228, 0.4285714285714285]",[0.1],0.24069284024522303,"[0.2328767123287671, 0.1, 0.0, 0.8300469483568075, 0.04054054054054054]",train
0.7999999999999999,"[0.7594458438287154, 0.743073047858942, 0.9408060453400504, 0.7128463476070529, 0.8438287153652393]",0.0,[56],2.0,0.0,0.3448258242813094,"[0.41590214067278236, 0.2444444444444441, 0.07843137254901947, 0.77016129032258, 0.21518987341772122]",0.46241265535354614,0.0001,resnet50,0.4665724575384914,"[0.41975308641975306, 0.5689655172413793, 0.4999999999999999, 0.7153558052434457, 0.12878787878787878]",[0.1],0.4196484140372794,"[0.4121212121212121, 0.15566037735849056, 0.0425531914893617, 0.834061135371179, 0.6538461538461539]",valid
0.8447777777777776,"[0.8083333333333333, 0.7533333333333333, 0.9233333333333333, 0.7761111111111111, 0.9627777777777777]",0.0,[56],3.0,0.0,0.38986836568536765,"[0.5050215208034428, 0.3252279635258355, 0.09210526315789463, 0.8152223750573127, 0.21176470588235274]",0.34814076175292336,0.0001,resnet50,0.7282480387490682,"[0.6795366795366795, 0.5691489361702128, 0.7777777777777777, 0.796594982078853, 0.818181818181818]",[0.1],0.3269601026193159,"[0.4018264840182648, 0.2276595744680851, 0.04895104895104895, 0.8347417840375587, 0.12162162162162163]",train
0.8163727959697733,"[0.8085642317380353, 0.7216624685138538, 0.9357682619647355, 0.7191435768261965, 0.8967254408060453]",0.0,[56],3.0,0.0,0.33101691040442666,"[0.4062499999999995, 0.0905349794238681, 0.16393442622950785, 0.7679500520291359, 0.22641509433962226]",0.4573115073144436,0.0001,resnet50,0.43340170955831825,"[0.5714285714285714, 0.3548387096774194, 0.3571428571428571, 0.7335984095427436, 0.15]",[0.1],0.3481273207522816,"[0.3151515151515151, 0.05188679245283019, 0.10638297872340426, 0.8056768558951966, 0.46153846153846156]",valid
0.8725555555555555,"[0.8516666666666667, 0.7827777777777778, 0.9277777777777778, 0.83, 0.9705555555555555]",0.0,[56],4.0,0.0,0.5638352525824839,"[0.6536964980544742, 0.47375504710632516, 0.29347826086956486, 0.859116022099447, 0.5391304347826081]",0.2971362889640861,0.0001,resnet50,0.7317795951942294,"[0.7567567567567568, 0.6446886446886447, 0.6585365853658537, 0.8428184281842819, 0.7560975609756098]",[0.1],0.48671939932361685,"[0.5753424657534246, 0.37446808510638296, 0.1888111888111888, 0.8760563380281691, 0.4189189189189189]",train
0.816624685138539,"[0.8123425692695214, 0.7065491183879093, 0.8589420654911839, 0.7355163727959698, 0.9697732997481109]",0.0,[56],4.0,0.0,0.4257149393394162,"[0.21989528795811494, 0.3616438356164378, 0.29999999999999954, 0.7924901185770746, 0.4545454545454541]",0.4786994270980358,0.0001,resnet50,0.5461673015199777,"[0.8076923076923077, 0.43137254901960786, 0.21238938053097345, 0.723826714801444, 0.5555555555555556]",[0.1],0.4418786032011635,"[0.12727272727272726, 0.3113207547169811, 0.5106382978723404, 0.8755458515283843, 0.38461538461538464]",valid
0.9004444444444445,"[0.8722222222222222, 0.8483333333333334, 0.9355555555555556, 0.8644444444444445, 0.9816666666666667]",0.0,[56],5.0,0.0,0.6888181300395866,"[0.7095959595959591, 0.673835125448028, 0.4476190476190471, 0.8857677902621718, 0.7272727272727267]",0.2402238383061356,0.0001,resnet50,0.8166254158757182,"[0.7937853107344632, 0.7683923705722071, 0.7014925373134329, 0.8832866479925303, 0.9361702127659575]",[0.1],0.610616269095914,"[0.6415525114155252, 0.6, 0.32867132867132864, 0.888262910798122, 0.5945945945945946]",train
0.8173803526448363,"[0.7858942065491183, 0.6876574307304786, 0.9105793450881612, 0.7329974811083123, 0.9697732997481109]",0.0,[56],5.0,0.0,0.4602595343781134,"[0.4879518072289152, 0.38916256157635415, 0.25263157894736793, 0.7715517241379305, 0.3999999999999996]",0.45117319375276566,0.0001,resnet50,0.4950754268106534,"[0.48502994011976047, 0.4072164948453608, 0.25, 0.7617021276595745, 0.5714285714285714]",[0.1],0.4416442891235638,"[0.4909090909090909, 0.37264150943396224, 0.2553191489361702, 0.7816593886462883, 0.3076923076923077]",valid
0.9170000000000001,"[0.8961111111111111, 0.8688888888888889, 0.9544444444444444, 0.8794444444444445, 0.9861111111111112]",0.0,[56],6.0,0.0,0.769997997151777,"[0.7727825030376665, 0.729357798165137, 0.6434782608695647, 0.8981698732989202, 0.8062015503875964]",0.20855562310251924,0.0001,resnet50,0.8621593306124394,"[0.825974025974026, 0.7910447761194029, 0.8505747126436781, 0.8977485928705441, 0.9454545454545454]",[0.1],0.7042799822844239,"[0.726027397260274, 0.676595744680851, 0.5174825174825175, 0.8985915492957747, 0.7027027027027027]",train
