acc,acc_labels,bce1_loss,bce2_loss,epoch,exp,f1,f1_labels,loss,lr,prec,prec_labels,recall,recall_labels,train_mode,train_type
0.812,"[0.759, 0.7305, 0.922, 0.6945, 0.954]",0.43126491375267506,0.0,0.0,0.0,0.19838400467183603,"[0.12043795620437932, 0.09411764705882332, 0.0, 0.7560878243512968, 0.02127659574468061]",0.43126491375267506,0.0001,0.3346414432024019,"[0.4714285714285714, 0.4057971014492754, 0.0, 0.7190584662110858, 0.07692307692307691]",0.18635066444353132,"[0.06903765690376569, 0.053231939163498096, 0.0, 0.7971380471380471, 0.012345679012345678]",train,baseline
0.796969696969697,"[0.734006734006734, 0.7356902356902357, 0.9410774410774411, 0.6094276094276094, 0.9646464646464646]",0.44351207713286084,0.0,0.0,0.0,0.23000037411833052,"[0.4233576642335761, 0.024844720496894346, 0.0, 0.701799485861182, 0.0]",0.44351207713286084,0.0001,0.28110291332737436,"[0.38926174496644295, 0.3999999999999999, 0.0, 0.6162528216704289, 0.0]",0.2583491771909682,"[0.464, 0.01282051282051282, 0.0, 0.8149253731343283, 0.0]",valid,baseline
0.8206,"[0.7775, 0.728, 0.9225, 0.716, 0.959]",0.41700062409043315,0.0,1.0,0.0,0.23024659068269965,"[0.3035993740219089, 0.07796610169491507, 0.0, 0.7696674776966742, 0.0]",0.4027363344281912,0.0001,0.34088519644436666,"[0.6024844720496895, 0.359375, 0.0, 0.7425665101721439, 0.0]",0.20909533097117614,"[0.20292887029288703, 0.043726235741444866, 0.0, 0.7988215488215489, 0.0]",train,baseline
0.8249158249158249,"[0.7962962962962963, 0.7138047138047138, 0.9410774410774411, 0.7121212121212122, 0.9612794612794613]",0.4251624097426732,0.0,1.0,0.0,0.2867338655561899,"[0.4319248826291075, 0.2477876106194686, 0.0, 0.7539568345323736, 0.0]",0.40681274235248566,0.0001,0.3301010101010101,"[0.5227272727272727, 0.4, 0.0, 0.7277777777777777, 0.0]",0.2659153463451971,"[0.368, 0.1794871794871795, 0.0, 0.7820895522388059, 0.0]",valid,baseline
0.8099000000000002,"[0.755, 0.7335, 0.9275, 0.671, 0.9625]",0.4312019227445126,0.0,0.0,1.0,0.19764259102263154,"[0.20195439739413645, 0.025594149908592222, 0.026845637583892502, 0.7338187702265366, 0.0]",0.4312019227445126,0.0001,0.3245183116636139,"[0.45588235294117646, 0.25, 0.22222222222222218, 0.6944869831546707, 0.0]",0.18707067469950953,"[0.1297071129707113, 0.01348747591522158, 0.014285714285714285, 0.7778730703259005, 0.0]",train,baseline
0.8225589225589225,"[0.7811447811447811, 0.7205387205387206, 0.9158249158249159, 0.7407407407407407, 0.9545454545454546]",0.40765240639448164,0.0,0.0,1.0,0.19062665107617666,"[0.13333333333333305, 0.03488372093023246, 0.0, 0.7849162011173177, 0.0]",0.40765240639448164,0.0001,0.3032126276694521,"[0.4, 0.33333333333333326, 0.0, 0.7827298050139275, 0.0]",0.17710395078276708,"[0.08, 0.018404907975460124, 0.0, 0.7871148459383753, 0.0]",valid,baseline
0.8230999999999999,"[0.7705, 0.7425, 0.93, 0.7095, 0.963]",0.41463794860988856,0.0,1.0,1.0,0.23677534380912046,"[0.2949308755760365, 0.13153456998313637, 0.0, 0.7574112734864296, 0.0]",0.39807397447526455,0.0001,0.3639877388970829,"[0.5549132947976878, 0.527027027027027, 0.0, 0.7379983726606998, 0.0]",0.21077087981602052,"[0.200836820083682, 0.07514450867052024, 0.0, 0.7778730703259005, 0.0]",train,baseline
0.8191919191919192,"[0.7861952861952862, 0.7154882154882155, 0.9158249158249159, 0.7205387205387206, 0.9579124579124579]",0.42566667596499125,0.0,1.0,1.0,0.286662976040856,"[0.23030303030302993, 0.2211981566820273, 0.0, 0.7882653061224485, 0.19354838709677397]",0.44368094553550086,0.0001,0.4786195680457975,"[0.475, 0.4444444444444444, 0.0, 0.7236533957845434, 0.7499999999999999]",0.2551793186804374,"[0.152, 0.147239263803681, 0.0, 0.865546218487395, 0.1111111111111111]",valid,baseline
0.8085000000000001,"[0.7545, 0.729, 0.923, 0.6785, 0.9575]",0.4323986445367336,0.0,0.0,2.0,0.18048256021764372,"[0.10237659963436903, 0.07191780821917791, 0.0, 0.7281183932346716, 0.0]",0.4323986445367336,0.0001,0.2842080667986298,"[0.32941176470588235, 0.38181818181818183, 0.0, 0.7098103874690849, 0.0]",0.16953988729449504,"[0.06060606060606061, 0.03969754253308128, 0.0, 0.7473958333333334, 0.0]",train,baseline
0.8154882154882156,"[0.7575757575757576, 0.7441077441077442, 0.9208754208754208, 0.6868686868686869, 0.968013468013468]",0.4150613690416018,0.0,0.0,2.0,0.26792677364554696,"[0.3394495412844032, 0.24752475247524716, 0.0, 0.7526595744680844, 0.0]",0.4150613690416018,0.0001,0.34670114287662096,"[0.4805194805194805, 0.5102040816326531, 0.0, 0.7427821522309711, 0.0]",0.23772265496590714,"[0.2624113475177305, 0.16339869281045752, 0.0, 0.7628032345013477, 0.0]",valid,baseline
0.8217000000000001,"[0.7795, 0.7245, 0.9285, 0.7165, 0.9595]",0.41899549499154093,0.0,1.0,2.0,0.21427142235950333,"[0.2829268292682923, 0.024778761061946784, 0.0, 0.7636515214672775, 0.0]",0.4055923454463482,0.0001,0.299526969301487,"[0.5686274509803921, 0.19444444444444445, 0.0, 0.7345629510825983, 0.0]",0.1993366182756542,"[0.18831168831168832, 0.013232514177693762, 0.0, 0.7951388888888888, 0.0]",train,baseline
0.8222222222222222,"[0.7845117845117845, 0.7188552188552189, 0.9208754208754208, 0.7171717171717171, 0.9696969696969697]",0.40621167806287606,0.0,1.0,2.0,0.299978252762049,"[0.28888888888888853, 0.13471502590673545, 0.0, 0.7685950413223135, 0.3076923076923073]",0.3973619870841503,0.0001,0.46980214621059685,"[0.6666666666666666, 0.325, 0.0, 0.7859154929577464, 0.5714285714285714]",0.24638247250275938,"[0.18439716312056736, 0.08496732026143791, 0.0, 0.7520215633423181, 0.21052631578947367]",valid,baseline
