acc,acc_labels,aux,aux_batch,aux_layer_index,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,std_loss,train_mode
0.7435555555555555,"[0.7507222222222222, 0.7363888888888889]",1.0,10.0,16.0,0.5900830214222272,0.0,[56],1.0,0.0,0.010275494500696446,"[0.009710880600308919, 0.010840108401083971]",0.6621682794888815,0.0001,vgg16,0.20686830067590634,"[0.1456953642384106, 0.26804123711340205]",[0.1],0.005277372971922666,"[0.00502283105022831, 0.005531914893617021]",0.07208525891105334,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,16.0,0.555175415107182,0.0,[56],1.0,0.0,0.0,"[0.0, 0.0]",0.555175415107182,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7463333333333333,"[0.7561111111111111, 0.7365555555555555]",1.0,10.0,16.0,0.5769488402207692,0.0,[56],2.0,0.0,0.009336180764752166,"[0.004535147392290236, 0.014137214137214095]",0.6192112191518148,0.0001,vgg16,0.32121212121212117,"[0.3333333333333333, 0.3090909090909091]",[0.1],0.004758573788011269,"[0.00228310502283105, 0.00723404255319149]",0.04226237784139812,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,16.0,0.5566093879086631,0.0,[56],2.0,0.0,0.0,"[0.0, 0.0]",0.5566093879086631,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7479722222222223,"[0.7570555555555556, 0.7388888888888889]",1.0,10.0,16.0,0.5669929080208143,0.0,[56],3.0,0.0,0.00272913350011371,"[0.00545826700022742, 0.0]",0.607916166583697,0.0001,vgg16,0.35294117647058826,"[0.7058823529411765, 0.0]",[0.1],0.0013698630136986301,"[0.0027397260273972603, 0.0]",0.04092325787370404,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,16.0,0.5490165225097111,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.5490165225097111,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,16.0,0.5679159107804298,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.6109658074378967,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.043049896365652485,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,16.0,0.5517852859837669,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.5517852859837669,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,16.0,0.5673041330774625,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.6102806603908539,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.042976527900124586,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,16.0,0.5536366999149323,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.5536366999149323,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,16.0,0.5671167287230492,0.0,[56],6.0,0.0,0.0,"[0.0, 0.0]",0.6102523230512937,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.04313559484047194,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,16.0,0.551183208823204,0.0,[56],6.0,0.0,0.0,"[0.0, 0.0]",0.551183208823204,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,16.0,0.5667116377751032,0.0,[56],7.0,0.0,0.0,"[0.0, 0.0]",0.6097339643041293,0.0001,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.04302232600438098,train
