acc,acc_labels,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,recall,recall_labels,train_mode
0.8016666666666667,"[0.7444444444444445, 0.7144444444444444, 0.8955555555555555, 0.6972222222222222, 0.9566666666666667]",1.0,0.0,0.22235515187402352,"[0.22558922558922523, 0.0620437956204377, 0.0693069306930689, 0.7548358074673859, 0.0]",0.44358206821812524,0.0001,resnet50,0.29812100168208006,"[0.42948717948717946, 0.21794871794871795, 0.11864406779661017, 0.7245250431778929, 0.0]",0.20517654509534675,"[0.15296803652968036, 0.036170212765957444, 0.04895104895104895, 0.787793427230047, 0.0]",train
0.8312342569269522,"[0.7984886649874056, 0.7367758186397985, 0.9408060453400504, 0.7128463476070529, 0.9672544080604534]",1.0,0.0,0.182076143035047,"[0.0909090909090908, 0.04566210045662094, 0.0, 0.7738095238095233, 0.0]",0.3822850435972214,0.0001,resnet50,0.4301298701298701,"[0.7272727272727272, 0.7142857142857142, 0.0, 0.7090909090909091, 0.0]",0.18471962768494038,"[0.048484848484848485, 0.02358490566037736, 0.0, 0.851528384279476, 0.0]",valid
0.845111111111111,"[0.8094444444444444, 0.7494444444444445, 0.9194444444444444, 0.7872222222222223, 0.96]",2.0,0.0,0.3441686051188043,"[0.49335302806499215, 0.3029366306027817, 0.0, 0.8245533669262478, 0.09999999999999987]",0.3482342375649346,0.0001,resnet50,0.5448185394938305,"[0.698744769874477, 0.5536723163841808, 0.0, 0.8050089445438283, 0.6666666666666665]",0.29778273073998457,"[0.3812785388127854, 0.20851063829787234, 0.0, 0.8450704225352113, 0.05405405405405406]",train
0.8037783375314861,"[0.7153652392947103, 0.7115869017632241, 0.9370277078085643, 0.6851385390428212, 0.9697732997481109]",2.0,0.0,0.3666291291291287,"[0.4768518518518513, 0.3123123123123118, 0.0, 0.7106481481481476, 0.3333333333333329]",0.4107349291443825,0.0001,resnet50,0.4343354983691709,"[0.3857677902621723, 0.4297520661157025, 0.0, 0.7561576354679803, 0.5999999999999999]",0.35412007014709496,"[0.6242424242424243, 0.24528301886792453, 0.0, 0.6703056768558951, 0.23076923076923078]",valid
0.8865555555555555,"[0.865, 0.815, 0.9277777777777778, 0.8527777777777777, 0.9722222222222222]",3.0,0.0,0.580322836077548,"[0.6746987951807223, 0.5601056803170403, 0.261363636363636, 0.8771441817338891, 0.5283018867924523]",0.2679669088787503,0.0001,resnet50,0.7984960004081482,"[0.8155339805825242, 0.7386759581881533, 0.696969696969697, 0.8663003663003663, 0.875]",0.490777349111264,"[0.5753424657534246, 0.451063829787234, 0.16083916083916083, 0.888262910798122, 0.3783783783783784]",train
0.8156171284634761,"[0.7481108312342569, 0.707808564231738, 0.9332493702770781, 0.7191435768261965, 0.9697732997481109]",3.0,0.0,0.35529158865543264,"[0.45652173913043426, 0.1999999999999996, 0.0, 0.7866028708133965, 0.3333333333333329]",0.46154358983039856,0.0001,resnet50,0.41715166659888503,"[0.41379310344827586, 0.3717948717948718, 0.0, 0.7001703577512777, 0.5999999999999999]",0.3548065010708168,"[0.509090909090909, 0.13679245283018868, 0.0, 0.8973799126637555, 0.23076923076923078]",valid
0.9267777777777777,"[0.9066666666666666, 0.8861111111111111, 0.9566666666666667, 0.9027777777777778, 0.9816666666666667]",4.0,0.0,0.7743328543827507,"[0.7985611510791362, 0.7607934655775958, 0.6578947368421046, 0.918414918414918, 0.7359999999999994]",0.19052131474018097,0.0001,resnet50,0.8759274228836473,"[0.8409090909090909, 0.8423772609819121, 0.8823529411764706, 0.9120370370370371, 0.9019607843137255]",0.7049741538168927,"[0.7602739726027398, 0.6936170212765957, 0.5244755244755245, 0.9248826291079812, 0.6216216216216216]",train
0.8153652392947104,"[0.7481108312342569, 0.6964735516372796, 0.9319899244332494, 0.7443324937027708, 0.9559193954659949]",4.0,0.0,0.42233454410317944,"[0.48979591836734643, 0.3133903133903129, 0.12903225806451574, 0.7934893184130208, 0.3859649122807013]",0.4964590221643448,0.0001,resnet50,0.4365906922850846,"[0.42290748898678415, 0.39568345323741005, 0.2666666666666666, 0.7428571428571429, 0.3548387096774194]",0.44019276688349096,"[0.5818181818181818, 0.25943396226415094, 0.0851063829787234, 0.851528384279476, 0.4230769230769231]",valid
0.9486666666666667,"[0.9322222222222222, 0.9072222222222223, 0.9755555555555555, 0.9438888888888889, 0.9844444444444445]",5.0,0.0,0.8490826343594626,"[0.8561320754716976, 0.815876515986769, 0.8267716535433065, 0.9525152797367179, 0.7941176470588229]",0.1360650119682153,0.0001,resnet50,0.9005644208076162,"[0.8853658536585366, 0.8466819221967964, 0.9459459459459459, 0.9538606403013182, 0.8709677419354839]",0.8062340677513028,"[0.8287671232876712, 0.7872340425531915, 0.7342657342657343, 0.9511737089201878, 0.7297297297297297]",train
0.8110831234256928,"[0.7355163727959698, 0.7002518891687658, 0.9193954659949622, 0.7342569269521411, 0.9659949622166247]",5.0,0.0,0.460631779175837,"[0.48780487804878003, 0.36702127659574424, 0.304347826086956, 0.7718918918918913, 0.3720930232558135]",0.5035970956087112,0.0001,resnet50,0.47500965609690543,"[0.40816326530612246, 0.42073170731707316, 0.3111111111111111, 0.7644539614561028, 0.47058823529411764]",0.46331458696488087,"[0.6060606060606061, 0.32547169811320753, 0.2978723404255319, 0.7794759825327511, 0.3076923076923077]",valid
