acc,acc_labels,aux,aux_batch,aux_layer_index,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,std_loss,train_mode
0.7271944444444445,"[0.7325, 0.7218888888888889]",1.0,10.0,9.0,403.8690566271875,0.0,[56],1.0,0.0,0.07895493523336553,"[0.07846889952153083, 0.07944097094520021]",403.87462071087623,0.01,vgg16,0.2676432385625631,"[0.24260355029585798, 0.2926829268292683]",[0.1],0.04638054988827359,"[0.04680365296803653, 0.04595744680851064]",0.005569787193886943,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5475124210119248,0.0,[56],1.0,0.0,0.0,"[0.0, 0.0]",0.5475124210119248,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5678317857450909,0.0,[56],2.0,0.0,0.0,"[0.0, 0.0]",0.5678521817260318,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",2.039575492703147e-05,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5465058788657189,0.0,[56],2.0,0.0,0.0,"[0.0, 0.0]",0.5465058788657189,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5666882606016265,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.5667048212223583,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",1.6561675187678482e-05,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5737747848033905,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.5737747848033905,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5681418566571341,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.5681629671653112,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",2.1110592037745234e-05,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5468165054917336,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.5468165054917336,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
0.7477777777777779,"[0.7566666666666667, 0.7388888888888889]",1.0,10.0,9.0,0.5676029461953375,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.5676235286725893,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",2.058262344931203e-05,train
0.7625944584382871,"[0.792191435768262, 0.7329974811083123]",1.0,10.0,9.0,0.5548347741365433,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0]",0.5548347741365433,0.01,vgg16,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",0.0,valid
