acc,acc_labels,aux,aux_batch,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,freeze_mode,loss,lr,mask_use,prec,prec_labels,prob,recall,recall_labels,std_loss,train_mode
0.6013157894736842,"[0.6168421052631579, 0.5857894736842105]",0.0,4.0,0.8520940918671457,0.0,[56],0.0,0.0,0.48776118634588284,"[0.29044834307992157, 0.6850740296118442]",0.0,0.8520940918671457,0.001,0.0,0.4343785289929788,"[0.2551369863013699, 0.6136200716845878]",[0.1],0.5562331956193849,"[0.33710407239819007, 0.7753623188405797]",0.0,train
0.622478386167147,"[0.6195965417867435, 0.6253602305475504]",0.0,4.0,0.8566245351518903,0.0,[56],0.0,0.0,0.5272133237708179,"[0.2978723404255314, 0.7565543071161044]",0.0,0.8566245351518903,0.001,0.0,0.44148063209947325,"[0.26046511627906976, 0.6224961479198767]",[0.1],0.6560132821417454,"[0.34782608695652173, 0.964200477326969]",0.0,valid
0.6178947368421053,"[0.6373684210526316, 0.598421052631579]",0.0,4.0,0.8381919484389456,0.0,[56],1.0,0.0,0.544473208235219,"[0.3530516431924878, 0.7358947732779504]",0.0,0.8381919484389456,0.001,0.0,0.448641928681585,"[0.3017656500802568, 0.5955182072829132]",[0.1],0.6941008426782084,"[0.4253393665158371, 0.9628623188405797]",0.0,train
0.611671469740634,"[0.6152737752161384, 0.6080691642651297]",0.0,4.0,0.8480157511574882,0.0,[56],1.0,0.0,0.530265888143608,"[0.3171355498721222, 0.7433962264150938]",0.0,0.8480157511574882,0.001,0.0,0.44211490198738385,"[0.26956521739130435, 0.6146645865834633]",[0.1],0.6627136482900725,"[0.38509316770186336, 0.9403341288782816]",0.0,valid
0.6121052631578947,"[0.6310526315789474, 0.5931578947368421]",0.0,4.0,0.8358436038619593,0.0,[56],2.0,0.0,0.5391435825471884,"[0.3479069767441855, 0.7303801883501914]",0.0,0.8358436038619593,0.001,0.0,0.44464635983293593,"[0.29541864139020535, 0.5938740782756665]",[0.1],0.6857232441471572,"[0.4230769230769231, 0.9483695652173914]",0.0,train
0.611671469740634,"[0.6095100864553314, 0.6138328530259366]",0.0,4.0,0.8468571134975978,0.0,[56],2.0,0.0,0.518653390652622,"[0.2887139107611544, 0.7485928705440895]",0.0,0.8468571134975978,0.001,0.0,0.4333462132921175,"[0.25, 0.616692426584235]",[0.1],0.6469411049674617,"[0.3416149068322981, 0.9522673031026253]",0.0,valid
0.6102631578947368,"[0.621578947368421, 0.5989473684210527]",0.0,4.0,0.835039380349611,0.0,[56],3.0,0.0,0.5346973497443073,"[0.33732718894009167, 0.7320675105485228]",0.0,0.835039380349611,0.001,0.0,0.4414396417654315,"[0.2846034214618974, 0.5982758620689655]",[0.1],0.6784809659649813,"[0.41402714932126694, 0.9429347826086957]",0.0,train
0.5972622478386167,"[0.590778097982709, 0.6037463976945245]",0.0,4.0,0.8465291346822467,0.0,[56],3.0,0.0,0.5131309337605715,"[0.28643216080401956, 0.7398297067171234]",0.0,0.8465291346822467,0.001,0.0,0.4266794968453633,"[0.24050632911392406, 0.6128526645768025]",[0.1],0.6436057457122104,"[0.35403726708074534, 0.9331742243436754]",0.0,valid
0.6186842105263157,"[0.6268421052631579, 0.6105263157894737]",0.0,4.0,0.830252324279986,0.0,[56],4.0,0.0,0.5420662156420559,"[0.3465437788018428, 0.737588652482269]",0.0,0.830252324279986,0.001,0.0,0.44922003864461096,"[0.29237947122861585, 0.6060606060606061]",[0.1],0.6836841760115417,"[0.4253393665158371, 0.9420289855072463]",0.0,train
0.6023054755043227,"[0.5994236311239193, 0.6051873198847262]",0.0,4.0,0.8488200988088336,0.0,[56],4.0,0.0,0.5105265236797404,"[0.28350515463917475, 0.7375478927203061]",0.0,0.8488200988088336,0.001,0.0,0.4291453744493392,"[0.2422907488986784, 0.616]",[0.1],0.6302346610533806,"[0.3416149068322981, 0.918854415274463]",0.0,valid
0.6163157894736843,"[0.6310526315789474, 0.6015789473684211]",0.0,4.0,0.8312103089533354,0.0,[56],5.0,0.0,0.5429033069911635,"[0.35510579576816886, 0.7307008182141581]",0.0,0.8312103089533354,0.001,0.0,0.45043255541477634,"[0.2992248062015504, 0.6016403046280023]",[0.1],0.6834526034494065,"[0.43665158371040724, 0.9302536231884058]",0.0,train
0.5965417867435159,"[0.5965417867435159, 0.5965417867435159]",0.0,4.0,0.8500505770955767,0.0,[56],5.0,0.0,0.4994082365449033,"[0.2670157068062822, 0.7318007662835244]",0.0,0.8500505770955767,0.001,0.0,0.4209846153846154,"[0.23076923076923078, 0.6112]",[0.1],0.6142323485376303,"[0.3167701863354037, 0.9116945107398569]",0.0,valid
0.6086842105263157,"[0.6142105263157894, 0.6031578947368421]",0.0,4.0,0.8357460404697218,0.0,[56],6.0,0.0,0.5408930890478975,"[0.35418502202643126, 0.7276011560693636]",0.0,0.8357460404697218,0.001,0.0,0.44760577963702963,"[0.29004329004329005, 0.6051682692307693]",[0.1],0.6834444061905699,"[0.45475113122171945, 0.9121376811594203]",0.0,train
0.6109510086455332,"[0.6138328530259366, 0.6080691642651297]",0.0,4.0,0.8421324746949332,0.0,[56],6.0,0.0,0.5343709468223081,"[0.33333333333333287, 0.7354085603112834]",0.0,0.8421324746949332,0.001,0.0,0.4493489769638003,"[0.27800829875518673, 0.6206896551724138]",[0.1],0.6591485198416815,"[0.4161490683229814, 0.9021479713603818]",0.0,valid
0.6100000000000001,"[0.6210526315789474, 0.5989473684210527]",0.0,4.0,0.8304349623228374,0.0,[56],7.0,0.0,0.5418715977154153,"[0.35943060498220597, 0.7243125904486246]",0.0,0.8304349623228374,0.001,0.0,0.4495998657386143,"[0.2961876832844575, 0.6030120481927711]",[0.1],0.681858236605679,"[0.45701357466063347, 0.9067028985507246]",0.0,train
0.6023054755043228,"[0.5951008645533141, 0.6095100864553314]",0.0,4.0,0.8398885726928711,0.0,[56],7.0,0.0,0.5082113936993892,"[0.28132992327365675, 0.7350928641251216]",0.0,0.8398885726928711,0.001,0.0,0.4308234955369997,"[0.2391304347826087, 0.6225165562913907]",[0.1],0.6194948042514712,"[0.3416149068322981, 0.8973747016706444]",0.0,valid
0.608421052631579,"[0.61, 0.6068421052631578]",0.0,4.0,0.8271119782799169,0.0,[56],8.0,0.0,0.5413809088217905,"[0.35509138381201, 0.7276704338315708]",0.0,0.8271119782799169,0.001,0.0,0.4487255053405629,"[0.28854314002828857, 0.6089078706528371]",[0.1],0.6827619843924192,"[0.46153846153846156, 0.9039855072463768]",0.0,train
0.6023054755043228,"[0.5951008645533141, 0.6095100864553314]",0.0,4.0,0.8444155965532575,0.0,[56],8.0,0.0,0.5176036586411387,"[0.3027295285359797, 0.7324777887462977]",0.0,0.8444155965532575,0.001,0.0,0.4383226201408019,"[0.25206611570247933, 0.6245791245791246]",[0.1],0.6321617575119702,"[0.37888198757763975, 0.8854415274463007]",0.0,valid
0.6031578947368421,"[0.6068421052631578, 0.5994736842105263]",0.0,4.0,0.8284564018249512,0.0,[56],9.0,0.0,0.5387004777445763,"[0.3576956147893374, 0.7197053406998152]",0.0,0.8284564018249512,0.001,0.0,0.4474719142235549,"[0.2884882108183079, 0.606455617628802]",[0.1],0.6777760017050298,"[0.47058823529411764, 0.884963768115942]",0.0,train
0.6030259365994236,"[0.5878962536023055, 0.6181556195965417]",0.0,4.0,0.8461185267993382,0.0,[56],9.0,0.0,0.5111818632309212,"[0.28499999999999953, 0.7373637264618429]",0.0,0.8461185267993382,0.001,0.0,0.4345010992128218,"[0.2384937238493724, 0.6305084745762712]",[0.1],0.6209327146859573,"[0.35403726708074534, 0.8878281622911695]",0.0,valid
0.6031578947368421,"[0.6042105263157894, 0.6021052631578947]",0.0,4.0,0.8291464008783039,0.0,[56],10.0,0.0,0.5355853903157868,"[0.3528399311531837, 0.7183308494783899]",0.0,0.8291464008783039,0.001,0.0,0.4474244022503516,"[0.2847222222222222, 0.610126582278481]",[0.1],0.6684946553872385,"[0.4638009049773756, 0.8731884057971014]",0.0,train
0.5979827089337175,"[0.5951008645533141, 0.600864553314121]",0.0,4.0,0.843462313924517,0.0,[56],10.0,0.0,0.5236214379757197,"[0.319612590799031, 0.7276302851524085]",0.0,0.843462313924517,0.001,0.0,0.4403169294473642,"[0.2619047619047619, 0.6187290969899666]",[0.1],0.6464963904000949,"[0.40993788819875776, 0.883054892601432]",0.0,valid
0.6026315789473684,"[0.6021052631578947, 0.6031578947368421]",0.0,4.0,0.8279039608804803,0.0,[56],11.0,0.0,0.5396363044473964,"[0.36040609137055796, 0.7188665175242349]",0.0,0.8279039608804803,0.001,0.0,0.4493688555475628,"[0.28783783783783784, 0.6108998732572877]",[0.1],0.6775444291428946,"[0.4819004524886878, 0.8731884057971014]",0.0,train
