acc,acc_labels,bce1_loss,bce2_loss,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,recall,recall_labels,train_mode
0.998,"[0.9994444444444445, 0.9961111111111111, 0.9994444444444445, 0.9955555555555555, 0.9994444444444445]",0.006674204980178426,0.5900506092442407,0.0,1.0,0.9951816833917251,"[0.9988331388564755, 0.9925133689839566, 0.9960159362549795, 0.9961795606494742, 0.9923664122137399]",0.5967248121897379,0.0001,Y_net,0.9977169845238679,"[1.0, 0.9914529914529915, 1.0, 0.997131931166348, 1.0]",0.9926771998690367,"[0.9976689976689976, 0.9935760171306209, 0.9920634920634921, 0.9952290076335878, 0.9848484848484849]",train
0.8158690176322418,"[0.7896725440806045, 0.7015113350125944, 0.9143576826196473, 0.7141057934508817, 0.9596977329974811]",1.1824988558888436,0.5168709605932236,0.0,1.0,0.34778992190696884,"[0.3650190114068437, 0.31304347826086915, 0.1499999999999997, 0.7529923830250267, 0.1578947368421051]",1.6993698090314866,0.0001,Y_net,0.5717979474721048,"[0.5393258426966292, 0.4153846153846154, 0.375, 0.7792792792792793, 0.7499999999999999]",0.28748624128248357,"[0.27586206896551724, 0.25116279069767444, 0.09375, 0.728421052631579, 0.08823529411764706]",valid
0.9941111111111111,"[0.9938888888888889, 0.9922222222222222, 0.9966666666666667, 0.9905555555555555, 0.9972222222222222]",0.011405685826644509,0.5348420808712642,1.0,1.0,0.9801757583714791,"[0.9871944121071007, 0.9849785407725316, 0.9761904761904756, 0.9918854415274457, 0.9606299212598419]",0.4957707186539968,0.0001,Y_net,0.9883385766621762,"[0.986046511627907, 0.9870967741935484, 0.9761904761904762, 0.9923591212989494, 1.0]",0.9726118963066671,"[0.9883449883449883, 0.9828693790149893, 0.9761904761904762, 0.9914122137404581, 0.9242424242424242]",train
0.8259445843828714,"[0.7947103274559194, 0.7304785894206549, 0.9168765743073047, 0.7267002518891688, 0.9609571788413098]",1.1681436538696288,0.4834579825401306,1.0,1.0,0.3547440752977735,"[0.4436860068259381, 0.21323529411764675, 0.05714285714285699, 0.7805864509605657, 0.27906976744186013]",1.6038334593176842,0.0001,Y_net,0.5611926359730867,"[0.5462184873949579, 0.5087719298245614, 0.33333333333333326, 0.7509727626459144, 0.6666666666666665]",0.3057598213007399,"[0.3735632183908046, 0.13488372093023257, 0.03125, 0.8126315789473684, 0.17647058823529413]",valid
0.9971111111111111,"[0.9977777777777778, 0.9961111111111111, 0.9972222222222222, 0.9955555555555555, 0.9988888888888889]",0.010962794307205412,0.4938145226902432,2.0,1.0,0.9897280280595094,"[0.9953379953379948, 0.9925133689839566, 0.9797570850202423, 0.9961832061068697, 0.9848484848484843]",0.4218364165888892,0.0001,Y_net,0.9935645355492685,"[0.9953379953379954, 0.9914529914529915, 1.0, 0.9961832061068703, 0.9848484848484849]",0.9860526327482863,"[0.9953379953379954, 0.9935760171306209, 0.9603174603174603, 0.9961832061068703, 0.9848484848484849]",train
0.8080604534005038,"[0.7657430730478589, 0.7065491183879093, 0.8942065491183879, 0.7178841309823678, 0.9559193954659949]",1.0884123906493186,0.44956383282939594,2.0,1.0,0.3588990072740588,"[0.44642857142857095, 0.27414330218068494, 0.17647058823529366, 0.7511111111111106, 0.14634146341463386]",1.3107254013419152,0.0001,Y_net,0.4677529908134499,"[0.46296296296296297, 0.41509433962264153, 0.23684210526315788, 0.7952941176470588, 0.4285714285714285]",0.3152249774070773,"[0.43103448275862066, 0.20465116279069767, 0.140625, 0.7115789473684211, 0.08823529411764706]",valid
0.9975555555555555,"[0.9927777777777778, 0.9988888888888889, 0.9977777777777778, 0.9983333333333333, 1.0]",0.010450340798302527,0.4586259533961614,3.0,1.0,0.9930778112434993,"[0.9848308051341885, 0.9978632478632472, 0.9841269841269835, 0.9985680190930781, 0.9999999999999996]",0.36197322640154095,0.0001,Y_net,0.9929777580752948,"[0.985981308411215, 0.9957356076759062, 0.9841269841269841, 0.9990448901623686, 1.0]",0.9931803141726807,"[0.9836829836829837, 1.0, 0.9841269841269841, 0.9980916030534351, 1.0]",train
0.8042821158690175,"[0.783375314861461, 0.6712846347607053, 0.8652392947103275, 0.7418136020151134, 0.9596977329974811]",1.0396745834499597,0.4177920393645763,3.0,1.0,0.42890382648766934,"[0.434210526315789, 0.32558139534883673, 0.2517482517482512, 0.7729789590254701, 0.3599999999999996]",1.215937827527523,0.0001,Y_net,0.49594800789464716,"[0.5076923076923077, 0.36627906976744184, 0.22784810126582278, 0.8154205607476636, 0.5625]",0.3906052650199488,"[0.3793103448275862, 0.2930232558139535, 0.28125, 0.7347368421052631, 0.2647058823529412]",valid
0.9973333333333333,"[0.9938888888888889, 0.9994444444444445, 0.9961111111111111, 0.9983333333333333, 0.9988888888888889]",0.0099734227583071,0.42722079283661313,4.0,1.0,0.9882451186297102,"[0.9872241579558648, 0.9989304812834219, 0.9718875502008026, 0.9985680190930781, 0.9846153846153841]",0.3096659004688263,0.0001,Y_net,0.9928888543440575,"[0.9837962962962963, 0.9978632478632479, 0.983739837398374, 0.9990448901623686, 1.0]",0.9837564047487712,"[0.9906759906759907, 1.0, 0.9603174603174603, 0.9980916030534351, 0.9696969696969697]",train
0.8093198992443325,"[0.7984886649874056, 0.6763224181360201, 0.8803526448362721, 0.7342569269521411, 0.9571788413098237]",1.0149678036570549,0.3910012581944466,4.0,1.0,0.4206113842616257,"[0.42028985507246336, 0.35910224438902694, 0.21487603305785075, 0.7887887887887882, 0.31999999999999956]",1.199978817999363,0.0001,Y_net,0.4871405595118204,"[0.5686274509803921, 0.3870967741935484, 0.22807017543859648, 0.7519083969465649, 0.5]",0.38722197122423024,"[0.3333333333333333, 0.33488372093023255, 0.203125, 0.8294736842105264, 0.23529411764705882]",valid
