acc,acc_labels,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,pair,pair_loss,prec,prec_labels,prob,recall,recall_labels,train_mode
0.9427777777777777,"[0.9355555555555556, 0.95]",0.1649184693246045,0.0,[56],1.0,0.0,0.8753029780838786,"[0.8469656992084428, 0.9036402569593143]",1.6516766554779476,0.0001,resnet50,1.0,1.4867581844329834,0.951835874799358,"[0.9553571428571429, 0.9483146067415731]",[0.1],0.8118245960902897,"[0.7606635071090048, 0.8629856850715747]",train
0.7644836272040303,"[0.7720403022670025, 0.756926952141058]",0.7290789857506752,0.0,[56],1.0,0.0,0.0,"[0.0, 0.0]",0.7290789857506752,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.9758333333333333,"[0.9822222222222222, 0.9694444444444444]",0.07768274710979313,0.0,[56],2.0,0.0,0.9518939077676652,"[0.9612590799031472, 0.9425287356321833]",1.3876169582207998,0.0001,resnet50,1.0,1.3099342087904613,0.9731742405009731,"[0.9826732673267327, 0.9636752136752137]",[0.1],0.93152434119346,"[0.9407582938388626, 0.9222903885480572]",train
0.49244332493702775,"[0.22795969773299748, 0.756926952141058]",0.8944360390305519,0.0,[56],2.0,0.0,0.1856410256410255,"[0.371282051282051, 0.0]",0.8944360390305519,0.0001,resnet50,1.0,0.0,0.11397984886649874,"[0.22795969773299748, 0.0]",[0.1],0.5,"[1.0, 0.0]",valid
0.9830555555555556,"[0.9877777777777778, 0.9783333333333334]",0.05109559846653913,0.0,[56],3.0,0.0,0.9662532759503418,"[0.9734299516908206, 0.9590766002098631]",1.3034517288208007,0.0001,resnet50,1.0,1.25235612988472,0.9887623152709359,"[0.9926108374384236, 0.9849137931034483]",[0.1],0.9447683152579498,"[0.9549763033175356, 0.934560327198364]",train
0.49244332493702775,"[0.22795969773299748, 0.756926952141058]",0.9001419842243195,0.0,[56],3.0,0.0,0.1856410256410255,"[0.371282051282051, 0.0]",0.9001419842243195,0.0001,resnet50,1.0,0.0,0.11397984886649874,"[0.22795969773299748, 0.0]",[0.1],0.5,"[1.0, 0.0]",valid
0.9897222222222222,"[0.9905555555555555, 0.9888888888888889]",0.03899477809124316,0.0,[56],4.0,0.0,0.9794407812950636,"[0.9795427196149212, 0.979338842975206]",1.2583151333861882,0.0001,resnet50,1.0,1.2193203548590341,0.9923358055443543,"[0.9951100244498777, 0.9895615866388309]",[0.1],0.9668900648387753,"[0.9644549763033176, 0.9693251533742331]",train
0.7644836272040303,"[0.7720403022670025, 0.756926952141058]",0.8899502381682396,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.8899502381682396,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0]",[0.1],0.0,"[0.0, 0.0]",valid
0.9919444444444445,"[0.9938888888888889, 0.99]",0.029470406423529816,0.0,[56],5.0,0.0,0.9841571125370061,"[0.9867947178871543, 0.9815195071868579]",1.2330049759811825,0.0001,resnet50,1.0,1.203534566031562,0.9927835051546392,"[1.0, 0.9855670103092784]",[0.1],0.9757193808817686,"[0.9739336492890995, 0.9775051124744376]",train
0.49244332493702775,"[0.22795969773299748, 0.756926952141058]",0.8496664017438889,0.0,[56],5.0,0.0,0.1856410256410255,"[0.371282051282051, 0.0]",0.8496664017438889,0.0001,resnet50,1.0,0.0,0.11397984886649874,"[0.22795969773299748, 0.0]",[0.1],0.5,"[1.0, 0.0]",valid
0.9961111111111112,"[0.9955555555555555, 0.9966666666666667]",0.01602444402847646,0.0,[56],6.0,0.0,0.992170610575518,"[0.99047619047619, 0.9938650306748461]",1.1967423790031009,0.0001,resnet50,1.0,1.1807179398006864,0.9945401708398156,"[0.9952153110047847, 0.9938650306748467]",[0.1],0.9898235105980868,"[0.985781990521327, 0.9938650306748467]",train
0.49244332493702775,"[0.22795969773299748, 0.756926952141058]",1.247947871685028,0.0,[56],6.0,0.0,0.1856410256410255,"[0.371282051282051, 0.0]",1.247947871685028,0.0001,resnet50,1.0,0.0,0.11397984886649874,"[0.22795969773299748, 0.0]",[0.1],0.5,"[1.0, 0.0]",valid
0.995,"[0.9966666666666667, 0.9933333333333333]",0.021460886504630454,0.0,[56],7.0,0.0,0.9902684071575237,"[0.9928571428571424, 0.987679671457905]",1.1966612358887991,0.0001,resnet50,1.0,1.1752003451188406,0.99468011641099,"[0.9976076555023924, 0.9917525773195877]",[0.1],0.9858958702836818,"[0.9881516587677726, 0.983640081799591]",train
