epoch,exp,loss,lr,metric,train_mode,train_type
55.0,0.0,0.08766327088787443,0.0001,0.0,train,pretrain
55.0,0.0,0.08959354731169614,0.0001,0.0,valid,pretrain
56.0,0.0,0.08643903181193367,0.0001,0.0,train,pretrain
56.0,0.0,0.08821101689880545,0.0001,0.0,valid,pretrain
57.0,0.0,0.08525239002136957,0.0001,0.0,train,pretrain
57.0,0.0,0.08649167012084615,0.0001,0.0,valid,pretrain
58.0,0.0,0.08411506610730338,0.0001,0.0,train,pretrain
58.0,0.0,0.08622856776822697,0.0001,0.0,valid,pretrain
59.0,0.0,0.08312622800705925,0.0001,0.0,train,pretrain
59.0,0.0,0.08391912687908519,0.0001,0.0,valid,pretrain
60.0,0.0,0.08206741074247965,0.0001,0.0,train,pretrain
60.0,0.0,0.08323235742070458,0.0001,0.0,valid,pretrain
61.0,0.0,0.0809834927083954,0.0001,0.0,train,pretrain
61.0,0.0,0.08259580758484927,0.0001,0.0,valid,pretrain
62.0,0.0,0.07994745778185981,0.0001,0.0,train,pretrain
62.0,0.0,0.082847652787512,0.0001,0.0,valid,pretrain
63.0,0.0,0.07902837615637552,0.0001,0.0,train,pretrain
63.0,0.0,0.08100804618813774,0.0001,0.0,valid,pretrain
64.0,0.0,0.07826813109337337,0.0001,0.0,train,pretrain
64.0,0.0,0.08149626851081848,0.0001,0.0,valid,pretrain
65.0,0.0,0.07779133781081154,0.0001,0.0,train,pretrain
65.0,0.0,0.08079208840023387,0.0001,0.0,valid,pretrain
66.0,0.0,0.07651719226250572,0.0001,0.0,train,pretrain
66.0,0.0,0.07867238196459683,0.0001,0.0,valid,pretrain
67.0,0.0,0.0759857598514784,0.0001,0.0,train,pretrain
67.0,0.0,0.07696349376981909,0.0001,0.0,valid,pretrain
68.0,0.0,0.07509251595253036,0.0001,0.0,train,pretrain
68.0,0.0,0.07913558049635454,0.0001,0.0,valid,pretrain
69.0,0.0,0.0744331039133526,0.0001,0.0,train,pretrain
69.0,0.0,0.07829048552296379,0.0001,0.0,valid,pretrain
70.0,0.0,0.07400907576084137,0.0001,0.0,train,pretrain
70.0,0.0,0.07991412349722603,0.0001,0.0,valid,pretrain
71.0,0.0,0.07362460285898238,0.0001,0.0,train,pretrain
71.0,0.0,0.07950149747458371,0.0001,0.0,valid,pretrain
72.0,0.0,0.07273910839169745,0.0001,0.0,train,pretrain
72.0,0.0,0.07485318251631477,0.0001,0.0,valid,pretrain
73.0,0.0,0.07267048558782017,0.0001,0.0,train,pretrain
73.0,0.0,0.07597980716011742,0.0001,0.0,valid,pretrain
74.0,0.0,0.0717067290393133,0.0001,0.0,train,pretrain
74.0,0.0,0.0749973827465014,0.0001,0.0,valid,pretrain
75.0,0.0,0.07108596475824477,0.0001,0.0,train,pretrain
75.0,0.0,0.07406827942891554,0.0001,0.0,valid,pretrain
76.0,0.0,0.07047735970644724,0.0001,0.0,train,pretrain
76.0,0.0,0.07375068522312424,0.0001,0.0,valid,pretrain
77.0,0.0,0.07020365766116551,0.0001,0.0,train,pretrain
77.0,0.0,0.07266183976422656,0.0001,0.0,valid,pretrain
78.0,0.0,0.06971447424046577,0.0001,0.0,train,pretrain
78.0,0.0,0.07255690375512297,0.0001,0.0,valid,pretrain
79.0,0.0,0.06863841727849036,0.0001,0.0,train,pretrain
79.0,0.0,0.07250835644927892,0.0001,0.0,valid,pretrain
80.0,0.0,0.06808350737842303,0.0001,0.0,train,pretrain
80.0,0.0,0.07295377112247727,0.0001,0.0,valid,pretrain
81.0,0.0,0.06769825671873396,0.0001,0.0,train,pretrain
81.0,0.0,0.07530041648582979,0.0001,0.0,valid,pretrain
82.0,0.0,0.06745365563602675,0.0001,0.0,train,pretrain
82.0,0.0,0.07191125371239403,0.0001,0.0,valid,pretrain
83.0,0.0,0.06690170769653624,0.0001,0.0,train,pretrain
83.0,0.0,0.07046947187998077,0.0001,0.0,valid,pretrain
84.0,0.0,0.06646990344401389,0.0001,0.0,train,pretrain
84.0,0.0,0.07037319920279762,0.0001,0.0,valid,pretrain
85.0,0.0,0.06586126563331438,0.0001,0.0,train,pretrain
85.0,0.0,0.07074830308556557,0.0001,0.0,valid,pretrain
86.0,0.0,0.06571620738222486,0.0001,0.0,train,pretrain
86.0,0.0,0.06951998614452103,0.0001,0.0,valid,pretrain
87.0,0.0,0.06486508469023401,0.0001,0.0,train,pretrain
87.0,0.0,0.06914264200763269,0.0001,0.0,valid,pretrain
88.0,0.0,0.06451036716027865,0.0001,0.0,train,pretrain
88.0,0.0,0.06997275081547824,0.0001,0.0,valid,pretrain
89.0,0.0,0.06438492303566327,0.0001,0.0,train,pretrain
89.0,0.0,0.0684887793931094,0.0001,0.0,valid,pretrain
90.0,0.0,0.06354961018004114,0.0001,0.0,train,pretrain
90.0,0.0,0.06855363703586838,0.0001,0.0,valid,pretrain
91.0,0.0,0.06373671519141348,0.0001,0.0,train,pretrain
91.0,0.0,0.06732431663708253,0.0001,0.0,valid,pretrain
92.0,0.0,0.06295399994604171,0.0001,0.0,train,pretrain
92.0,0.0,0.0681740672073581,0.0001,0.0,valid,pretrain
93.0,0.0,0.06258928864484742,0.0001,0.0,train,pretrain
93.0,0.0,0.0671297579326413,0.0001,0.0,valid,pretrain
94.0,0.0,0.06278954972586935,0.0001,0.0,train,pretrain
94.0,0.0,0.06720683622089299,0.0001,0.0,valid,pretrain
95.0,0.0,0.061878544115830984,0.0001,0.0,train,pretrain
95.0,0.0,0.06670570881529288,0.0001,0.0,valid,pretrain
96.0,0.0,0.061116898402808206,0.0001,0.0,train,pretrain
96.0,0.0,0.06602503935044463,0.0001,0.0,valid,pretrain
97.0,0.0,0.061011710751151284,0.0001,0.0,train,pretrain
97.0,0.0,0.0662574984810569,0.0001,0.0,valid,pretrain
98.0,0.0,0.06099070898360676,0.0001,0.0,train,pretrain
98.0,0.0,0.06567558409138159,0.0001,0.0,valid,pretrain
99.0,0.0,0.06035833309094111,0.0001,0.0,train,pretrain
99.0,0.0,0.06630086560140956,0.0001,0.0,valid,pretrain
