epoch,exp,loss,lr,metric,train_mode,train_type
0.0,0.0,0.19938975715637208,0.0001,0.370923799591284,train,baseline
0.0,0.0,0.1832491026984321,0.0001,0.4445452957806263,valid,baseline
1.0,0.0,0.18374055834611258,0.0001,0.44122937143135754,train,baseline
1.0,0.0,0.1801528008999648,0.0001,0.468134509117311,valid,baseline
2.0,0.0,0.17800803399086,0.0001,0.4689697535058845,train,baseline
2.0,0.0,0.17106528911325666,0.0001,0.5083710371635145,valid,baseline
3.0,0.0,0.17327858557303746,0.0001,0.49505428196523726,train,baseline
3.0,0.0,0.16803983019457924,0.0001,0.527147021745757,valid,baseline
4.0,0.0,0.16958827990293504,0.0001,0.5126215456217789,train,baseline
4.0,0.0,0.1577682303333724,0.0001,0.5704571020605731,valid,baseline
5.0,0.0,0.16520968625942867,0.0001,0.5332766048992308,train,baseline
5.0,0.0,0.15463521745469835,0.0001,0.5849750914552001,valid,baseline
6.0,0.0,0.16235146802663802,0.0001,0.5465866557332895,train,baseline
6.0,0.0,0.15077504598432118,0.0001,0.6004545290173366,valid,baseline
7.0,0.0,0.15930797988176346,0.0001,0.5584416589062647,train,baseline
7.0,0.0,0.14852019951299386,0.0001,0.6082260007303818,valid,baseline
8.0,0.0,0.15612297703822453,0.0001,0.5731102269697836,train,baseline
8.0,0.0,0.14786778900910308,0.0001,0.6193405954216196,valid,baseline
9.0,0.0,0.15394601553678514,0.0001,0.5827044901459566,train,baseline
9.0,0.0,0.14970191250796672,0.0001,0.6015258108748853,valid,baseline
10.0,0.0,0.1510391274690628,0.0001,0.5945124102892537,train,baseline
10.0,0.0,0.14501534195409882,0.0001,0.6230876592577443,valid,baseline
11.0,0.0,0.14843252156178158,0.0001,0.6072257130241999,train,baseline
11.0,0.0,0.14032468144540433,0.0001,0.6434041650375422,valid,baseline
12.0,0.0,0.14648638232549033,0.0001,0.6143490241255869,train,baseline
12.0,0.0,0.14180941507220268,0.0001,0.640575482664,valid,baseline
13.0,0.0,0.14487712373336156,0.0001,0.6212029728511622,train,baseline
13.0,0.0,0.14409465936047058,0.0001,0.6285580860606538,valid,baseline
14.0,0.0,0.1423973163565,0.0001,0.631954217983167,train,baseline
14.0,0.0,0.13866135781561886,0.0001,0.6506493264526889,valid,baseline
15.0,0.0,0.13915556069215138,0.0001,0.6446356594794497,train,baseline
15.0,0.0,0.1382678203560688,0.0001,0.6555967467431059,valid,baseline
16.0,0.0,0.13815019849936166,0.0001,0.6482216327953526,train,baseline
16.0,0.0,0.13914351082510418,0.0001,0.6522106133800333,valid,baseline
17.0,0.0,0.1358040599822998,0.0001,0.65881887090946,train,baseline
17.0,0.0,0.1340382798678345,0.0001,0.6685043800238029,valid,baseline
18.0,0.0,0.13313116037845613,0.0001,0.6692260196241685,train,baseline
18.0,0.0,0.1408961514631907,0.0001,0.6354803234834874,valid,baseline
19.0,0.0,0.13064260067542394,0.0001,0.6799984024723483,train,baseline
19.0,0.0,0.1500985444419914,0.0001,0.5823562925789173,valid,baseline
20.0,0.0,0.12964777358373006,0.0001,0.6838310071033187,train,baseline
20.0,0.0,0.13567269910816793,0.0001,0.661213368339381,valid,baseline
21.0,0.0,0.12628202080726625,0.0001,0.6967689655157056,train,baseline
21.0,0.0,0.1344619460955814,0.0001,0.664318450328082,valid,baseline
22.0,0.0,0.12475095216433207,0.0001,0.702940286893168,train,baseline
22.0,0.0,0.13206988117761082,0.0001,0.684270513063124,valid,baseline
23.0,0.0,0.12218227442105611,0.0001,0.7134143731727394,train,baseline
23.0,0.0,0.13249308809086127,0.0001,0.6893147911508193,valid,baseline
24.0,0.0,0.12020078265666961,0.0001,0.7194581995175916,train,baseline
24.0,0.0,0.13741399030442591,0.0001,0.6634414623014117,valid,baseline
25.0,0.0,0.11793940838177999,0.0001,0.7280770900945652,train,baseline
25.0,0.0,0.1417912113721724,0.0001,0.6333472573426677,valid,baseline
26.0,0.0,0.11487633200486501,0.0001,0.7396661657904049,train,baseline
26.0,0.0,0.13036638015398272,0.0001,0.6839827567849517,valid,baseline
27.0,0.0,0.11321199071407319,0.0001,0.7460772332246538,train,baseline
27.0,0.0,0.13691073525007125,0.0001,0.6676815578318271,valid,baseline
28.0,0.0,0.11072860379020373,0.0001,0.7551830847690335,train,baseline
28.0,0.0,0.13339973406659233,0.0001,0.6816027411113912,valid,baseline
29.0,0.0,0.10787428869803746,0.0001,0.7648046661913985,train,baseline
29.0,0.0,0.13588334744175276,0.0001,0.6689244982692031,valid,baseline
30.0,0.0,0.10518440109491348,0.0001,0.7739278452678786,train,baseline
30.0,0.0,0.14073296553558773,0.0001,0.6538169400167936,valid,baseline
31.0,0.0,0.10234837865829467,0.0001,0.7845447741334745,train,baseline
31.0,0.0,0.1329878539674812,0.0001,0.6919833770424317,valid,baseline
32.0,0.0,0.0997287974456946,0.0001,0.7938826753574508,train,baseline
32.0,0.0,0.14203284860209184,0.0001,0.6725731725108142,valid,baseline
33.0,0.0,0.09638622656464577,0.0001,0.8055696947043025,train,baseline
33.0,0.0,0.13871469307276937,0.0001,0.6701206424375072,valid,baseline
34.0,0.0,0.0940141025086244,0.0001,0.8125597758952987,train,baseline
34.0,0.0,0.1414031787878937,0.0001,0.6807066765118788,valid,baseline
35.0,0.0,0.09161328774690627,0.0001,0.8206331567710474,train,baseline
35.0,0.0,0.14177780446630936,0.0001,0.6718755589498998,valid,baseline
36.0,0.0,0.08746820962429047,0.0001,0.833894873671575,train,baseline
36.0,0.0,0.14996921257288368,0.0001,0.65955839342048,valid,baseline
37.0,0.0,0.08468665774663289,0.0001,0.8427016608852561,train,baseline
37.0,0.0,0.1544392256549111,0.0001,0.6496537236814108,valid,baseline
38.0,0.0,0.08205090370774269,0.0001,0.8512856143960319,train,baseline
38.0,0.0,0.14423012436815985,0.0001,0.6853087505279538,valid,baseline
39.0,0.0,0.07864003977179528,0.0001,0.8613493338378347,train,baseline
39.0,0.0,0.14901780668232176,0.0001,0.662482573308786,valid,baseline
40.0,0.0,0.07511696332196395,0.0001,0.871762428502782,train,baseline
40.0,0.0,0.1522515939755572,0.0001,0.6573627415604102,valid,baseline
41.0,0.0,0.07235952139894168,0.0001,0.8791288471129559,train,baseline
41.0,0.0,0.1500731845282846,0.0001,0.6726332259350848,valid,baseline
42.0,0.0,0.06832921407620111,0.0001,0.8913022927536406,train,baseline
42.0,0.0,0.15702373893172653,0.0001,0.6580377256620319,valid,baseline
43.0,0.0,0.06669116647044818,0.0001,0.8949954196884629,train,baseline
43.0,0.0,0.1656610855349788,0.0001,0.657477806472045,valid,baseline
44.0,0.0,0.06266567607223987,0.0001,0.9062829454567343,train,baseline
44.0,0.0,0.16737109491670574,0.0001,0.6574271996322416,valid,baseline
45.0,0.0,0.06018818984429042,0.0001,0.9123442834847331,train,baseline
45.0,0.0,0.1642865941480354,0.0001,0.6686836787044103,valid,baseline
46.0,0.0,0.056852733865380284,0.0001,0.9211561961051992,train,baseline
46.0,0.0,0.17397750638149403,0.0001,0.6600349856742701,valid,baseline
47.0,0.0,0.05375871545573076,0.0001,0.9283160264306198,train,baseline
47.0,0.0,0.1806629435331733,0.0001,0.637829483410392,valid,baseline
48.0,0.0,0.05143266506989797,0.0001,0.9336938908103998,train,baseline
48.0,0.0,0.18256329807142416,0.0001,0.6639574637620385,valid,baseline
49.0,0.0,0.04841054437061151,0.0001,0.940256703333477,train,baseline
49.0,0.0,0.18543579981282907,0.0001,0.6529187723155236,valid,baseline
50.0,0.0,0.046579312890768054,0.0001,0.944226834076993,train,baseline
50.0,0.0,0.18444423529284973,0.0001,0.6438533085413078,valid,baseline
51.0,0.0,0.04383322743574778,0.0001,0.9502236315789722,train,baseline
51.0,0.0,0.19395999458652954,0.0001,0.650000118707706,valid,baseline
52.0,0.0,0.042928927548229696,0.0001,0.9518941330822647,train,baseline
52.0,0.0,0.19720258287809514,0.0001,0.6338715554514747,valid,baseline
53.0,0.0,0.039888574530680974,0.0001,0.957928341212241,train,baseline
53.0,0.0,0.20031247881275635,0.0001,0.6365042840132411,valid,baseline
54.0,0.0,0.03772555744151274,0.0001,0.9619820121462235,train,baseline
54.0,0.0,0.1970122670409856,0.0001,0.6683915343851472,valid,baseline
55.0,0.0,0.03577801775932312,0.0001,0.9655295406124449,train,baseline
55.0,0.0,0.2013854926659001,0.0001,0.6629511198152868,valid,baseline
56.0,0.0,0.035442966019113856,0.0001,0.9660786223365695,train,baseline
56.0,0.0,0.2032772044616717,0.0001,0.6438385112902966,valid,baseline
57.0,0.0,0.03346443876375755,0.0001,0.9694362406095676,train,baseline
57.0,0.0,0.20766426415907013,0.0001,0.6496739707706716,valid,baseline
58.0,0.0,0.030583194476862748,0.0001,0.9740477694277406,train,baseline
58.0,0.0,0.21511128944931207,0.0001,0.6524035685636744,valid,baseline
59.0,0.0,0.03163561267902454,0.0001,0.9723434434504364,train,baseline
59.0,0.0,0.2165579586117356,0.0001,0.6577241649098274,valid,baseline
60.0,0.0,0.02997580741594235,0.0001,0.9749794228718357,train,baseline
60.0,0.0,0.2144461772232144,0.0001,0.6457302959983456,valid,baseline
61.0,0.0,0.02911675987392664,0.0001,0.9762232049869203,train,baseline
61.0,0.0,0.2139387143154939,0.0001,0.6737044368966703,valid,baseline
62.0,0.0,0.027069774632652602,0.0001,0.9792536840094541,train,baseline
62.0,0.0,0.22009915472180755,0.0001,0.6429720635497775,valid,baseline
63.0,0.0,0.027324562715987363,0.0001,0.9788267466668058,train,baseline
63.0,0.0,0.22026090006585475,0.0001,0.6664842427579061,valid,baseline
64.0,0.0,0.024863975919783114,0.0001,0.9822314417167819,train,baseline
64.0,0.0,0.22690966228644052,0.0001,0.6583974199586824,valid,baseline
65.0,0.0,0.024379406391332546,0.0001,0.9827081589995601,train,baseline
65.0,0.0,0.2336041128469838,0.0001,0.6540392820659349,valid,baseline
66.0,0.0,0.024586100849012534,0.0001,0.9826327373134117,train,baseline
66.0,0.0,0.22988884068197674,0.0001,0.6588569176232231,valid,baseline
67.0,0.0,0.023225005547205607,0.0001,0.9844266188739207,train,baseline
67.0,0.0,0.2378278365013776,0.0001,0.6668969420579678,valid,baseline
68.0,0.0,0.02235326946526766,0.0001,0.9853417929870368,train,baseline
68.0,0.0,0.23894695413333397,0.0001,0.6591122702809877,valid,baseline
69.0,0.0,0.02241199312110742,0.0001,0.9851214893566753,train,baseline
69.0,0.0,0.2380576438649937,0.0001,0.6758679638679601,valid,baseline
70.0,0.0,0.021291339889168738,0.0001,0.9866959707825265,train,baseline
70.0,0.0,0.24263821507769603,0.0001,0.66221921980197,valid,baseline
