mask_use,freeze_mode,lr,exp,cell,cell_size,prob,train_mode,epoch,loss,prec,recall,acc,f1
True,False,0.0001,0,True,14,0.01,train,19,0.5800272822380066,0.7262737262737263,0.8286474164133738,0.7225370531822145,0.7740905057675245
True,False,0.0001,0,True,14,0.01,valid,19,0.6847162246704102,0.6819338422391857,0.7635327635327636,0.6533333333333333,0.7204301075268819
True,False,0.0001,0,True,14,0.01,train,20,0.5542471408843994,0.7203052422030525,0.8248480243161094,0.7157802964254577,0.7690400283386469
True,False,0.0001,0,True,14,0.01,valid,20,0.6439721584320068,0.681592039800995,0.7806267806267806,0.6583333333333333,0.7277556440903055
True,False,0.0001,0,True,14,0.01,train,21,0.5681034326553345,0.7212462711302619,0.8267477203647416,0.7173060156931125,0.7704018410338114
True,False,0.0001,0,True,14,0.01,valid,21,0.6745997667312622,0.6715686274509803,0.7806267806267806,0.6483333333333333,0.7220026350461133
True,False,0.0001,0,True,14,0.01,train,22,0.5407217144966125,0.7279706275033377,0.8286474164133738,0.7240627724498693,0.7750533049040512
True,False,0.0001,0,True,14,0.01,valid,22,0.7013738751411438,0.6766917293233082,0.7692307692307693,0.65,0.72
True,False,0.0001,0,True,14,0.01,train,23,0.5862191915512085,0.7164374590700721,0.831306990881459,0.7144725370531823,0.7696095673584243
True,False,0.0001,0,True,14,0.01,valid,23,0.6598593592643738,0.6763990267639902,0.792022792022792,0.6566666666666666,0.7296587926509187
True,False,0.0001,0,True,14,0.01,train,24,0.5290902256965637,0.722632639355272,0.817629179331307,0.7153443766346992,0.7672014260249554
True,False,0.0001,0,True,14,0.01,valid,24,0.6333231329917908,0.6757425742574258,0.7777777777777778,0.6516666666666666,0.7231788079470199
True,False,0.0001,0,True,14,0.01,train,25,0.5466446280479431,0.7142857142857143,0.8320668693009119,0.7127288578901482,0.7686907686907687
True,False,0.0001,0,True,14,0.01,valid,25,0.6252487897872925,0.685785536159601,0.7834757834757835,0.6633333333333333,0.7313829787234042
True,False,0.0001,0,True,14,0.01,train,26,0.4988284707069397,0.72167325428195,0.8324468085106383,0.7197035745422842,0.7731122088920256
True,False,0.0001,0,True,14,0.01,valid,26,0.5978530645370483,0.6791979949874687,0.7720797720797721,0.6533333333333333,0.7226666666666667
True,False,0.0001,0,True,14,0.01,train,27,0.5760456323623657,0.7206759443339961,0.8263677811550152,0.7166521360069747,0.7699115044247788
True,False,0.0001,0,True,14,0.01,valid,27,0.6549500823020935,0.6774193548387096,0.7777777777777778,0.6533333333333333,0.7241379310344828
True,False,0.0001,0,True,14,0.01,train,28,0.541301965713501,0.7201850016518004,0.8282674772036475,0.716870095902354,0.7704541438416681
True,False,0.0001,0,True,14,0.01,valid,28,0.6641366481781006,0.6796116504854369,0.7977207977207977,0.6616666666666666,0.7339449541284404
True,False,0.0001,0,True,14,0.01,train,29,0.546870768070221,0.7208053691275168,0.8161094224924013,0.7131647776809067,0.7655024946543123
True,False,0.0001,0,True,14,0.01,valid,29,0.6286528706550598,0.6853658536585366,0.8005698005698005,0.6683333333333333,0.7385019710906702
True,False,0.0001,0,True,14,0.01,train,30,0.5742612481117249,0.7190679356744338,0.8324468085106383,0.7173060156931125,0.7716147209015671
True,False,0.0001,0,True,14,0.01,valid,30,0.6472691297531128,0.6822660098522167,0.7891737891737892,0.6616666666666666,0.7318361955085865
True,False,0.0001,0,True,14,0.01,train,31,0.5487566590309143,0.7168258149489628,0.8271276595744681,0.713382737576286,0.768036690774387
True,False,0.0001,0,True,14,0.01,valid,31,0.6062418222427368,0.6766917293233082,0.7692307692307693,0.65,0.72
True,False,0.0001,0,True,14,0.01,train,32,0.5580166578292847,0.7172413793103448,0.8297872340425532,0.7146904969485615,0.7694204685573367
True,False,0.0001,0,True,14,0.01,valid,32,0.6964788436889648,0.6765432098765433,0.7806267806267806,0.6533333333333333,0.7248677248677249
True,False,0.0001,0,True,14,0.01,train,33,0.5477957129478455,0.7187810533289168,0.824468085106383,0.7142545771578029,0.7680056627145637
True,False,0.0001,0,True,14,0.01,valid,33,0.6427621841430664,0.6826196473551638,0.7720797720797721,0.6566666666666666,0.7245989304812835
True,False,0.0001,0,True,14,0.01,train,34,0.6268986463546753,0.7153744201457919,0.8202887537993921,0.7096774193548387,0.7642477876106194
True,False,0.0001,0,True,14,0.01,valid,34,0.6048443913459778,0.6731707317073171,0.7863247863247863,0.6516666666666666,0.7253613666228647
True,False,0.0001,0,True,14,0.01,train,35,0.5662575960159302,0.7182959048877147,0.8263677811550152,0.7144725370531823,0.7685512367491166
True,False,0.0001,0,True,14,0.01,valid,35,0.6255442500114441,0.6774193548387096,0.7777777777777778,0.6533333333333333,0.7241379310344828
True,False,0.0001,0,True,14,0.01,train,36,0.568897545337677,0.7088772845953003,0.8252279635258358,0.7053182214472538,0.7626404494382022
True,False,0.0001,0,True,14,0.01,valid,36,0.616654098033905,0.6707021791767555,0.7891737891737892,0.65,0.7251308900523561
True,False,0.0001,0,True,14,0.01,train,37,0.5499656796455383,0.716688654353562,0.8256079027355623,0.7127288578901482,0.7673022598870057
True,False,0.0001,0,True,14,0.01,valid,37,0.6078614592552185,0.6884422110552764,0.7806267806267806,0.665,0.7316421895861147
True,False,0.0001,0,True,14,0.01,train,38,0.5504209995269775,0.7211314475873544,0.8233282674772037,0.7159982563208369,0.7688486783750222
True,False,0.0001,0,True,14,0.01,valid,38,0.6108748316764832,0.68,0.7749287749287749,0.655,0.7243675099866844
True,False,0.0001,0,True,14,0.01,train,39,0.5794588923454285,0.7222591362126246,0.8259878419452887,0.7179598953792502,0.7706487061325771
True,False,0.0001,0,True,14,0.01,valid,39,0.6211512088775635,0.6766169154228856,0.7749287749287749,0.6516666666666666,0.7224435590969455
True,False,0.0001,0,True,14,0.01,train,40,0.5761906504631042,0.7158488063660478,0.8202887537993921,0.7101133391455972,0.7645184135977338
True,False,0.0001,0,True,14,0.01,valid,40,0.6187865138053894,0.6723300970873787,0.7891737891737892,0.6516666666666666,0.7260812581913499
True,False,0.0001,0,True,14,0.01,train,41,0.5453698635101318,0.7117704597326378,0.8294072948328267,0.7094594594594594,0.7660993156694156
True,False,0.0001,0,True,14,0.01,valid,41,0.685577929019928,0.6765432098765433,0.7806267806267806,0.6533333333333333,0.7248677248677249
True,False,0.0001,0,True,14,0.01,train,42,0.548754870891571,0.7223340040241448,0.8183890577507599,0.7153443766346992,0.7673672960456004
True,False,0.0001,0,True,14,0.01,valid,42,0.7280148267745972,0.6831683168316832,0.7863247863247863,0.6616666666666666,0.7311258278145695
True,False,0.0001,0,True,14,0.01,train,43,0.5978463888168335,0.7220753469927297,0.8301671732522796,0.7192676547515258,0.7723577235772358
True,False,0.0001,0,True,14,0.01,valid,43,0.6108711957931519,0.6791044776119403,0.7777777777777778,0.655,0.7250996015936255
True,False,0.0001,0,True,14,0.01,train,44,0.5792201161384583,0.7222222222222222,0.834726443768997,0.7210113339145597,0.7744095875925272
True,False,0.0001,0,True,14,0.01,valid,44,0.6169905662536621,0.6756756756756757,0.7834757834757835,0.6533333333333333,0.725593667546174
True,False,0.0001,0,True,14,0.01,train,45,0.563562273979187,0.7155570204350692,0.8248480243161094,0.7114210985178727,0.7663254500529473
True,False,0.0001,0,True,14,0.01,valid,45,0.6801431179046631,0.6732186732186732,0.7806267806267806,0.65,0.7229551451187334
True,False,0.0001,0,True,14,0.01,train,46,0.5412271022796631,0.7205443079986724,0.8248480243161094,0.7159982563208369,0.7691762621789193
True,False,0.0001,0,True,14,0.01,valid,46,0.7001762390136719,0.6741854636591479,0.7663817663817664,0.6466666666666666,0.7173333333333334
True,False,0.0001,0,True,14,0.01,train,47,0.5048491954803467,0.7192282102461743,0.8214285714285714,0.7136006974716652,0.7669386307201135
True,False,0.0001,0,True,14,0.01,valid,47,0.6531671285629272,0.684863523573201,0.7863247863247863,0.6633333333333333,0.7320954907161803
True,False,0.0001,0,True,14,0.01,train,48,0.5502568483352661,0.7216358839050132,0.831306990881459,0.7192676547515258,0.7725988700564972
True,False,0.0001,0,True,14,0.01,valid,48,0.6653298139572144,0.6775,0.7720797720797721,0.6516666666666666,0.7217043941411451
True,False,0.0001,0,True,14,0.01,train,49,0.5346320867538452,0.7195486226352472,0.8237082066869301,0.7146904969485615,0.7681133746678476
True,False,0.0001,0,True,14,0.01,valid,49,0.6501478552818298,0.6791979949874687,0.7720797720797721,0.6533333333333333,0.7226666666666667
True,False,0.0001,0,True,14,0.01,train,50,0.5618023872375488,0.7188328912466844,0.8237082066869301,0.7140366172624237,0.7677053824362606
True,False,0.0001,0,True,14,0.01,valid,50,0.6422842741012573,0.6758104738154613,0.7720797720797721,0.65,0.7207446808510638
True,False,0.0001,0,True,14,0.01,train,51,0.5316729545593262,0.7168694508385399,0.8282674772036475,0.7138186573670444,0.768552793936189
True,False,0.0001,0,True,14,0.01,valid,51,0.6432722210884094,0.6733167082294265,0.7692307692307693,0.6466666666666666,0.7180851063829788
True,False,0.0001,0,True,14,0.01,train,52,0.5522351861000061,0.7172050098879367,0.8267477203647416,0.7136006974716652,0.7680903635721849
True,False,0.0001,0,True,14,0.01,valid,52,0.6193068027496338,0.674937965260546,0.7749287749287749,0.65,0.7214854111405835
True,False,0.0001,0,True,14,0.01,train,53,0.5678755044937134,0.719344262295082,0.8335866261398176,0.7179598953792502,0.7722632875747976
True,False,0.0001,0,True,14,0.01,valid,53,0.6331590414047241,0.6675,0.7606837606837606,0.6383333333333333,0.7110519307589879
True,False,0.0001,0,True,14,0.01,train,54,0.6272878646850586,0.7215909090909091,0.8202887537993921,0.7153443766346992,0.7677809388335705
True,False,0.0001,0,True,14,0.01,valid,54,0.6551614999771118,0.6860759493670886,0.7720797720797721,0.66,0.7265415549597857
True,False,0.0001,0,True,14,0.01,train,55,0.5638952255249023,0.7261231281198003,0.8290273556231003,0.7225370531822145,0.7741706581514989
True,False,0.0001,0,True,14,0.01,valid,55,0.6143511533737183,0.6814814814814815,0.7863247863247863,0.66,0.7301587301587301
True,False,0.0001,0,True,14,0.01,train,56,0.564863383769989,0.7215815485996705,0.8320668693009119,0.719485614646905,0.7728957120169402
True,False,0.0001,0,True,14,0.01,valid,56,0.6548996567726135,0.6765432098765433,0.7806267806267806,0.6533333333333333,0.7248677248677249
True,False,0.0001,0,True,14,0.01,train,57,0.5858929753303528,0.7209756097560975,0.8423252279635258,0.7225370531822145,0.7769405992640617
True,False,0.0001,0,True,14,0.01,valid,57,0.6987492442131042,0.6825,0.7777777777777778,0.6583333333333333,0.7270306258322238
True,False,0.0001,0,True,14,0.01,train,58,0.609550952911377,0.7273945077026122,0.8252279635258358,0.7223190932868352,0.7732289070843716
True,False,0.0001,0,True,14,0.01,valid,58,0.6615338921546936,0.68,0.7749287749287749,0.655,0.7243675099866844
True,False,0.0001,0,True,14,0.01,train,59,0.6114998459815979,0.7201728148886674,0.8233282674772037,0.71512641673932,0.7683034922886014
True,False,0.0001,0,True,14,0.01,valid,59,0.7156062126159668,0.674937965260546,0.7749287749287749,0.65,0.7214854111405835
True,False,0.0001,0,True,14,0.01,train,60,0.540505588054657,0.7218915343915344,0.8294072948328267,0.7188317349607672,0.7719236209335218
True,False,0.0001,0,True,14,0.01,valid,60,0.6397210359573364,0.6780487804878049,0.792022792022792,0.6583333333333333,0.7306176084099869
True,False,0.0001,0,True,14,0.01,train,61,0.6282503008842468,0.7147107438016529,0.8214285714285714,0.7094594594594594,0.7643627364327381
True,False,0.0001,0,True,14,0.01,valid,61,0.5909185409545898,0.6840796019900498,0.7834757834757835,0.6616666666666666,0.7304116865869854
True,False,0.0001,0,True,14,0.01,train,62,0.5908206105232239,0.7177206851119895,0.827887537993921,0.7144725370531823,0.768877911079746
True,False,0.0001,0,True,14,0.01,valid,62,0.661357045173645,0.6772616136919315,0.7891737891737892,0.6566666666666666,0.7289473684210526
True,False,0.0001,0,True,14,0.01,train,63,0.592111349105835,0.7165380744716539,0.8115501519756839,0.7077157802964255,0.7610903260288617
True,False,0.0001,0,True,14,0.01,valid,63,0.6489822864532471,0.6755447941888619,0.7948717948717948,0.6566666666666666,0.7303664921465968
True,False,0.0001,0,True,14,0.01,train,64,0.5806202292442322,0.720568783068783,0.827887537993921,0.7170880557977333,0.7705091937765205
True,False,0.0001,0,True,14,0.01,valid,64,0.6332690119743347,0.681704260651629,0.7749287749287749,0.6566666666666666,0.7253333333333332
True,False,0.0001,0,True,14,0.01,train,65,0.5201797485351562,0.7179913535084802,0.8202887537993921,0.7120749782040104,0.7657386061358398
True,False,0.0001,0,True,14,0.01,valid,65,0.6406031847000122,0.6798029556650246,0.7863247863247863,0.6583333333333333,0.7291941875825627
True,False,0.0001,0,True,14,0.01,train,66,0.518988311290741,0.7222770648239553,0.833966565349544,0.7207933740191804,0.7741139128901428
True,False,0.0001,0,True,14,0.01,valid,66,0.5875577926635742,0.6864197530864198,0.792022792022792,0.6666666666666666,0.7354497354497355
True,False,0.0001,0,True,14,0.01,train,67,0.5547016859054565,0.7192923898531375,0.8187689969604863,0.7127288578901482,0.7658137882018479
True,False,0.0001,0,True,14,0.01,valid,67,0.6308977007865906,0.6805896805896806,0.7891737891737892,0.66,0.7308707124010555
True,False,0.0001,0,True,14,0.01,train,68,0.5608094930648804,0.7186261558784677,0.8267477203647416,0.7149084568439407,0.768904593639576
True,False,0.0001,0,True,14,0.01,valid,68,0.6764509677886963,0.6743002544529262,0.7549857549857549,0.6433333333333333,0.7123655913978494
True,False,0.0001,0,True,14,0.01,train,69,0.5570882558822632,0.7192807192807192,0.8206686930091185,0.713382737576286,0.766637089618456
True,False,0.0001,0,True,14,0.01,valid,69,0.6903697848320007,0.684863523573201,0.7863247863247863,0.6633333333333333,0.7320954907161803
True,False,0.0001,0,True,14,0.01,train,70,0.5535447597503662,0.7193098871930989,0.8237082066869301,0.7144725370531823,0.7679773290825362
True,False,0.0001,0,True,14,0.01,valid,70,0.6498742699623108,0.6773399014778325,0.7834757834757835,0.655,0.726552179656539
True,False,0.0001,0,True,14,0.01,train,71,0.5818673372268677,0.7223135064081498,0.8351063829787234,0.7212292938099389,0.7746255506607929
True,False,0.0001,0,True,14,0.01,valid,71,0.6274733543395996,0.683291770573566,0.7806267806267806,0.66,0.7287234042553191
True,False,0.0001,0,True,14,0.01,train,72,0.6017618179321289,0.7211538461538461,0.8263677811550152,0.7170880557977333,0.7701841359773371
True,False,0.0001,0,True,14,0.01,valid,72,0.6415034532546997,0.6806930693069307,0.7834757834757835,0.6583333333333333,0.728476821192053
True,False,0.0001,0,True,14,0.01,train,73,0.5558921694755554,0.7234543010752689,0.8180091185410334,0.7162162162162162,0.7678316690442225
True,False,0.0001,0,True,14,0.01,valid,73,0.6318471431732178,0.684863523573201,0.7863247863247863,0.6633333333333333,0.7320954907161803
True,False,0.0001,0,True,14,0.01,train,74,0.560425341129303,0.7276045122760452,0.8332066869300911,0.7253705318221447,0.7768331562167907
True,False,0.0001,0,True,14,0.01,valid,74,0.66949462890625,0.6825,0.7777777777777778,0.6583333333333333,0.7270306258322238
True,False,0.0001,0,True,14,0.01,train,75,0.5444995760917664,0.7192751235584843,0.8294072948328267,0.7164341761115954,0.7704252691018175
True,False,0.0001,0,True,14,0.01,valid,75,0.5876225829124451,0.6814814814814815,0.7863247863247863,0.66,0.7301587301587301
True,False,0.0001,0,True,14,0.01,train,76,0.5868059396743774,0.7233057851239669,0.831306990881459,0.7207933740191804,0.7735548877496907
True,False,0.0001,0,True,14,0.01,valid,76,0.6925858855247498,0.6775,0.7720797720797721,0.6516666666666666,0.7217043941411451
True,False,0.0001,0,True,14,0.01,train,77,0.6099802851676941,0.7161440960640427,0.8157294832826748,0.7088055797733217,0.7626998223801067
True,False,0.0001,0,True,14,0.01,valid,77,0.6969956755638123,0.6691176470588235,0.7777777777777778,0.645,0.7193675889328063
True,False,0.0001,0,True,14,0.01,train,78,0.5488979816436768,0.726158940397351,0.8332066869300911,0.7240627724498693,0.7760084925690021
True,False,0.0001,0,True,14,0.01,valid,78,0.6286966800689697,0.6781326781326781,0.7863247863247863,0.6566666666666666,0.7282321899736147
True,False,0.0001,0,True,14,0.01,train,79,0.5657011866569519,0.7246520874751491,0.8309270516717325,0.7218831734960767,0.7741592920353982
True,False,0.0001,0,True,14,0.01,valid,79,0.6628164649009705,0.6782178217821783,0.7806267806267806,0.655,0.7258278145695365
True,False,0.0001,0,True,14,0.01,train,80,0.5772149562835693,0.7228315054835494,0.8263677811550152,0.7186137750653879,0.7711398688175856
True,False,0.0001,0,True,14,0.01,valid,80,0.6699231863021851,0.6783042394014963,0.7749287749287749,0.6533333333333333,0.7234042553191489
True,False,0.0001,0,True,14,0.01,train,81,0.5444767475128174,0.7142381902860945,0.8157294832826748,0.7070619006102877,0.7616175948918057
True,False,0.0001,0,True,14,0.01,valid,81,0.6254477500915527,0.671604938271605,0.7749287749287749,0.6466666666666666,0.7195767195767196
True,False,0.0001,0,True,14,0.01,train,82,0.567353367805481,0.7218915343915344,0.8294072948328267,0.7188317349607672,0.7719236209335218
True,False,0.0001,0,True,14,0.01,valid,82,0.6541977524757385,0.6825,0.7777777777777778,0.6583333333333333,0.7270306258322238
True,False,0.0001,0,True,14,0.01,train,83,0.6117423176765442,0.7243697478991596,0.8187689969604863,0.7173060156931125,0.7686820046370608
True,False,0.0001,0,True,14,0.01,valid,83,0.6582775115966797,0.6842105263157895,0.7777777777777778,0.66,0.728
True,False,0.0001,0,True,14,0.01,train,84,0.5709359645843506,0.7216666666666667,0.8225683890577508,0.7162162162162162,0.7688210227272726
True,False,0.0001,0,True,14,0.01,valid,84,0.6500341892242432,0.6748768472906403,0.7806267806267806,0.6516666666666666,0.7239101717305151
True,False,0.0001,0,True,14,0.01,train,85,0.5391711592674255,0.7192282102461743,0.8214285714285714,0.7136006974716652,0.7669386307201135
True,False,0.0001,0,True,14,0.01,valid,85,0.6063767671585083,0.6758104738154613,0.7720797720797721,0.65,0.7207446808510638
True,False,0.0001,0,True,14,0.01,train,86,0.6321094632148743,0.7210456651224355,0.827887537993921,0.7175239755884917,0.770781747435444
True,False,0.0001,0,True,14,0.01,valid,86,0.6154690980911255,0.6801007556675063,0.7692307692307693,0.6533333333333333,0.7219251336898396
True,False,0.0001,0,True,14,0.01,train,87,0.5559864044189453,0.7177365982792853,0.8240881458966566,0.7131647776809067,0.767244428723028
True,False,0.0001,0,True,14,0.01,valid,87,0.6734519004821777,0.6798029556650246,0.7863247863247863,0.6583333333333333,0.7291941875825627
True,False,0.0001,0,True,14,0.01,train,88,0.5188306570053101,0.7263714474553866,0.8351063829787234,0.7249346120313862,0.7769529869211735
True,False,0.0001,0,True,14,0.01,valid,88,0.6715192794799805,0.6756756756756757,0.7834757834757835,0.6533333333333333,0.725593667546174
True,False,0.0001,0,True,14,0.01,train,89,0.5714662075042725,0.7252311756935271,0.8343465045592705,0.7236268526591108,0.7759717314487632
True,False,0.0001,0,True,14,0.01,valid,89,0.6742109656333923,0.6831683168316832,0.7863247863247863,0.6616666666666666,0.7311258278145695
True,False,0.0001,0,True,14,0.01,train,90,0.5279967188835144,0.7199599465954606,0.8195288753799392,0.7136006974716652,0.7665245202558635
True,False,0.0001,0,True,14,0.01,valid,90,0.67252117395401,0.6825,0.7777777777777778,0.6583333333333333,0.7270306258322238
True,False,0.0001,0,True,14,0.01,train,91,0.5566918849945068,0.7258866423599603,0.8320668693009119,0.7234088927637314,0.7753584705257568
True,False,0.0001,0,True,14,0.01,valid,91,0.6524184942245483,0.6691542288557214,0.7663817663817664,0.6416666666666667,0.7144754316069057
True,False,0.0001,0,True,14,0.01,train,92,0.5175732374191284,0.7205051512130276,0.8237082066869301,0.7155623365300785,0.7686580393547244
True,False,0.0001,0,True,14,0.01,valid,92,0.6894027590751648,0.6798029556650246,0.7863247863247863,0.6583333333333333,0.7291941875825627
True,False,0.0001,0,True,14,0.01,train,93,0.5938713550567627,0.71900826446281,0.8263677811550152,0.71512641673932,0.7689588120912144
True,False,0.0001,0,True,14,0.01,valid,93,0.6128185391426086,0.6825,0.7777777777777778,0.6583333333333333,0.7270306258322238
True,False,0.0001,0,True,14,0.01,train,94,0.5205158591270447,0.7194719471947195,0.8282674772036475,0.7162162162162162,0.7700459201695514
True,False,0.0001,0,True,14,0.01,valid,94,0.6354073286056519,0.6765432098765433,0.7806267806267806,0.6533333333333333,0.7248677248677249
True,False,0.0001,0,True,14,0.01,train,95,0.5565944314002991,0.7274236387782205,0.8324468085106383,0.7249346120313862,0.7763997165131112
True,False,0.0001,0,True,14,0.01,valid,95,0.6389536261558533,0.6852791878172588,0.7692307692307693,0.6583333333333333,0.7248322147651006
True,False,0.0001,0,True,14,0.01,train,96,0.6257421970367432,0.7253800396563119,0.833966565349544,0.7236268526591108,0.7758925415341109
True,False,0.0001,0,True,14,0.01,valid,96,0.6278394460678101,0.678391959798995,0.7692307692307693,0.6516666666666666,0.7209612817089454
True,False,0.0001,0,True,14,0.01,train,97,0.5690411329269409,0.7211698238617481,0.824468085106383,0.7164341761115954,0.7693671334869704
True,False,0.0001,0,True,14,0.01,valid,97,0.7216165065765381,0.685785536159601,0.7834757834757835,0.6633333333333333,0.7313829787234042
True,False,0.0001,0,True,14,0.01,train,98,0.5653520226478577,0.7252342704149933,0.8233282674772037,0.7197035745422842,0.7711743772241992
True,False,0.0001,0,True,14,0.01,valid,98,0.6283954977989197,0.6806930693069307,0.7834757834757835,0.6583333333333333,0.728476821192053
True,False,0.0001,0,True,14,0.01,train,99,0.5556982755661011,0.7227788911155645,0.8221884498480243,0.7170880557977333,0.7692854603626023
True,False,0.0001,0,True,14,0.01,valid,99,0.6665996313095093,0.6875,0.7834757834757835,0.665,0.7323568575233023
True,False,0.0001,0,True,14,0.01,train,100,0.5624425411224365,0.7241951543312314,0.8290273556231003,0.7207933740191804,0.7730735163861826
True,False,0.0001,0,True,14,0.01,valid,100,0.658899188041687,0.6855036855036855,0.7948717948717948,0.6666666666666666,0.7361477572559365
True,False,0.0001,0,True,14,0.01,train,101,0.6124874949455261,0.7219834710743802,0.8297872340425532,0.7190496948561464,0.7721407106240057
True,False,0.0001,0,True,14,0.01,valid,101,0.6345844268798828,0.6822660098522167,0.7891737891737892,0.6616666666666666,0.7318361955085865
True,False,0.0001,0,True,14,0.01,train,102,0.5452283024787903,0.7228835978835979,0.8305471124620061,0.7201394943330427,0.772984441301273
True,False,0.0001,0,True,14,0.01,valid,102,0.671397864818573,0.6839506172839506,0.7891737891737892,0.6633333333333333,0.7328042328042328
True,False,0.0001,0,True,14,0.01,train,103,0.5208820104598999,0.7188118811881188,0.8275075987841946,0.7153443766346992,0.7693394560226068
