acc,acc_labels,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,pair,pair_loss,prec,prec_labels,prob,recall,recall_labels,train_mode
0.9215555555555556,"[0.8855555555555555, 0.9111111111111111, 0.925, 0.9272222222222222, 0.9588888888888889]",0.29220054861572053,0.0,[56],1.0,0.0,0.5146290354410858,"[0.7065527065527061, 0.7994987468671673, 0.129032258064516, 0.9380614657210397, 0.0]",11.214992131127252,0.0001,resnet50,1.0,10.922791565789117,0.7380100306197866,"[0.9393939393939394, 0.9725609756097561, 0.8333333333333333, 0.9447619047619048, 0.0]",[0.1],0.4492637837817045,"[0.5662100456621004, 0.6787234042553192, 0.06993006993006994, 0.9314553990610329, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",0.8329631090164185,0.0,[56],1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8329631090164185,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.9062222222222222,"[0.8583333333333333, 0.8377777777777777, 0.9227777777777778, 0.9533333333333334, 0.9588888888888889]",0.3134685605764389,0.0,[56],2.0,0.0,0.4335637371373958,"[0.589371980676328, 0.5507692307692303, 0.06711409395973146, 0.9605633802816896, 0.0]",7.260704697502984,0.0001,resnet50,1.0,6.947236156463623,0.7576682316118936,"[1.0, 0.9944444444444445, 0.8333333333333333, 0.9605633802816902, 0.0]",[0.1],0.3588375396509189,"[0.4178082191780822, 0.38085106382978723, 0.03496503496503497, 0.9605633802816902, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",0.9587958455085754,0.0,[56],2.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.9587958455085754,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.8673333333333334,"[0.8027777777777778, 0.79, 0.925, 0.86, 0.9588888888888889]",0.4426489621400833,0.0,[56],3.0,0.0,0.33230395774203697,"[0.32380952380952355, 0.3437499999999997, 0.10596026490066213, 0.8879999999999995, 0.0]",6.429225571950277,0.0001,resnet50,1.0,5.986576652526855,0.7508023466174721,"[0.9770114942528736, 0.9339622641509434, 0.9999999999999998, 0.8430379746835444, 0.0]",[0.1],0.279734889954224,"[0.19406392694063926, 0.21063829787234042, 0.055944055944055944, 0.9380281690140845, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",1.0660642385482788,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",1.0660642385482788,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.8511111111111112,"[0.8016666666666666, 0.7783333333333333, 0.9211111111111111, 0.7955555555555556, 0.9588888888888889]",0.5244446873664856,0.0,[56],4.0,0.0,0.2971594042403975,"[0.33519553072625663, 0.296296296296296, 0.013888888888888873, 0.8404163052905459, 0.0]",5.2996506161159935,0.0001,resnet50,1.0,4.775205940670437,0.7111784416684852,"[0.9090909090909091, 0.865979381443299, 0.9999999999999989, 0.7808219178082192, 0.0]",[0.1],0.2602110036465396,"[0.2054794520547945, 0.17872340425531916, 0.006993006993006993, 0.9098591549295775, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",1.174004316329956,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",1.174004316329956,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.8394444444444444,"[0.7888888888888889, 0.7711111111111111, 0.9194444444444444, 0.7588888888888888, 0.9588888888888889]",0.609462461868922,0.0,[56],5.0,0.0,0.27120652343199714,"[0.24901185770750964, 0.23420074349442355, 0.06451612903225792, 0.8083038869257945, 0.0]",4.552852042516073,0.0001,resnet50,1.0,3.9433895958794487,0.606548757951888,"[0.9264705882352942, 0.9264705882352942, 0.41666666666666663, 0.7631359466221852, 0.0]",[0.1],0.23439962683446902,"[0.14383561643835616, 0.13404255319148936, 0.03496503496503497, 0.8591549295774648, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",0.9364888370037079,0.0,[56],5.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.9364888370037079,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.836,"[0.7927777777777778, 0.7711111111111111, 0.9188888888888889, 0.7383333333333333, 0.9588888888888889]",0.6290680699878268,0.0,[56],6.0,0.0,0.2857126515586871,"[0.29755178907721247, 0.25090909090909064, 0.0874999999999998, 0.7926023778071327, 0.0]",3.726122898525662,0.0001,resnet50,1.0,3.097054804695977,0.5739991456380337,"[0.8494623655913979, 0.8625, 0.4117647058823529, 0.746268656716418, 0.0]",[0.1],0.2442390557856422,"[0.18036529680365296, 0.14680851063829786, 0.04895104895104895, 0.8450704225352113, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",1.152546465396881,0.0,[56],6.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",1.152546465396881,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.8351111111111111,"[0.7911111111111111, 0.7733333333333333, 0.9133333333333333, 0.7388888888888889, 0.9588888888888889]",0.6310085117816925,0.0,[56],7.0,0.0,0.29069660239514566,"[0.2769230769230766, 0.2635379061371838, 0.12359550561797722, 0.7894265232974905, 0.0]",3.3238882011837427,0.0001,resnet50,1.0,2.6928796688715617,0.5632618554977323,"[0.8780487804878049, 0.8690476190476191, 0.3142857142857143, 0.7549271636675235, 0.0]",[0.1],0.24477116689028788,"[0.1643835616438356, 0.15531914893617021, 0.07692307692307693, 0.8272300469483568, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",1.0936469435691833,0.0,[56],7.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",1.0936469435691833,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.8322222222222223,"[0.7988888888888889, 0.7727777777777778, 0.9088888888888889, 0.7216666666666667, 0.9588888888888889]",0.6377993166446686,0.0,[56],8.0,0.0,0.2967363680318614,"[0.31698113207547135, 0.29116117850953177, 0.09890109890109856, 0.776638430673205, 0.0]",2.8485679414537217,0.0001,resnet50,1.0,2.210768628120422,0.5336496465138252,"[0.9130434782608695, 0.7850467289719626, 0.23076923076923078, 0.7393887945670629, 0.0]",[0.1],0.2502563329394089,"[0.1917808219178082, 0.17872340425531916, 0.06293706293706294, 0.8178403755868544, 0.0]",train
0.6544080604534005,"[0.20780856423173805, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",1.1619433760643005,0.0,[56],8.0,0.0,0.06882168925964541,"[0.344108446298227, 0.0, 0.0, 0.0, 0.0]",1.1619433760643005,0.0001,resnet50,1.0,0.0,0.04156171284634761,"[0.20780856423173805, 0.0, 0.0, 0.0, 0.0]",[0.1],0.2,"[1.0, 0.0, 0.0, 0.0, 0.0]",valid
0.8267777777777778,"[0.7955555555555556, 0.7655555555555555, 0.9122222222222223, 0.7016666666666667, 0.9588888888888889]",0.6434448447492388,0.0,[56],9.0,0.0,0.30274346593713497,"[0.34285714285714247, 0.328025477707006, 0.08139534883720903, 0.7614393602843176, 0.0]",2.6437754419114854,0.0001,resnet50,1.0,2.0003306097454496,0.4805520510021057,"[0.7868852459016393, 0.6518987341772152, 0.2413793103448276, 0.7225969645868465, 0.0]",[0.1],0.25839458059875875,"[0.2191780821917808, 0.21914893617021278, 0.04895104895104895, 0.8046948356807512, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",1.0090254843235016,0.0,[56],9.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",1.0090254843235016,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.8224444444444444,"[0.7905555555555556, 0.7544444444444445, 0.8966666666666666, 0.7116666666666667, 0.9588888888888889]",0.6164188928074307,0.0,[56],10.0,0.0,0.3043344320749629,"[0.3555555555555551, 0.27777777777777746, 0.11428571428571384, 0.7740531127557678, 0.0]",2.6540093368954127,0.0001,resnet50,1.0,2.0375904613071016,0.44135398583918056,"[0.7074829931972789, 0.5985915492957746, 0.1791044776119403, 0.7215909090909091, 0.0]",[0.1],0.2673903708315718,"[0.2374429223744292, 0.18085106382978725, 0.08391608391608392, 0.8347417840375587, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",0.8677794933319092,0.0,[56],10.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8677794933319092,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.8132222222222222,"[0.7944444444444444, 0.7433333333333333, 0.8744444444444445, 0.6955555555555556, 0.9583333333333334]",0.6612333708339267,0.0,[56],11.0,0.0,0.3066608231280644,"[0.3642611683848794, 0.3304347826086952, 0.0813008130081296, 0.7573073516386177, 0.0]",3.1776954227023655,0.0001,resnet50,1.0,2.516462058491177,0.4136121889966322,"[0.7361111111111112, 0.5181818181818182, 0.0970873786407767, 0.7166806370494552, 0.0]",[0.1],0.2714618590495947,"[0.2420091324200913, 0.2425531914893617, 0.06993006993006994, 0.8028169014084507, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",0.8614142537117004,0.0,[56],11.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8614142537117004,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.7986666666666666,"[0.7805555555555556, 0.7027777777777777, 0.8827777777777778, 0.6683333333333333, 0.9588888888888889]",0.7202554623285929,0.0,[56],12.0,0.0,0.29344482542393113,"[0.35980551053484566, 0.281879194630872, 0.0865800865800861, 0.7389593353738516, 0.0]",3.031631342569987,0.0001,resnet50,1.0,2.3113758669959172,0.3614111278000497,"[0.6201117318435754, 0.38181818181818183, 0.11363636363636363, 0.6914893617021277, 0.0]",[0.1],0.26803724256608275,"[0.2534246575342466, 0.22340425531914893, 0.06993006993006994, 0.7934272300469484, 0.0]",train
0.7712846347607053,"[0.792191435768262, 0.7329974811083123, 0.9408060453400504, 0.42317380352644834, 0.9672544080604534]",0.8748187720775604,0.0,[56],12.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8748187720775604,0.0001,resnet50,1.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",[0.1],0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",valid
0.7671111111111111,"[0.73, 0.7172222222222222, 0.8616666666666667, 0.5688888888888889, 0.9577777777777777]",0.8703162749608357,0.0,[56],13.0,0.0,0.2747230610020999,"[0.3502673796791439, 0.29009762900976244, 0.08791208791208743, 0.6453382084095058, 0.0]",3.1219082249535455,0.0001,resnet50,1.0,2.251591926150852,0.3129228331684462,"[0.42258064516129035, 0.42105263157894735, 0.09230769230769231, 0.628673196794301, 0.0]",[0.1],0.2534380471547396,"[0.2990867579908676, 0.22127659574468084, 0.08391608391608392, 0.6629107981220658, 0.0]",train
