freeze_mode,lr,exp,train_mode,epoch,loss,prec,recall
False,0.001,2,train,10,0.021103624,0.705536181342633,0.7024847428073234
False,0.001,2,valid,10,1.000718,0.5516666666666666,0.535
False,0.001,2,train,11,0.0068134777,0.70640802092415,0.705536181342633
False,0.001,2,valid,11,0.691344,0.5366666666666666,0.495
False,0.001,2,train,12,0.016902441,0.7059721011333915,0.7044463818657367
False,0.001,2,valid,12,1.1263615,0.545,0.5116666666666667
False,0.001,2,train,13,0.015461318,0.7057541412380122,0.7044463818657367
False,0.001,2,valid,13,1.2548056,0.5483333333333333,0.5183333333333333
False,0.001,2,train,14,0.01611268,0.7061900610287707,0.7046643417611159
False,0.001,2,valid,14,1.009235,0.525,0.505
True,0.01,0,train,0,0.29189315,0.5287707061900611,0.4683958151700087
True,0.01,0,valid,0,2.7761302,0.5266666666666666,0.47
True,0.01,0,train,1,0.23885258,0.5649520488230165,0.5137314734088928
True,0.01,0,valid,1,1.8782231,0.34,0.30333333333333334
True,0.01,0,train,2,0.72349805,0.5673496076721883,0.5
True,0.01,0,valid,2,2.2343385,0.15666666666666668,0.14
True,0.01,0,train,3,0.69364405,0.5564516129032258,0.49106364428945076
True,0.01,0,valid,3,2.822892,0.23833333333333334,0.225
True,0.01,0,train,4,0.39903054,0.555797733217088,0.49455100261551876
True,0.01,0,valid,4,2.7189097,0.29833333333333334,0.31333333333333335
True,0.01,0,train,5,0.33503953,0.5839145597210114,0.5126416739319966
True,0.01,0,valid,5,2.7884998,0.30666666666666664,0.27666666666666667
True,0.01,0,train,6,0.19047387,0.5847863993025283,0.5132955536181343
True,0.01,0,valid,6,2.2566817,0.325,0.2966666666666667
True,0.01,0,train,7,0.3269772,0.5823888404533566,0.5159110723626853
True,0.01,0,valid,7,2.5384831,0.35833333333333334,0.36
True,0.01,0,train,8,0.35689434,0.5799912816041848,0.5143853530950305
True,0.01,0,valid,8,2.1955893,0.195,0.19
True,0.01,0,train,9,0.28943437,0.5754141238012206,0.519180470793374
True,0.01,0,valid,9,2.1502905,0.29333333333333333,0.2683333333333333
True,0.01,0,train,10,0.24512935,0.574106364428945,0.5316041848299913
True,0.01,0,valid,10,2.3208625,0.23166666666666666,0.22833333333333333
True,0.01,0,train,11,0.111854024,0.6002615518744551,0.5765039232781168
True,0.01,0,valid,11,4.149061,0.37,0.405
True,0.01,0,train,12,0.09871163,0.6756756756756757,0.6656495204882301
True,0.01,0,valid,12,5.0635448,0.31333333333333335,0.3516666666666667
True,0.01,0,train,13,0.006449491,0.7061900610287707,0.701176983435048
True,0.01,0,valid,13,7.5680585,0.43833333333333335,0.49166666666666664
True,0.01,0,train,14,0.093867905,0.6961639058413251,0.6887532693984307
True,0.01,0,valid,14,2.748075,0.43166666666666664,0.43166666666666664
True,0.01,1,train,0,0.43022028,0.5137314734088928,0.4609851787271142
True,0.01,1,valid,0,2.9912431,0.36666666666666664,0.33666666666666667
True,0.01,1,train,1,0.33204693,0.5621185701830863,0.509590235396687
True,0.01,1,valid,1,1.3899715,0.415,0.4066666666666667
True,0.01,1,train,2,0.26491207,0.5704010462074979,0.5468613775065388
True,0.01,1,valid,2,2.4514518,0.38,0.4166666666666667
True,0.01,1,train,3,0.28146368,0.5817349607672189,0.5335658238884046
True,0.01,1,valid,3,2.514549,0.48,0.4266666666666667
True,0.01,1,train,4,0.2900593,0.5819529206625981,0.514821272885789
True,0.01,1,valid,4,2.838266,0.42333333333333334,0.3933333333333333
True,0.01,1,train,5,0.25310495,0.5937227550130776,0.5544899738448126
True,0.01,1,valid,5,2.5349247,0.37833333333333335,0.36666666666666664
True,0.01,1,train,6,0.13399337,0.6800348735832606,0.6602005231037489
True,0.01,1,valid,6,5.2234817,0.37,0.365
True,0.01,1,train,7,0.05721064,0.6959459459459459,0.6854838709677419
True,0.01,1,valid,7,5.0373397,0.325,0.38666666666666666
True,0.01,1,train,8,0.28066686,0.6870095902353966,0.6813426329555362
True,0.01,1,valid,8,3.4181926,0.39166666666666666,0.40166666666666667
True,0.01,1,train,9,0.06445636,0.6769834350479512,0.6621621621621622
True,0.01,1,valid,9,4.450407,0.49166666666666664,0.5416666666666666
True,0.01,1,train,10,0.17104207,0.6963818657367045,0.6824324324324325
True,0.01,1,valid,10,5.894523,0.4633333333333333,0.5116666666666667
True,0.01,1,train,11,0.07953933,0.6979075850043592,0.6837401918047079
True,0.01,1,valid,11,5.2734084,0.4266666666666667,0.49333333333333335
True,0.01,1,train,12,0.016936867,0.7033565823888405,0.689843068875327
True,0.01,1,valid,12,7.109041,0.45166666666666666,0.5366666666666666
True,0.01,1,train,13,0.15349519,0.7046643417611159,0.6998692240627724
True,0.01,1,valid,13,8.502064,0.4266666666666667,0.5033333333333333
True,0.01,1,train,14,0.19765659,0.6501743679163035,0.6390584132519617
True,0.01,1,valid,14,1.5983969,0.285,0.32
True,0.01,2,train,0,0.29859853,0.46469049694856146,0.43047079337401917
True,0.01,2,valid,0,3.5621703,0.32666666666666666,0.29333333333333333
True,0.01,2,train,1,0.33365268,0.5727986050566696,0.507846556233653
True,0.01,2,valid,1,2.8743165,0.5166666666666667,0.4666666666666667
True,0.01,2,train,2,0.2772436,0.5845684394071491,0.5152571926765476
True,0.01,2,valid,2,2.9154828,0.47,0.4266666666666667
True,0.01,2,train,3,0.39453605,0.5751961639058413,0.5178727114210985
True,0.01,2,valid,3,1.8632511,0.5133333333333333,0.45666666666666667
True,0.01,2,train,4,0.30401996,0.5802092414995641,0.5176547515257193
True,0.01,2,valid,4,1.8734,0.5033333333333333,0.45
True,0.01,2,train,5,0.11611738,0.5793374019180471,0.5492589363557105
True,0.01,2,valid,5,2.5065527,0.4033333333333333,0.3983333333333333
True,0.01,2,train,6,0.30308685,0.5690932868352223,0.5479511769834351
True,0.01,2,valid,6,3.5988843,0.31166666666666665,0.3566666666666667
True,0.01,2,train,7,0.18273878,0.5812990409764603,0.5573234524847428
True,0.01,2,valid,7,3.6929977,0.45,0.44166666666666665
True,0.01,2,train,8,0.17075126,0.6200959023539668,0.6085440278988666
True,0.01,2,valid,8,2.55086,0.43333333333333335,0.4866666666666667
True,0.01,2,train,9,0.28925824,0.6536617262423714,0.6447253705318221
True,0.01,2,valid,9,5.399878,0.49,0.5216666666666666
True,0.01,2,train,10,0.21597968,0.6909328683522232,0.6743679163034002
True,0.01,2,valid,10,3.3614066,0.44166666666666665,0.49666666666666665
True,0.01,2,train,11,0.010615755,0.689843068875327,0.6850479511769835
True,0.01,2,valid,11,4.6724052,0.25,0.295
True,0.01,2,train,12,0.06062443,0.7051002615518744,0.7022667829119442
True,0.01,2,valid,12,6.3379664,0.2683333333333333,0.335
True,0.01,2,train,13,0.0010200287,0.7048823016564952,0.7046643417611159
True,0.01,2,valid,13,6.3345037,0.31833333333333336,0.395
True,0.01,2,train,14,0.06819226,0.7053182214472538,0.7046643417611159
True,0.01,2,valid,14,7.9338384,0.275,0.33666666666666667
True,0.001,0,train,0,0.03617869,0.6606364428945074,0.6445074106364429
True,0.001,0,valid,0,1.8048185,0.42833333333333334,0.43833333333333335
True,0.001,0,train,1,0.0064223795,0.701176983435048,0.6981255448997384
True,0.001,0,valid,1,2.8230236,0.38,0.38166666666666665
True,0.001,0,train,2,0.013244562,0.7048823016564952,0.7018308631211857
True,0.001,0,valid,2,3.1247985,0.37833333333333335,0.38166666666666665
True,0.001,0,train,3,0.030052066,0.7033565823888405,0.6959459459459459
True,0.001,0,valid,3,3.485483,0.375,0.37333333333333335
True,0.001,0,train,4,0.003863417,0.7044463818657367,0.701176983435048
True,0.001,0,valid,4,3.6548114,0.43,0.45666666666666667
True,0.001,0,train,5,0.045389477,0.7066259808195292,0.7048823016564952
True,0.001,0,valid,5,3.5955765,0.44166666666666665,0.4766666666666667
True,0.001,0,train,6,0.043937992,0.7061900610287707,0.705536181342633
True,0.001,0,valid,6,3.5817063,0.365,0.3933333333333333
True,0.001,0,train,7,0.009481098,0.705536181342633,0.7035745422842197
True,0.001,0,valid,7,4.147811,0.38333333333333336,0.4166666666666667
True,0.001,0,train,8,0.03328597,0.7035745422842197,0.7009590235396687
True,0.001,0,valid,8,3.5273254,0.42333333333333334,0.495
True,0.001,0,train,9,0.020456742,0.7005231037489102,0.6970357454228422
True,0.001,0,valid,9,2.4816134,0.39166666666666666,0.435
True,0.001,0,train,10,0.01846819,0.7044463818657367,0.7018308631211857
True,0.001,0,valid,10,3.3888845,0.3283333333333333,0.345
True,0.001,0,train,11,0.0021330027,0.7057541412380122,0.7031386224934612
True,0.001,0,valid,11,3.4836662,0.43,0.49833333333333335
True,0.001,0,train,12,0.001171488,0.7066259808195292,0.705536181342633
True,0.001,0,valid,12,3.4643643,0.4216666666666667,0.49166666666666664
True,0.001,0,train,13,0.0006254955,0.7066259808195292,0.7059721011333915
True,0.001,0,valid,13,2.6042228,0.45,0.5083333333333333
True,0.001,0,train,14,0.0009352054,0.70640802092415,0.7059721011333915
True,0.001,0,valid,14,3.3456974,0.43,0.49166666666666664
True,0.001,1,train,0,0.024281695,0.6549694856146469,0.6327375762859634
True,0.001,1,valid,0,2.260275,0.36666666666666664,0.405
True,0.001,1,train,1,0.019562056,0.7044463818657367,0.6998692240627724
True,0.001,1,valid,1,2.943521,0.35,0.4116666666666667
True,0.001,1,train,2,0.05916041,0.7031386224934612,0.7003051438535309
True,0.001,1,valid,2,2.3651166,0.3883333333333333,0.455
True,0.001,1,train,3,0.019540926,0.7040104620749782,0.7013949433304272
True,0.001,1,valid,3,2.8624275,0.435,0.495
True,0.001,1,train,4,0.0015493832,0.7059721011333915,0.7048823016564952
True,0.001,1,valid,4,3.366502,0.39166666666666666,0.4533333333333333
True,0.001,1,train,5,0.0035114957,0.7053182214472538,0.7027027027027027
True,0.001,1,valid,5,2.9984915,0.43666666666666665,0.43833333333333335
True,0.001,1,train,6,0.0027171103,0.705536181342633,0.7046643417611159
True,0.001,1,valid,6,3.9297247,0.425,0.4866666666666667
True,0.001,1,train,7,0.0025713101,0.7059721011333915,0.7046643417611159
True,0.001,1,valid,7,3.4873905,0.39666666666666667,0.5033333333333333
True,0.001,1,train,8,0.0050592655,0.7057541412380122,0.7044463818657367
True,0.001,1,valid,8,3.7287493,0.42333333333333334,0.5166666666666667
True,0.001,1,train,9,0.004491779,0.702920662598082,0.7031386224934612
True,0.001,1,valid,9,4.4420524,0.37833333333333335,0.37833333333333335
True,0.001,1,train,10,0.006843819,0.7059721011333915,0.7040104620749782
True,0.001,1,valid,10,3.9204998,0.37,0.37
True,0.001,1,train,11,0.034159057,0.7053182214472538,0.703792502179599
True,0.001,1,valid,11,4.0625515,0.37166666666666665,0.35833333333333334
True,0.001,1,train,12,0.0015175064,0.7066259808195292,0.7042284219703574
True,0.001,1,valid,12,4.220178,0.43666666666666665,0.42333333333333334
True,0.001,1,train,13,0.00042311405,0.7066259808195292,0.705536181342633
True,0.001,1,valid,13,4.558363,0.435,0.4533333333333333
True,0.001,1,train,14,0.001681491,0.6970357454228422,0.6965998256320837
True,0.001,1,valid,14,4.445218,0.38666666666666666,0.40166666666666667
True,0.001,2,train,0,0.018737553,0.6798169136878814,0.6697907585004359
True,0.001,2,valid,0,2.3784235,0.4716666666666667,0.47333333333333333
True,0.001,2,train,1,0.006072072,0.7033565823888405,0.7018308631211857
True,0.001,2,valid,1,3.3051083,0.425,0.4533333333333333
True,0.001,2,train,2,0.005176828,0.7040104620749782,0.7031386224934612
True,0.001,2,valid,2,3.6901531,0.3433333333333333,0.36666666666666664
True,0.001,2,train,3,0.032468934,0.7051002615518744,0.703792502179599
True,0.001,2,valid,3,3.5225482,0.37666666666666665,0.42333333333333334
True,0.001,2,train,4,0.008419597,0.6955100261551874,0.6931124673060157
True,0.001,2,valid,4,3.2478232,0.4,0.4216666666666667
True,0.001,2,train,5,0.0012078021,0.7048823016564952,0.7033565823888405
True,0.001,2,valid,5,2.838152,0.43333333333333335,0.4533333333333333
True,0.001,2,train,6,0.0074386783,0.7044463818657367,0.7016129032258065
True,0.001,2,valid,6,3.8214579,0.38666666666666666,0.455
True,0.001,2,train,7,0.03725282,0.7040104620749782,0.7020488230165649
True,0.001,2,valid,7,3.73748,0.39,0.3933333333333333
True,0.001,2,train,8,0.0014959704,0.7057541412380122,0.7044463818657367
True,0.001,2,valid,8,3.6672761,0.38333333333333336,0.4266666666666667
True,0.001,2,train,9,0.005488386,0.7061900610287707,0.7048823016564952
True,0.001,2,valid,9,3.958049,0.395,0.45
True,0.001,2,train,10,0.0004664463,0.7059721011333915,0.705536181342633
True,0.001,2,valid,10,4.707576,0.38,0.44
True,0.001,2,train,11,0.0004572456,0.7066259808195292,0.7061900610287707
True,0.001,2,valid,11,5.247389,0.38666666666666666,0.46166666666666667
True,0.001,2,train,12,0.00016779681,0.70640802092415,0.70640802092415
True,0.001,2,valid,12,5.274904,0.375,0.4633333333333333
True,0.001,2,train,13,0.0019087411,0.70640802092415,0.7059721011333915
True,0.001,2,valid,13,5.6455984,0.3883333333333333,0.4066666666666667
True,0.001,2,train,14,0.09872542,0.7057541412380122,0.70640802092415
True,0.001,2,valid,14,5.3502517,0.375,0.39666666666666667
False,0.01,0,train,0,0.957683,0.39690496948561466,0.3888404533565824
False,0.01,0,valid,0,0.754921,0.12666666666666668,0.115
False,0.01,0,train,1,0.6145375,0.43112467306015695,0.39123801220575416
False,0.01,0,valid,1,0.636129,0.49833333333333335,0.4483333333333333
False,0.01,0,train,2,0.56496066,0.47253705318221445,0.4335222319093287
False,0.01,0,valid,2,0.59652144,0.31,0.2833333333333333
False,0.01,0,train,3,0.5970207,0.4657802964254577,0.4239319965126417
False,0.01,0,valid,3,0.61063313,0.3933333333333333,0.3616666666666667
False,0.01,0,train,4,0.46718502,0.45727986050566694,0.4176111595466434
False,0.01,0,valid,4,0.7971485,0.5533333333333333,0.5516666666666666
False,0.01,0,train,5,0.5936599,0.4775501307759372,0.44311246730601567
False,0.01,0,valid,5,0.62855065,0.4683333333333333,0.4633333333333333
False,0.01,0,train,6,0.6615513,0.4923714036617262,0.45989537925021795
False,0.01,0,valid,6,0.7599882,0.24666666666666667,0.22666666666666666
False,0.01,0,train,7,0.45888552,0.49411508282476024,0.4566259808195292
False,0.01,0,valid,7,0.6839564,0.4766666666666667,0.425
False,0.01,0,train,8,0.55243045,0.49476896251089797,0.46425457715780294
False,0.01,0,valid,8,0.6747073,0.285,0.2683333333333333
False,0.01,0,train,9,0.4931331,0.48583260680034873,0.46469049694856146
False,0.01,0,valid,9,0.6516584,0.47833333333333333,0.47333333333333333
False,0.01,0,train,10,0.59908307,0.516564952048823,0.49149956408020923
False,0.01,0,valid,10,0.56901336,0.45,0.4083333333333333
False,0.01,0,train,11,0.4972546,0.497384481255449,0.4742807323452485
False,0.01,0,valid,11,0.78657854,0.48833333333333334,0.5866666666666667
False,0.01,0,train,12,0.5149172,0.5019616390584133,0.49280732345248474
False,0.01,0,valid,12,0.9260635,0.5033333333333333,0.45166666666666666
False,0.01,0,train,13,0.48224485,0.5141673931996512,0.49476896251089797
False,0.01,0,valid,13,0.71349835,0.3616666666666667,0.3566666666666667
False,0.01,0,train,14,0.54361904,0.49760244115082825,0.48757628596338276
False,0.01,0,valid,14,0.7575923,0.36833333333333335,0.33666666666666667
False,0.01,1,train,0,0.66646504,0.4134699215344377,0.37728857890148215
False,0.01,1,valid,0,0.6731644,0.3883333333333333,0.4033333333333333
False,0.01,1,train,1,0.6634604,0.4439843068875327,0.41238012205754143
False,0.01,1,valid,1,0.61352795,0.5233333333333333,0.4633333333333333
False,0.01,1,train,2,0.62179077,0.46033129904097647,0.4274193548387097
False,0.01,1,valid,2,0.5788041,0.27666666666666667,0.24833333333333332
False,0.01,1,train,3,0.5145085,0.483435047951177,0.4474716652136007
False,0.01,1,valid,3,0.6143935,0.37833333333333335,0.3416666666666667
False,0.01,1,train,4,0.51443136,0.4657802964254577,0.4282911944202267
False,0.01,1,valid,4,0.6123446,0.5066666666666667,0.45666666666666667
