acc,acc_labels,aux,aux_batch,bce_loss,cell,cell_size,epoch,exp,f1,f1_labels,freeze_mode,loss,lr,mask_use,prec,prec_labels,prob,recall,recall_labels,std_loss,train_mode
0.5765039232781168,"[0.6259808195292066, 0.527027027027027]",0.0,4.0,19.84498415304267,0.0,[56],0.0,0.0,0.414346728081848,"[0.22980251346499056, 0.5988909426987055]",0.0,19.84498415304267,0.1,0.0,0.42496536840723836,"[0.25346534653465347, 0.5964653902798233]",0.1,0.40575846343452515,"[0.21018062397372742, 0.6013363028953229]",0.0,train
0.435,"[0.2833333333333333, 0.5866666666666667]",0.0,4.0,6.950932661692302,0.0,[56],0.0,0.0,0.5544986322974933,"[0.36950146627565944, 0.7394957983193272]",0.0,6.950932661692302,0.1,0.0,0.41087064676616913,"[0.23507462686567165, 0.5866666666666667]",0.1,0.9315068493150684,"[0.863013698630137, 1.0]",0.0,valid
0.5686573670444638,"[0.6006974716652136, 0.536617262423714]",0.0,4.0,5.438065435575402,0.0,[56],1.0,0.0,0.44279311554781,"[0.2899224806201545, 0.5956637504754654]",0.0,5.438065435575402,0.1,0.0,0.442680306331196,"[0.2745961820851689, 0.6107644305772231]",0.1,0.44417625740104816,"[0.3070607553366174, 0.5812917594654788]",0.0,train
0.585,"[0.7566666666666667, 0.41333333333333333]",0.0,4.0,5.150695164998372,0.0,[56],1.0,0.0,0.0,"[0.0, 0.0]",0.0,5.150695164998372,0.1,0.0,0.0,"[0.0, 0.0]",0.1,0.0,"[0.0, 0.0]",0.0,valid
0.5642981691368788,"[0.6033129904097646, 0.525283347863993]",0.0,4.0,9.166450199873552,0.0,[56],2.0,0.0,0.4303319209039542,"[0.27083333333333276, 0.5898305084745757]",0.0,9.166450199873552,0.1,0.0,0.43154979827999596,"[0.2644757433489828, 0.5986238532110092]",0.1,0.4293979322778954,"[0.277504105090312, 0.5812917594654788]",0.0,train
0.6716666666666666,"[0.7566666666666667, 0.5866666666666667]",0.0,4.0,8.831551233927408,0.0,[56],2.0,0.0,0.3697478991596636,"[0.0, 0.7394957983193272]",0.0,8.831551233927408,0.1,0.0,0.29333333333333333,"[0.0, 0.5866666666666667]",0.1,0.5,"[0.0, 1.0]",0.0,valid
0.5612467306015694,"[0.6176983435047951, 0.5047951176983435]",0.0,4.0,7.903744013413139,0.0,[56],3.0,0.0,0.4237519974000772,"[0.2624053826745159, 0.5850986121256385]",0.0,7.903744013413139,0.1,0.0,0.4224051166365056,"[0.2689655172413793, 0.5758447160316319]",0.1,0.42540621194334427,"[0.2561576354679803, 0.5946547884187082]",0.0,train
0.585,"[0.7566666666666667, 0.41333333333333333]",0.0,4.0,6.022551377614339,0.0,[56],3.0,0.0,0.0,"[0.0, 0.0]",0.0,6.022551377614339,0.1,0.0,0.0,"[0.0, 0.0]",0.1,0.0,"[0.0, 0.0]",0.0,valid
0.5612467306015693,"[0.6233653007846556, 0.499128160418483]",0.0,4.0,12.20664584118387,0.0,[56],4.0,0.0,0.4241394996115529,"[0.2665534804753815, 0.5817255187477243]",0.0,12.20664584118387,0.1,0.0,0.4233184785337685,"[0.2759226713532513, 0.5707142857142857]",0.1,0.42548483950834004,"[0.25779967159277506, 0.593170007423905]",0.0,train
0.585,"[0.7566666666666667, 0.41333333333333333]",0.0,4.0,12.742853482564291,0.0,[56],4.0,0.0,0.0,"[0.0, 0.0]",0.0,12.742853482564291,0.1,0.0,0.0,"[0.0, 0.0]",0.1,0.0,"[0.0, 0.0]",0.0,valid
0.5647340889276373,"[0.6037489102005231, 0.5257192676547515]",0.0,4.0,6.395739062972691,0.0,[56],5.0,0.0,0.43037339581414935,"[0.275697211155378, 0.5850495804729208]",0.0,6.395739062972691,0.1,0.0,0.43468524251805984,"[0.2678018575851393, 0.6015686274509804]",0.1,0.4267428805482718,"[0.28407224958949095, 0.5694135115070527]",0.0,train
0.675,"[0.7566666666666667, 0.5933333333333334]",0.0,4.0,2.432199398676554,0.0,[56],5.0,0.0,0.37076271186440657,"[0.0, 0.7415254237288131]",0.0,2.432199398676554,0.1,0.0,0.2956081081081081,"[0.0, 0.5912162162162162]",0.1,0.4971590909090909,"[0.0, 0.9943181818181818]",0.0,valid
0.5710549258936356,"[0.6229293809938972, 0.519180470793374]",0.0,4.0,4.0338557958602905,0.0,[56],6.0,0.0,0.44224002023733644,"[0.28806584362139864, 0.5964141968532742]",0.0,4.0338557958602905,0.1,0.0,0.4384009829554384,"[0.2887788778877888, 0.588023088023088]",0.1,0.44620228861070577,"[0.28735632183908044, 0.6050482553823311]",0.0,train
0.5766666666666667,"[0.74, 0.41333333333333333]",0.0,4.0,4.6469621658325195,0.0,[56],6.0,0.0,0.024390243902438925,"[0.04878048780487785, 0.0]",0.0,4.6469621658325195,0.1,0.0,0.11111111111111109,"[0.22222222222222218, 0.0]",0.1,0.0136986301369863,"[0.0273972602739726, 0.0]",0.0,valid
0.5745422842197035,"[0.6163905841325196, 0.5326939843068875]",0.0,4.0,6.666244382443636,0.0,[56],7.0,0.0,0.4343210455515921,"[0.26421404682274197, 0.6044280442804423]",0.0,6.666244382443636,0.1,0.0,0.43502282893856997,"[0.26916524701873934, 0.6008804108584006]",0.1,0.4337297625447537,"[0.2594417077175698, 0.6080178173719376]",0.0,train
