mask_use,aux,aux_batch,freeze_mode,lr,exp,cell,cell_size,prob,train_mode,epoch,acc,f1,loss,bce_loss,std_loss,prec,recall
True,False,4,False,0.0001,0,True,28,0.2,train,0,0.7986922406277245,0.8714293668912523,0.4339001593382462,0.4339001593382462,0.0,0.8479627221499784,0.8962318176612072
True,False,4,False,0.0001,0,True,28,0.2,valid,0,0.7906666666666666,0.8681780016792611,0.4489305317401886,0.4489305317401886,0.0,0.8331990330378727,0.9062226117440841
True,False,4,False,0.0001,0,True,28,0.2,train,1,0.7966870095902354,0.8699676591948254,0.4322756230831146,0.4322756230831146,0.0,0.847658372269912,0.8934829916389875
True,False,4,False,0.0001,0,True,28,0.2,valid,1,0.7926666666666666,0.8689422671723557,0.4500746726989746,0.4500746726989746,0.0,0.8368506493506493,0.9035933391761612
True,False,4,False,0.0001,0,True,28,0.2,train,2,0.7970357454228422,0.8702051739518286,0.43135026226872986,0.43135026226872986,0.0,0.8478001086366105,0.893826594891765
True,False,4,False,0.0001,0,True,28,0.2,valid,2,0.7893333333333333,0.8671152228763667,0.45207534233729046,0.45207534233729046,0.0,0.8334680679062247,0.9035933391761612
True,False,4,False,0.0001,0,True,28,0.2,train,3,0.7975588491717523,0.8706550802139038,0.429473041192345,0.429473041192345,0.0,0.8475219607417851,0.8950864734852824
True,False,4,False,0.0001,0,True,28,0.2,valid,3,0.7966666666666666,0.871902561948761,0.450517733891805,0.450517733891805,0.0,0.8370967741935483,0.9097283085013146
True,False,4,False,0.0001,0,True,28,0.2,train,4,0.7975588491717523,0.8706982960240561,0.42921906061794446,0.42921906061794446,0.0,0.8472959791915032,0.8954300767380597
True,False,4,False,0.0001,0,True,28,0.2,valid,4,0.792,0.8693467336683417,0.45006314913431805,0.45006314913431805,0.0,0.8323977546110666,0.9097283085013146
True,False,4,False,0.0001,0,True,28,0.2,train,5,0.7986922406277245,0.8714436835365514,0.42876282593478326,0.42876282593478326,0.0,0.847887323943662,0.8963463520787996
True,False,4,False,0.0001,0,True,28,0.2,valid,5,0.794,0.8711963318049187,0.4516214330991109,0.4516214330991109,0.0,0.8306836248012719,0.915863277826468
True,False,4,False,0.0001,0,True,28,0.2,train,6,0.7987794245858763,0.8716065865598576,0.4283081759577212,0.4283081759577212,0.0,0.8473769605191995,0.8972626274195395
True,False,4,False,0.0001,0,True,28,0.2,valid,6,0.7913333333333333,0.8693110647181629,0.4523978034655253,0.4523978034655253,0.0,0.8301435406698564,0.9123575810692375
True,False,4,False,0.0001,0,True,28,0.2,train,7,0.7972101133391456,0.8706771933726232,0.42699953265812085,0.42699953265812085,0.0,0.8460291734197731,0.8968044897491696
True,False,4,False,0.0001,0,True,28,0.2,valid,7,0.7933333333333333,0.8700754400670578,0.45302919546763104,0.45302919546763104,0.0,0.8337349397590361,0.9097283085013146
True,False,4,False,0.0001,0,True,28,0.2,train,8,0.7993025283347864,0.8721537265355993,0.4266745694305586,0.4266745694305586,0.0,0.8465768194070081,0.8993242469362043
True,False,4,False,0.0001,0,True,28,0.2,valid,8,0.7946666666666666,0.8719866999168745,0.45264460643132526,0.45264460643132526,0.0,0.8292490118577075,0.9193689745836985
True,False,4,False,0.0001,0,True,28,0.2,train,9,0.7993897122929381,0.8720884985268775,0.42652583381404047,0.42652583381404047,0.0,0.8472672283430547,0.8984079715954645
True,False,4,False,0.0001,0,True,28,0.2,valid,9,0.786,0.865858754701212,0.4537141025066376,0.4537141025066376,0.0,0.8274760383386581,0.9079754601226994
True,False,4,False,0.0001,0,True,28,0.2,train,10,0.7994768962510898,0.8725761772853186,0.42636368585669476,0.42636368585669476,0.0,0.8450477519047108,0.9019585385408315
True,False,4,False,0.0001,0,True,28,0.2,valid,10,0.7953333333333333,0.8722430295464004,0.4534221887588501,0.4534221887588501,0.0,0.8304278922345484,0.9184925503943909
True,False,4,False,0.0001,0,True,28,0.2,train,11,0.7993897122929381,0.8724854530340815,0.426400205363398,0.426400205363398,0.0,0.8451792999785269,0.901614935288054
True,False,4,False,0.0001,0,True,28,0.2,valid,11,0.7893333333333333,0.8686616791354945,0.4535483121871948,0.4535483121871948,0.0,0.8260869565217391,0.915863277826468
True,False,4,False,0.0001,0,True,28,0.2,train,12,0.7999128160418483,0.8729306239964565,0.4263516832952914,0.4263516832952914,0.0,0.844908896034298,0.9028748138815714
True,False,4,False,0.0001,0,True,28,0.2,valid,12,0.7913333333333333,0.8697461506450271,0.45191232363382977,0.45191232363382977,0.0,0.8280507131537242,0.915863277826468
True,False,4,False,0.0001,0,True,28,0.2,train,13,0.8011333914559721,0.8735517489883031,0.42454693628394086,0.42454693628394086,0.0,0.8464761495487753,0.9024166762112015
True,False,4,False,0.0001,0,True,28,0.2,valid,13,0.7913333333333333,0.8698544698544697,0.4546716511249542,0.4546716511249542,0.0,0.8275316455696202,0.9167397020157756
True,False,4,False,0.0001,0,True,28,0.2,train,14,0.8024411508282476,0.8747235736399824,0.42385433679041656,0.42385433679041656,0.0,0.8454632895158705,0.9060817775741611
True,False,4,False,0.0001,0,True,28,0.2,valid,14,0.7986666666666666,0.8749999999999999,0.452978253364563,0.452978253364563,0.0,0.8290196078431372,0.9263803680981595
True,False,4,False,0.0001,0,True,28,0.2,train,15,0.8020052310374891,0.8743846451684274,0.42476329725721607,0.42476329725721607,0.0,0.8455284552845529,0.9052800366510136
True,False,4,False,0.0001,0,True,28,0.2,valid,15,0.796,0.8732394366197183,0.455299307902654,0.455299307902654,0.0,0.8279654359780048,0.9237510955302366
True,False,4,False,0.0001,0,True,28,0.2,train,16,0.8047079337401918,0.8763114301490889,0.42378062657687976,0.42378062657687976,0.0,0.8460390233500373,0.9088306035963807
True,False,4,False,0.0001,0,True,28,0.2,valid,16,0.7913333333333333,0.8702859510982179,0.4554091195265452,0.4554091195265452,0.0,0.8254716981132075,0.9202453987730062
True,False,4,False,0.0001,0,True,28,0.2,train,17,0.8035745422842197,0.8756004638065263,0.42374903481939563,0.42374903481939563,0.0,0.8453091684434968,0.9081433970908258
True,False,4,False,0.0001,0,True,28,0.2,valid,17,0.7933333333333333,0.8717948717948717,0.4522974491119385,0.4522974491119385,0.0,0.8253719655442443,0.9237510955302366
True,False,4,False,0.0001,0,True,28,0.2,train,18,0.8034001743679163,0.8754762825114585,0.42288904863855115,0.42288904863855115,0.0,0.845276178289614,0.9079143282556408
True,False,4,False,0.0001,0,True,28,0.2,valid,18,0.794,0.8720496894409938,0.45322443048159283,0.45322443048159283,0.0,0.826530612244898,0.922874671340929
True,False,4,False,0.0001,0,True,28,0.2,train,19,0.8006974716652137,0.8737295625276182,0.4243439319341079,0.4243439319341079,0.0,0.8438066787581351,0.905852708738976
True,False,4,False,0.0001,0,True,28,0.2,valid,19,0.7946666666666666,0.8728323699421965,0.4559223453203837,0.4559223453203837,0.0,0.825136612021858,0.9263803680981595
True,False,4,False,0.0001,0,True,28,0.2,train,20,0.8051438535309503,0.8767848282705772,0.4227822772834612,0.4227822772834612,0.0,0.8452380952380952,0.910777688695453
True,False,4,False,0.0001,0,True,28,0.2,valid,20,0.79,0.8697809011988424,0.45565086603164673,0.45565086603164673,0.0,0.8231611893583725,0.9219982471516214
True,False,4,False,0.0001,0,True,28,0.2,train,21,0.8074106364428945,0.8785396162093804,0.42249479112417804,0.42249479112417804,0.0,0.8448604060913706,0.915015462146375
True,False,4,False,0.0001,0,True,28,0.2,valid,21,0.7906666666666666,0.870355078447564,0.45685556530952454,0.45685556530952454,0.0,0.8227946916471507,0.9237510955302366
True,False,4,False,0.0001,0,True,28,0.2,train,22,0.8040104620749782,0.8760613077516815,0.42295564387155615,0.42295564387155615,0.0,0.844583820559158,0.9099759477723056
True,False,4,False,0.0001,0,True,28,0.2,valid,22,0.7926666666666666,0.8716467189434586,0.4529185990492503,0.4529185990492503,0.0,0.8237129485179407,0.9255039439088519
True,False,4,False,0.0001,0,True,28,0.2,train,23,0.8058413251961639,0.8772258669165885,0.42221624566161114,0.42221624566161114,0.0,0.8456632653061225,0.9112358263658229
True,False,4,False,0.0001,0,True,28,0.2,valid,23,0.79,0.8699958728848535,0.4543472131093343,0.4543472131093343,0.0,0.8221528861154446,0.9237510955302366
True,False,4,False,0.0001,0,True,28,0.2,train,24,0.806102877070619,0.877654307404555,0.42196689740471216,0.42196689740471216,0.0,0.844395046046364,0.9136410491352651
True,False,4,False,0.0001,0,True,28,0.2,valid,24,0.794,0.8728918140682848,0.4570560057957967,0.4570560057957967,0.0,0.8224806201550388,0.92988606485539
True,False,4,False,0.0001,0,True,28,0.2,train,25,0.806974716652136,0.8781910211267605,0.42195423789646314,0.42195423789646314,0.0,0.8449973530968766,0.9140991868056351
True,False,4,False,0.0001,0,True,28,0.2,valid,25,0.7933333333333333,0.8722176422093981,0.4553651611010234,0.4553651611010234,0.0,0.8233463035019455,0.9272567922874672
True,False,4,False,0.0001,0,True,28,0.2,train,26,0.8060156931124673,0.8774982106480207,0.42152605238168134,0.42152605238168134,0.0,0.8448897370653096,0.9127247737945252
True,False,4,False,0.0001,0,True,28,0.2,valid,26,0.792,0.870967741935484,0.45433401068051654,0.45433401068051654,0.0,0.8245888801879405,0.922874671340929
True,False,4,False,0.0001,0,True,28,0.2,train,27,0.805492589363557,0.8773973731933835,0.4222292511359505,0.4222292511359505,0.0,0.8433340376082823,0.9143282556408201
True,False,4,False,0.0001,0,True,28,0.2,valid,27,0.7913333333333333,0.8710341985990935,0.4559815526008606,0.4559815526008606,0.0,0.8219284603421462,0.9263803680981595
True,False,4,False,0.0001,0,True,28,0.2,train,28,0.8062772449869224,0.877589246364037,0.4217029745164125,0.4217029745164125,0.0,0.8454516505678803,0.9122666361241553
True,False,4,False,0.0001,0,True,28,0.2,valid,28,0.7873333333333333,0.8679089026915113,0.45997801423072815,0.45997801423072815,0.0,0.8226059654631083,0.9184925503943909
True,False,4,False,0.0001,0,True,28,0.2,train,29,0.8046207497820401,0.8769154720711815,0.42129076434218365,0.42129076434218365,0.0,0.8424440692275221,0.9143282556408201
True,False,4,False,0.0001,0,True,28,0.2,valid,29,0.7906666666666666,0.8707818930041152,0.45482130845387775,0.45482130845387775,0.0,0.8207913110938713,0.9272567922874672
True,False,4,False,0.0001,0,True,28,0.2,train,30,0.806713164777681,0.8781533388293487,0.42084736020668695,0.42084736020668695,0.0,0.8441462383770076,0.915015462146375
True,False,4,False,0.0001,0,True,28,0.2,valid,30,0.7946666666666666,0.8733552631578948,0.45540587107340497,0.45540587107340497,0.0,0.8226181254841208,0.9307624890446976
True,False,4,False,0.0001,0,True,28,0.2,train,31,0.8065387968613775,0.8781773263793575,0.42196842250616656,0.42196842250616656,0.0,0.8433150569380008,0.9160462719047073
True,False,4,False,0.0001,0,True,28,0.2,valid,31,0.7866666666666666,0.8678777869529315,0.4557482600212097,0.4557482600212097,0.0,0.8204527712724434,0.9211218229623137
True,False,4,False,0.0001,0,True,28,0.2,train,32,0.8089799476896251,0.8797013122494922,0.4211334275162738,0.4211334275162738,0.0,0.8448639527525839,0.9175352193334096
True,False,4,False,0.0001,0,True,28,0.2,valid,32,0.7926666666666666,0.8718582612278534,0.4574154317378998,0.4574154317378998,0.0,0.8227060653188181,0.9272567922874672
True,False,4,False,0.0001,0,True,28,0.2,train,33,0.8101133391455972,0.8807098258297733,0.4202195561450461,0.4202195561450461,0.0,0.8439172877086176,0.9208567174435918
True,False,4,False,0.0001,0,True,28,0.2,valid,33,0.792,0.8713932399010718,0.458978811899821,0.458978811899821,0.0,0.822568093385214,0.9263803680981595
True,False,4,False,0.0001,0,True,28,0.2,train,34,0.806713164777681,0.8785005754370581,0.4208762140377708,0.4208762140377708,0.0,0.8422656578394283,0.9179933570037796
True,False,4,False,0.0001,0,True,28,0.2,valid,34,0.7853333333333333,0.8669421487603305,0.45952125390370685,0.45952125390370685,0.0,0.8201720093823299,0.9193689745836985
True,False,4,False,0.0001,0,True,28,0.2,train,35,0.8072362685265911,0.8788028284821575,0.42087113857269287,0.42087113857269287,0.0,0.8427249789739276,0.9181078914213722
True,False,4,False,0.0001,0,True,28,0.2,valid,35,0.796,0.8741776315789475,0.45581549406051636,0.45581549406051636,0.0,0.8233927188226181,0.9316389132340053
True,False,4,False,0.0001,0,True,28,0.2,train,36,0.8083696599825632,0.8794030505870735,0.4211696153101714,0.4211696153101714,0.0,0.8440231700895208,0.9178788225861871
True,False,4,False,0.0001,0,True,28,0.2,valid,36,0.798,0.8754623921085081,0.4590717653433482,0.4590717653433482,0.0,0.8243034055727554,0.9333917616126205
True,False,4,False,0.0001,0,True,28,0.2,train,37,0.8088055797733217,0.8796707818930042,0.42096165600030316,0.42096165600030316,0.0,0.844322730145355,0.9181078914213722
True,False,4,False,0.0001,0,True,28,0.2,valid,37,0.792,0.8710743801652892,0.4580596685409546,0.4580596685409546,0.0,0.8240813135261923,0.9237510955302366
True,False,4,False,0.0001,0,True,28,0.2,train,38,0.8064516129032258,0.8782894736842104,0.4204025216724562,0.4204025216724562,0.0,0.8423598695972236,0.9174206849158172
True,False,4,False,0.0001,0,True,28,0.2,valid,38,0.7873333333333333,0.8684536082474227,0.45576973756154376,0.45576973756154376,0.0,0.8200934579439252,0.922874671340929
