acc,acc_labels,bce1_loss,bce2_loss,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,recall,recall_labels,train_mode
0.9952777777777777,"[0.9944444444444445, 0.9961111111111111]",0.014062513055897499,0.49416124224662783,0.0,1.0,0.9904291786644721,"[0.9883449883449877, 0.9925133689839566]",0.5082237554921044,0.0001,Y_net,0.9898989898989898,"[0.9883449883449883, 0.9914529914529915]",0.9909605027378046,"[0.9883449883449883, 0.9935760171306209]",train
0.7046599496221662,"[0.7329974811083123, 0.6763224181360201]",1.3068189568817616,0.4160433627665043,0.0,1.0,0.4232817066389005,"[0.5246636771300442, 0.32189973614775674]",1.7228623107075691,0.0001,Y_net,0.4010491391678623,"[0.43014705882352944, 0.3719512195121951]",0.47806736166800323,"[0.6724137931034483, 0.2837209302325581]",valid
0.9947222222222223,"[0.9938888888888889, 0.9955555555555555]",0.015124391425787406,0.43938552439212797,1.0,1.0,0.9893294237316794,"[0.9872241579558648, 0.9914346895074941]",0.4007960773176617,0.0001,Y_net,0.9876154929018954,"[0.9837962962962963, 0.9914346895074947]",0.9910553400917427,"[0.9906759906759907, 0.9914346895074947]",train
0.7424433249370277,"[0.7947103274559194, 0.690176322418136]",1.3814271289855242,0.38012382574379444,1.0,1.0,0.4003544528134687,"[0.4655737704918028, 0.33513513513513465]",1.8002395942807197,0.0001,Y_net,0.47099236641221376,"[0.5419847328244275, 0.4]",0.34820903501737505,"[0.40804597701149425, 0.28837209302325584]",valid
0.9955555555555555,"[0.9955555555555555, 0.9955555555555555]",0.013993034562978816,0.3991094164274357,2.0,1.0,0.9910753329357975,"[0.9906976744186041, 0.9914529914529908]",0.3302875194284651,0.0001,Y_net,0.9888690455577598,"[0.988399071925754, 0.9893390191897654]",0.9932915050688069,"[0.993006993006993, 0.9935760171306209]",train
0.7550377833753148,"[0.8047858942065491, 0.7052896725440806]",1.440119958172242,0.3504989005625248,2.0,1.0,0.31867588932806284,"[0.3873517786561261, 0.24999999999999958]",1.8487546563148498,0.0001,Y_net,0.5111575101135326,"[0.620253164556962, 0.4020618556701031]",0.23150227211975408,"[0.28160919540229884, 0.1813953488372093]",valid
0.9952777777777777,"[0.9922222222222222, 0.9983333333333333]",0.013375711194849928,0.36668850411143566,3.0,1.0,0.990275072273161,"[0.9837587006960551, 0.9967914438502669]",0.2809495083159871,0.0001,Y_net,0.9874706381634788,"[0.9792147806004619, 0.9957264957264957]",0.9931018303609309,"[0.9883449883449883, 0.9978586723768736]",train
0.7562972292191436,"[0.8035264483627204, 0.7090680100755667]",1.5216563584282994,0.32370525412261486,3.0,1.0,0.2980204393658964,"[0.39534883720930186, 0.20069204152249098]",2.009589856863022,0.0001,Y_net,0.4995173745173745,"[0.6071428571428571, 0.3918918918918919]",0.2139935846030473,"[0.29310344827586204, 0.13488372093023257]",valid
0.9975,"[0.9977777777777778, 0.9972222222222222]",0.012371405542799039,0.33943644685877694,4.0,1.0,0.9949894692659961,"[0.9953379953379948, 0.9946409431939973]",0.23878240022394392,0.0001,Y_net,0.9955230749222166,"[0.9953379953379954, 0.9957081545064378]",0.9944570062343081,"[0.9953379953379954, 0.9935760171306209]",train
0.7487405541561714,"[0.809823677581864, 0.6876574307304786]",1.5402972821891308,0.30108959183096884,4.0,1.0,0.38185570283355774,"[0.4846416382252554, 0.27906976744186]",1.8254879057407378,0.0001,Y_net,0.4843658393589994,"[0.5966386554621849, 0.37209302325581395]",0.3156508954824913,"[0.40804597701149425, 0.22325581395348837]",valid
0.9952777777777777,"[0.9955555555555555, 0.995]",0.012487443919329693,0.3159108472919023,5.0,1.0,0.9905354339719328,"[0.9906759906759901, 0.9903948772678756]",0.21135048518578212,0.0001,Y_net,0.9889550166145911,"[0.9906759906759907, 0.9872340425531915]",0.9921260039033057,"[0.9906759906759907, 0.9935760171306209]",train
0.7405541561712846,"[0.7871536523929471, 0.6939546599496221]",1.519990049675107,0.2810107510536909,5.0,1.0,0.4041701931214891,"[0.4668769716088323, 0.3414634146341459]",1.5990704208612443,0.0001,Y_net,0.46328671328671334,"[0.5174825174825175, 0.4090909090909091]",0.35915530606789625,"[0.42528735632183906, 0.2930232558139535]",valid
0.9966666666666666,"[0.9955555555555555, 0.9977777777777778]",0.011903665907794632,0.295303544567691,6.0,1.0,0.9932120850725497,"[0.9906976744186041, 0.9957264957264952]",0.18006072557634778,0.0001,Y_net,0.9910012417198066,"[0.988399071925754, 0.9936034115138592]",0.9954328326919333,"[0.993006993006993, 0.9978586723768736]",train
