acc,acc_labels,cell,cell_size,epoch,exp,f1,f1_labels,loss,lr,model,prec,prec_labels,prob,recall,recall_labels,train_mode
0.772111111111111,"[0.6972222222222222, 0.6733333333333333, 0.9005555555555556, 0.6366666666666667, 0.9527777777777777]",1.0,14.0,1.0,2.0,0.22738421745059728,"[0.15241057542768227, 0.28292682926829216, 0.02185792349726736, 0.6797257590597447, 0.0]",0.7825861050022973,0.0001,resnet50,0.2525663487105947,"[0.21030042918454936, 0.3267605633802817, 0.04, 0.6857707509881423, 0.0]",0.7,0.21155971249306033,"[0.11951219512195121, 0.24946236559139784, 0.015037593984962405, 0.6737864077669903, 0.0]",train
0.6967254408060454,"[0.24307304785894207, 0.7267002518891688, 0.9282115869017632, 0.6209068010075567, 0.964735516372796]",1.0,14.0,1.0,2.0,0.23144137186690364,"[0.39108409321175247, 0.0, 0.0, 0.7661227661227656, 0.0]",1.6439170837402344,0.0001,resnet50,0.17279596977329975,"[0.24307304785894207, 0.0, 0.0, 0.6209068010075567, 0.0]",0.7,0.4,"[1.0, 0.0, 0.0, 1.0, 0.0]",valid
0.7776666666666666,"[0.6905555555555556, 0.645, 0.9027777777777778, 0.6977777777777778, 0.9522222222222222]",1.0,14.0,2.0,2.0,0.25099613684840916,"[0.2209790209790205, 0.24557260920897234, 0.054054054054053655, 0.7343749999999993, 0.0]",0.6392204172081417,0.0001,resnet50,0.2732249776758229,"[0.25901639344262295, 0.27225130890052357, 0.09615384615384616, 0.7387033398821218, 0.0]",0.7,0.23680598262976194,"[0.1926829268292683, 0.22365591397849463, 0.03759398496240601, 0.7300970873786408, 0.0]",train
0.5256926952141058,"[0.24307304785894207, 0.7267002518891688, 0.07304785894206549, 0.6209068010075567, 0.964735516372796]",1.0,14.0,2.0,2.0,0.2582649012786683,"[0.39108409321175247, 0.0, 0.1341176470588234, 0.7661227661227656, 0.0]",1.5604100823402405,0.0001,resnet50,0.18717175791957968,"[0.24307304785894207, 0.0, 0.07187894073139975, 0.6209068010075567, 0.0]",0.7,0.6,"[1.0, 0.0, 1.0, 1.0, 0.0]",valid
0.8001111111111111,"[0.7438888888888889, 0.6494444444444445, 0.9066666666666666, 0.7461111111111111, 0.9544444444444444]",1.0,14.0,3.0,2.0,0.29797335994887275,"[0.34609929078014134, 0.2585193889541711, 0.06666666666666628, 0.7720698254364085, 0.046511627906976466]",0.5329303602377574,0.0001,resnet50,0.35257925729390577,"[0.4135593220338983, 0.2849740932642487, 0.1276595744680851, 0.7938461538461539, 0.14285714285714285]",0.7,0.2716933971613958,"[0.2975609756097561, 0.23655913978494625, 0.045112781954887216, 0.7514563106796116, 0.027777777777777776]",train
0.6790931989924432,"[0.24307304785894207, 0.7267002518891688, 0.8400503778337531, 0.6209068010075567, 0.964735516372796]",1.0,14.0,3.0,2.0,0.24603991201288894,"[0.39108409321175247, 0.0, 0.07299270072992652, 0.7661227661227656, 0.0]",1.4298931956291199,0.0001,resnet50,0.18529596977329973,"[0.24307304785894207, 0.0, 0.0625, 0.6209068010075567, 0.0]",0.7,0.4175438596491228,"[1.0, 0.0, 0.08771929824561403, 1.0, 0.0]",valid
0.8168888888888889,"[0.8033333333333333, 0.6555555555555556, 0.9088888888888889, 0.7616666666666667, 0.955]",1.0,14.0,4.0,2.0,0.31027974529290425,"[0.49572649572649524, 0.24205378973105085, 0.023809523809523482, 0.7898089171974517, 0.0]",0.46880634427070617,0.0001,resnet50,0.3461433981556762,"[0.5958904109589042, 0.2804532577903683, 0.05714285714285714, 0.7972304648862513, 0.0]",0.7,0.28697106710770265,"[0.424390243902439, 0.2129032258064516, 0.015037593984962405, 0.7825242718446602, 0.0]",train
0.5526448362720403,"[0.24307304785894207, 0.7267002518891688, 0.20780856423173805, 0.6209068010075567, 0.964735516372796]",1.0,14.0,4.0,2.0,0.25647614238150723,"[0.39108409321175247, 0.0, 0.12517385257301794, 0.7661227661227656, 0.0]",1.2732250094413757,0.0001,resnet50,0.18639113593644174,"[0.24307304785894207, 0.0, 0.06797583081570997, 0.6209068010075567, 0.0]",0.7,0.5578947368421053,"[1.0, 0.0, 0.7894736842105263, 1.0, 0.0]",valid
0.8290000000000001,"[0.8261111111111111, 0.6727777777777778, 0.91, 0.7794444444444445, 0.9566666666666667]",1.0,14.0,5.0,2.0,0.32009565253619304,"[0.5547652916073963, 0.20939597315436198, 0.035714285714285386, 0.8006027122049215, 0.0]",0.4227782792515225,0.0001,resnet50,0.37183183148140725,"[0.6655290102389079, 0.2785714285714286, 0.08571428571428572, 0.8293444328824141, 0.0]",0.7,0.28793889806517314,"[0.47560975609756095, 0.16774193548387098, 0.022556390977443608, 0.7737864077669903, 0.0]",train
0.6967254408060454,"[0.24307304785894207, 0.7267002518891688, 0.9282115869017632, 0.6209068010075567, 0.964735516372796]",1.0,14.0,5.0,2.0,0.23144137186690364,"[0.39108409321175247, 0.0, 0.0, 0.7661227661227656, 0.0]",1.127819538116455,0.0001,resnet50,0.17279596977329975,"[0.24307304785894207, 0.0, 0.0, 0.6209068010075567, 0.0]",0.7,0.4,"[1.0, 0.0, 0.0, 1.0, 0.0]",valid
